ALG	Fn	C
sgG5	GO.0055074	60
sgG5	GO.0060078	60
sgG5	GO.0098693	60
sgG5	GO.0099003	60
sgG5	GO.0099504	60
sgG5	GO.0099536	60
sgG5	GO.0099537	60
sgG5	GO.0099565	60
sgG5	GO.0099601	60
sgG5	GO.0007411	61
sgG5	GO.0010721	61
sgG5	GO.0048846	61
sgG5	GO.0050768	61
sgG5	GO.0050770	61
sgG5	GO.0050922	61
sgG5	GO.0048488	64
sgG5	GO.0007212	66
sgG5	GO.0007223	66
sgG5	GO.0019933	66
sgG5	GO.0046058	66
sgG5	GO.0009165	68
sgG5	GO.0043414	68
sgG5	GO.0019083	70
sgG5	GO.0030203	70
sgG5	GO.0031098	70
sgG5	GO.0032481	70
sgG5	GO.0043491	70
sgG5	GO.0051403	70
sgG5	GO.0009165	71
sgG5	GO.0006364	73
sgG5	GO.0006614	73
sgG5	GO.0009165	73
sgG5	GO.0019083	73
sgG5	GO.0000165	74
sgG5	GO.0002218	74
sgG5	GO.0002757	74
sgG5	GO.0002758	74
sgG5	GO.0007268	74
sgG5	GO.0008361	74
sgG5	GO.0031098	74
sgG5	GO.0031346	74
sgG5	GO.0032535	74
sgG5	GO.0034330	74
sgG5	GO.0043406	74
sgG5	GO.0045216	74
sgG5	GO.0050853	74
sgG5	GO.0055074	74
sgG5	GO.0099536	74
sgG5	GO.0099537	74
sgG5	GO.0009165	75
sgG5	GO.0002431	76
sgG5	GO.0002757	76
sgG5	GO.0008361	76
sgG5	GO.0010721	76
sgG5	GO.0031098	76
sgG5	GO.0031346	76
sgG5	GO.0032535	76
sgG5	GO.0034329	76
sgG5	GO.0034330	76
sgG5	GO.0043297	76
sgG5	GO.0045216	76
sgG5	GO.0050770	76
sgG5	GO.0050771	76
sgG5	GO.0050808	76
sgG5	GO.0061387	76
sgG5	GO.0000165	77
sgG5	GO.0002218	77
sgG5	GO.0002757	77
sgG5	GO.0002758	77
sgG5	GO.0050852	77
sgG5	GO.0007416	78
sgG5	GO.0019722	78
sgG5	GO.0030203	78
sgG5	GO.0046058	78
sgG5	GO.0050807	78
sgG5	GO.0050808	78
sgG5	GO.0051963	78
sgG5	GO.0055074	78
sgG5	GO.0086065	78
sgG5	GO.0008089	79
sgG5	GO.0010721	79
sgG5	GO.0050768	79
sgG5	GO.0000165	83
sgG5	GO.0007268	83
sgG5	GO.0007269	83
sgG5	GO.0030278	83
sgG5	GO.0032869	83
sgG5	GO.0034329	83
sgG5	GO.0048168	83
sgG5	GO.0050804	83
sgG5	GO.0099531	83
sgG5	GO.0099536	83
sgG5	GO.0099537	83
sgG5	GO.0099643	83
sgG5	GO.0042417	84
sgG5	GO.0006364	86
sgG5	GO.0006614	86
sgG5	GO.0009165	86
sgG5	GO.0019083	86
sgG5	GO.0032535	86
sgG5	GO.0034329	86
sgG5	GO.0034330	86
sgG5	GO.0046058	86
sgG5	GO.0031668	88
sgG5	GO.0031929	88
sgG5	GO.0006364	89
sgG5	GO.0006614	89
sgG5	GO.0007268	90
sgG5	GO.0007416	90
sgG5	GO.0009755	90
sgG5	GO.0031346	90
sgG5	GO.0050770	90
sgG5	GO.0050804	90
sgG5	GO.0050807	90
sgG5	GO.0050808	90
sgG5	GO.0055074	90
sgG5	GO.0061387	90
sgG5	GO.0099536	90
sgG5	GO.0099537	90
sgG5	GO.0002431	92
sgG5	GO.0032535	92
sgG5	GO.0032869	92
sgG5	GO.0043491	92
sgG5	GO.0009112	93
sgG5	GO.0000165	94
sgG5	GO.0002431	94
sgG5	GO.0002757	94
sgG5	GO.0007416	94
sgG5	GO.0034329	94
sgG5	GO.0034330	94
sgG5	GO.0038083	94
sgG5	GO.0042552	94
sgG5	GO.0043491	94
sgG5	GO.0045216	94
sgG5	GO.0046058	94
sgG5	GO.0050808	94
sgG5	GO.0050852	94
sgG5	GO.0048168	95
sgG5	GO.0061025	95
sgG5	GO.0098877	95
sgG5	GO.0099072	95
sgG5	GO.0099637	95
sgG5	GO.0007223	96
sgG5	GO.0016458	96
sgG5	GO.0031668	96
sgG5	GO.0060078	96
sgG5	GO.0061025	97
sgG5	GO.0032535	99
sgG5	GO.0016458	100
sgG5	GO.0018205	100
sgG5	GO.0019083	100
sgG5	GO.0046058	101
sgG5	GO.0002218	102
sgG5	GO.0002224	102
sgG5	GO.0002757	102
sgG5	GO.0002758	102
sgG5	GO.0031644	102
sgG5	GO.0050804	102
sgG5	GO.0050922	102
sgG5	GO.0007411	104
sgG5	GO.0008088	104
sgG5	GO.0008361	104
sgG5	GO.0031346	104
sgG5	GO.0032535	104
sgG5	GO.0050768	104
sgG5	GO.0050770	104
sgG5	GO.0051591	104
sgG5	GO.0061387	104
sgG5	GO.0098930	104
sgG5	GO.0002431	105
sgG5	GO.0031346	105
sgG5	GO.0048488	105
sgG5	GO.0099003	105
sgG5	GO.0099504	105
sgG5	GO.0000165	106
sgG5	GO.0002218	106
sgG5	GO.0002431	106
sgG5	GO.0002757	106
sgG5	GO.0002758	106
sgG5	GO.0007268	106
sgG5	GO.0010611	106
sgG5	GO.0031345	106
sgG5	GO.0031929	106
sgG5	GO.0032869	106
sgG5	GO.0046058	106
sgG5	GO.0050770	106
sgG5	GO.0050804	106
sgG5	GO.0050807	106
sgG5	GO.0050808	106
sgG5	GO.0055074	106
sgG5	GO.0099536	106
sgG5	GO.0099537	106
sgG5	GO.0099565	106
sgG5	GO.0007223	107
sgG5	GO.0010611	107
sgG5	GO.0019722	107
sgG5	GO.0050804	108
sgG5	GO.0010611	109
sgG5	GO.0007416	110
sgG5	GO.0050807	110
sgG5	GO.0050808	110
sgG5	GO.0051963	110
sgG5	GO.0060074	110
sgG5	GO.0061025	112
sgG5	GO.0030278	113
sgG5	GO.0032869	113
sgG5	GO.0006364	114
sgG5	GO.0006614	114
sgG5	GO.0019083	114
sgG5	GO.0060074	114
sgG5	GO.0032480	115
sgG5	GO.0032608	115
sgG5	GO.0032648	115
sgG5	GO.0050808	116
sgG5	GO.0099565	116
sgG5	GO.0018205	117
sgG5	GO.0030258	118
sgG5	GO.0034329	118
sgG5	GO.0007268	119
sgG5	GO.0007269	119
sgG5	GO.0016079	119
sgG5	GO.0043297	119
sgG5	GO.0045216	119
sgG5	GO.0050804	119
sgG5	GO.0099003	119
sgG5	GO.0099504	119
sgG5	GO.0099531	119
sgG5	GO.0099536	119
sgG5	GO.0099537	119
sgG5	GO.0099643	119
sgG5	GO.0000165	122
sgG5	GO.0002218	122
sgG5	GO.0002757	122
sgG5	GO.0002758	122
sgG5	GO.0006364	122
sgG5	GO.0006614	122
sgG5	GO.0009165	122
sgG5	GO.0019083	122
sgG5	GO.0050852	122
sgG5	GO.0002218	123
sgG5	GO.0002756	123
sgG5	GO.0002757	123
sgG5	GO.0002758	123
sgG5	GO.0007269	123
sgG5	GO.0016079	123
sgG5	GO.0032479	123
sgG5	GO.0032480	123
sgG5	GO.0032481	123
sgG5	GO.0032606	123
sgG5	GO.0032608	123
sgG5	GO.0032648	123
sgG5	GO.0048791	123
sgG5	GO.0060337	123
sgG5	GO.0061025	123
sgG5	GO.0071357	123
sgG5	GO.0099003	123
sgG5	GO.0099504	123
sgG5	GO.0099531	123
sgG5	GO.0099643	123
sgG5	GO.0002218	124
sgG5	GO.0002758	124
sgG5	GO.0009755	124
sgG5	GO.0018205	124
sgG5	GO.0032479	124
sgG5	GO.0032481	124
sgG5	GO.0032606	124
sgG5	GO.0048660	124
wt	GO.0010737	1
wt	GO.0051591	1
wt	GO.0007416	4
wt	GO.0019722	4
wt	GO.0030203	4
wt	GO.0050807	4
wt	GO.0051963	4
wt	GO.0007223	6
wt	GO.0016458	6
wt	GO.0018205	6
wt	GO.0019083	6
wt	GO.0030203	9
wt	GO.0032609	9
wt	GO.0034330	9
wt	GO.0045216	9
wt	GO.0055074	9
wt	GO.0001504	10
wt	GO.0007268	10
wt	GO.0007269	10
wt	GO.0016079	10
wt	GO.0016082	10
wt	GO.0031629	10
wt	GO.0042552	10
wt	GO.0048791	10
wt	GO.0050804	10
wt	GO.0061025	10
wt	GO.0098693	10
wt	GO.0098877	10
wt	GO.0099003	10
wt	GO.0099072	10
wt	GO.0099504	10
wt	GO.0099531	10
wt	GO.0099536	10
wt	GO.0099537	10
wt	GO.0099637	10
wt	GO.0099643	10
wt	GO.2000300	10
wt	GO.0006364	11
wt	GO.0006614	11
wt	GO.0008088	11
wt	GO.0008089	11
wt	GO.0019083	11
wt	GO.0098930	11
wt	GO.0061025	12
wt	GO.0061025	13
wt	GO.0007411	16
wt	GO.0000165	19
wt	GO.0061025	20
wt	GO.0099504	20
wt	GO.0048168	22
wt	GO.0016458	23
wt	GO.0016571	23
wt	GO.0018205	23
wt	GO.0034968	23
wt	GO.0043414	23
wt	GO.0051568	23
wt	GO.0010737	24
wt	GO.0034340	26
wt	GO.0060337	26
wt	GO.0071357	26
wt	GO.0000165	29
wt	GO.0002218	29
wt	GO.0002757	29
wt	GO.0002758	29
wt	GO.0019722	29
wt	GO.0050852	29
wt	GO.0007212	30
wt	GO.0019933	30
wt	GO.0030278	30
wt	GO.0046058	30
wt	GO.0006979	31
wt	GO.0051591	31
wt	GO.0051591	32
wt	GO.0061025	34
wt	GO.0006979	35
wt	GO.0009165	35
wt	GO.0031346	35
wt	GO.0007268	36
wt	GO.0007269	36
wt	GO.0016079	36
wt	GO.0016082	36
wt	GO.0048791	36
wt	GO.0050804	36
wt	GO.0050808	36
wt	GO.0060078	36
wt	GO.0061025	36
wt	GO.0098693	36
wt	GO.0099003	36
wt	GO.0099504	36
wt	GO.0099531	36
wt	GO.0099536	36
wt	GO.0099537	36
wt	GO.0099565	36
wt	GO.0099643	36
wt	GO.2000300	36
wt	GO.0001504	37
wt	GO.0006979	37
wt	GO.0008088	37
wt	GO.0008089	37
wt	GO.0009755	37
wt	GO.0018205	37
wt	GO.0042417	37
wt	GO.0042490	37
wt	GO.0042552	37
wt	GO.0060563	37
wt	GO.0098930	37
wt	GO.0061025	39
wt	GO.0051591	40
wt	GO.0002218	42
wt	GO.0002224	42
wt	GO.0002756	42
wt	GO.0002757	42
wt	GO.0002758	42
wt	GO.0009755	42
wt	GO.0019083	42
wt	GO.0031098	42
wt	GO.0031668	42
wt	GO.0032479	42
wt	GO.0032480	42
wt	GO.0032606	42
wt	GO.0034341	42
wt	GO.0043406	42
wt	GO.0050852	42
wt	GO.0051403	42
wt	GO.0060333	42
wt	GO.0071346	42
wt	GO.0099531	42
wt	GO.0009755	43
wt	GO.0061387	44
wt	GO.0050853	45
wt	GO.0006979	46
wt	GO.0031098	46
wt	GO.0043406	46
wt	GO.0009165	47
wt	GO.0050807	48
wt	GO.0051963	48
wt	GO.0061025	50
wt	GO.0031629	54
wt	GO.0035235	54
wt	GO.2000300	54
wt	GO.0019722	55
wt	GO.0038083	55
wt	GO.0019933	56
wt	GO.0051591	56
wt	GO.2000300	56
wt	GO.0000165	57
wt	GO.0002218	57
wt	GO.0002757	57
wt	GO.0002758	57
wt	GO.0007212	57
wt	GO.0019933	57
wt	GO.0050852	57
wt	GO.0016571	60
wt	GO.0034968	60
wt	GO.0051568	60
wt	GO.0098877	60
wt	GO.0099072	60
wt	GO.0099637	60
wt	GO.0030258	63
wt	GO.0000165	64
wt	GO.0007411	64
wt	GO.0007416	64
wt	GO.0008361	64
wt	GO.0010721	64
wt	GO.0031345	64
wt	GO.0032535	64
wt	GO.0034330	64
wt	GO.0045216	64
wt	GO.0050768	64
wt	GO.0050770	64
wt	GO.0050771	64
wt	GO.0050807	64
wt	GO.0050808	64
wt	GO.0051963	64
wt	GO.0061387	64
wt	GO.0007212	65
wt	GO.0046058	65
wt	GO.0048168	65
wt	GO.0060074	65
wt	GO.0099601	65
wt	GO.0002757	66
wt	GO.0002758	66
wt	GO.0007411	66
wt	GO.0008361	66
wt	GO.0032535	66
wt	GO.0043297	66
wt	GO.0043406	66
wt	GO.0048168	66
wt	GO.0051403	66
wt	GO.0050807	68
wt	GO.0050922	68
wt	GO.0051963	68
wt	GO.0061387	71
wt	GO.0006364	73
wt	GO.0006614	73
wt	GO.0019083	73
wt	GO.0006979	74
wt	GO.0009165	74
wt	GO.0046058	74
wt	GO.0016079	76
wt	GO.0016458	77
wt	GO.0032481	77
wt	GO.0032608	77
wt	GO.0032648	77
wt	GO.0016571	78
wt	GO.0043414	78
wt	GO.0007223	82
wt	GO.0034329	83
wt	GO.0034330	83
wt	GO.0042417	83
wt	GO.0045216	83
wt	GO.0070528	83
wt	GO.0007212	84
wt	GO.0007223	84
wt	GO.0019933	84
wt	GO.0055074	84
wt	GO.0031346	85
wt	GO.0050770	85
wt	GO.0050807	86
wt	GO.0007416	87
wt	GO.0030278	87
wt	GO.0050807	87
wt	GO.0051963	87
wt	GO.0010611	88
wt	GO.0000165	90
wt	GO.0006979	90
wt	GO.0010721	90
wt	GO.0030258	90
wt	GO.0043491	90
wt	GO.0048168	90
wt	GO.0050768	90
wt	GO.0050922	90
wt	GO.0055074	90
wt	GO.0034340	91
wt	GO.0060337	91
wt	GO.0060563	91
wt	GO.0071357	91
wt	GO.0098877	91
wt	GO.0099072	91
wt	GO.0099637	91
wt	GO.0030258	92
wt	GO.0050804	92
wt	GO.0051591	92
wt	GO.0055074	92
wt	GO.0009165	93
wt	GO.0048168	97
wt	GO.0050804	97
wt	GO.0099601	99
wt	GO.0019933	101
wt	GO.0051591	101
wt	GO.0086065	101
wt	GO.0009112	102
wt	GO.0000165	104
wt	GO.0002431	104
wt	GO.0002757	104
wt	GO.0007268	104
wt	GO.0007411	104
wt	GO.0007416	104
wt	GO.0019722	104
wt	GO.0019933	104
wt	GO.0031345	104
wt	GO.0031346	104
wt	GO.0032288	104
wt	GO.0032869	104
wt	GO.0034329	104
wt	GO.0034330	104
wt	GO.0035235	104
wt	GO.0038083	104
wt	GO.0043491	104
wt	GO.0048168	104
wt	GO.0050804	104
wt	GO.0050808	104
wt	GO.0050852	104
wt	GO.0055074	104
wt	GO.0060078	104
wt	GO.0099536	104
wt	GO.0099537	104
wt	GO.0099565	104
wt	GO.0099601	104
wt	GO.0007268	108
wt	GO.0042417	108
wt	GO.0050808	108
wt	GO.0099536	108
wt	GO.0099537	108
wt	GO.0016458	110
wt	GO.0018205	110
wt	GO.0060074	111
wt	GO.0070528	111
wt	GO.0006364	112
wt	GO.0006614	112
wt	GO.0019083	112
wt	GO.0034341	112
wt	GO.0071346	112
wt	GO.0006364	114
wt	GO.0006614	114
wt	GO.0019083	114
wt	GO.0042552	115
wt	GO.0050808	118
wt	GO.0034329	119
wt	GO.0034330	119
wt	GO.0050853	119
wt	GO.0051568	119
wt	GO.0070528	119
wt	GO.0007416	121
wt	GO.0007212	122
wt	GO.0098877	122
wt	GO.0099072	122
wt	GO.0099637	122
wt	GO.0030258	126
wt	GO.0002431	127
wt	GO.0070528	127
wt	GO.0008361	128
wt	GO.0051591	128
wt	GO.0061387	128
wt	GO.0006364	129
wt	GO.0006614	129
wt	GO.0019083	129
wt	GO.0019722	132
wt	GO.0060078	132
wt	GO.0086065	132
wt	GO.0007268	134
wt	GO.0007416	134
wt	GO.0019722	134
wt	GO.0031644	134
wt	GO.0035235	134
wt	GO.0042417	134
wt	GO.0048488	134
wt	GO.0050804	134
wt	GO.0050807	134
wt	GO.0050808	134
wt	GO.0051963	134
wt	GO.0055074	134
wt	GO.0060078	134
wt	GO.0098693	134
wt	GO.0099003	134
wt	GO.0099504	134
wt	GO.0099536	134
wt	GO.0099537	134
wt	GO.0099565	134
wt	GO.0099601	134
wt	GO.2000300	134
wt	GO.0019722	136
wt	GO.0046058	136
wt	GO.0048791	137
wt	GO.0061025	137
wt	GO.0099003	137
wt	GO.0016079	138
wt	GO.0019722	138
wt	GO.0048791	138
wt	GO.0098693	138
wt	GO.2000300	138
wt	GO.0032535	139
wt	GO.0034329	139
wt	GO.0034330	139
wt	GO.0045216	139
wt	GO.0050771	139
wt	GO.0002218	140
wt	GO.0002758	140
wt	GO.0006979	140
wt	GO.0007269	141
wt	GO.0007416	141
wt	GO.0050807	141
wt	GO.0051963	141
wt	GO.0099531	141
wt	GO.0099643	141
wt	GO.0048488	145
wt	GO.0043414	146
wt	GO.0050771	148
wt	GO.0016571	150
wt	GO.0030278	150
wt	GO.0034968	150
wt	GO.0043414	150
wt	GO.0051568	150
wt	GO.0034341	151
wt	GO.0071346	151
wt	GO.0008361	152
wt	GO.0050771	152
wt	GO.0061387	152
wt	GO.0031098	155
wt	GO.0034340	155
wt	GO.0048488	157
wt	GO.0006364	159
wt	GO.0006614	159
wt	GO.0008088	159
wt	GO.0008089	159
wt	GO.0019083	159
wt	GO.0060074	159
wt	GO.0098930	159
wt	GO.0060078	160
wt	GO.0086065	160
wt	GO.0048660	161
wt	GO.0086065	161
wt	GO.0043491	162
wt	GO.0001504	163
wt	GO.0007268	163
wt	GO.0007269	163
wt	GO.0016079	163
wt	GO.0016082	163
wt	GO.0031629	163
wt	GO.0098877	163
wt	GO.0099003	163
wt	GO.0099072	163
wt	GO.0099504	163
wt	GO.0099531	163
wt	GO.0099536	163
wt	GO.0099537	163
wt	GO.0099637	163
wt	GO.0099643	163
wt	GO.0007212	165
wt	GO.0019933	165
wt	GO.0030278	165
wt	GO.0048660	165
wt	GO.0048661	165
wt	GO.0050804	165
wt	GO.0002218	167
wt	GO.0002224	167
wt	GO.0002757	167
wt	GO.0002758	167
wt	GO.0031644	167
wt	GO.0048168	167
wt	GO.0050804	167
wt	GO.0050922	167
wt	GO.0007268	168
wt	GO.0007269	168
wt	GO.0032288	168
wt	GO.0034329	168
wt	GO.0034330	168
wt	GO.0043297	168
wt	GO.0045216	168
wt	GO.0099531	168
wt	GO.0099536	168
wt	GO.0099537	168
wt	GO.0099643	168
wt	GO.0010611	169
wt	GO.0048660	169
wt	GO.0048661	169
wt	GO.0048488	170
wt	GO.0034329	171
wt	GO.0043297	171
wt	GO.0030258	172
wt	GO.0032535	173
wt	GO.0043297	173
wt	GO.0061387	173
wt	GO.0006614	177
wt	GO.0008088	179
wt	GO.0032869	179
wt	GO.0061025	179
wt	GO.0098930	179
wt	GO.0048660	180
wt	GO.0048661	180
wt	GO.0099601	180
wt	GO.0008088	181
wt	GO.0032535	182
wt	GO.0050807	183
wt	GO.0051963	183
wt	GO.0007212	184
wt	GO.0007416	184
wt	GO.0042417	184
wt	GO.0050807	184
wt	GO.0051963	184
wt	GO.0098877	184
wt	GO.0099637	184
wt	GO.0007416	185
wt	GO.0030203	185
wt	GO.0031346	185
wt	GO.0032609	188
wt	GO.0007416	193
wt	GO.0034341	195
wt	GO.0043491	195
wt	GO.0071346	195
wt	GO.0032479	196
wt	GO.0032481	196
wt	GO.0032606	196
wt	GO.0010721	198
wt	GO.0050768	198
wt	GO.0032869	200
wt	GO.0032609	201
wt	GO.0002224	205
wt	GO.0002431	206
wt	GO.0007269	207
wt	GO.0007411	207
wt	GO.0007416	207
wt	GO.0050807	207
wt	GO.0051963	207
wt	GO.0060074	207
wt	GO.0060078	207
wt	GO.0099531	207
wt	GO.0099565	207
wt	GO.0099643	207
wt	GO.0009165	208
wt	GO.0019722	208
wt	GO.0046058	208
wt	GO.0086065	208
wt	GO.0006364	209
wt	GO.0006614	209
wt	GO.0019083	209
wt	GO.0007269	210
wt	GO.0016079	210
wt	GO.0099003	210
wt	GO.0099504	210
wt	GO.0099531	210
wt	GO.0099643	210
wt	GO.0006364	217
wt	GO.0006614	217
wt	GO.0019083	217
wt	GO.0010611	218
wt	GO.0030258	218
wt	GO.0031644	218
wt	GO.0032288	218
wt	GO.0042552	218
wt	GO.0032535	224
wt	GO.0002224	225
wt	GO.0009165	226
wt	GO.0010737	226
wt	GO.0046058	226
wt	GO.0070528	226
wt	GO.0007416	231
wt	GO.0008361	231
wt	GO.0042490	231
wt	GO.0050807	231
wt	GO.0051963	231
wt	GO.0061387	231
wt	GO.0030203	232
wt	GO.0006364	233
wt	GO.0006614	233
wt	GO.0019083	233
wt	GO.0016079	234
wt	GO.0048168	234
wt	GO.0048791	234
wt	GO.0060078	234
wt	GO.0098693	234
wt	GO.0099565	234
wt	GO.2000300	234
wt	GO.0002218	239
wt	GO.0002224	239
wt	GO.0002758	239
wt	GO.0032479	239
wt	GO.0032481	239
wt	GO.0032606	239
wt	GO.0032608	239
wt	GO.0032609	239
wt	GO.0032648	239
wt	GO.0009755	240
wt	GO.0016458	240
wt	GO.0016571	240
wt	GO.0018205	240
wt	GO.0034968	240
wt	GO.0043414	240
wt	GO.0051568	240
wt	GO.0006614	241
wt	GO.0002431	242
wt	GO.0042552	242
wt	GO.0002431	243
wt	GO.0032869	243
wt	GO.0007411	244
wt	GO.0008361	244
wt	GO.0048846	244
wt	GO.0050770	244
wt	GO.0061387	244
wt	GO.0030258	245
wt	GO.0031668	249
wt	GO.0030258	250
wt	GO.0010721	251
wt	GO.0034329	251
wt	GO.0006364	252
wt	GO.0006614	252
wt	GO.0019083	252
wt	GO.0007269	253
wt	GO.0016079	253
wt	GO.0032869	253
wt	GO.0099003	253
wt	GO.0099504	253
wt	GO.0099531	253
wt	GO.0099643	253
wt	GO.0030258	254
wt	GO.0009165	259
wt	GO.0016458	259
wt	GO.0018205	259
wt	GO.0019083	259
wt	GO.0031668	259
wt	GO.0031929	259
wt	GO.0032869	259
wt	GO.0007212	261
wt	GO.0007223	261
wt	GO.0019933	261
wt	GO.0009165	262
wt	GO.0019722	262
wt	GO.0030278	262
wt	GO.0034329	262
wt	GO.0035235	262
wt	GO.0038083	262
wt	GO.0043406	262
wt	GO.0051403	262
wt	GO.0051591	262
wt	GO.0060078	262
wt	GO.0099565	262
wt	GO.0099601	262
wt	GO.0048488	263
wt	GO.0010721	264
wt	GO.0018205	264
wt	GO.0031345	264
wt	GO.0050768	264
wt	GO.0001504	268
wt	GO.0031668	268
wt	GO.0000165	269
wt	GO.0002218	269
wt	GO.0002224	269
wt	GO.0002757	269
wt	GO.0002758	269
wt	GO.0002218	274
wt	GO.0002224	274
wt	GO.0002758	274
wt	GO.0008361	275
wt	GO.0009165	275
wt	GO.0031668	275
wt	GO.0031929	275
wt	GO.0031668	276
wt	GO.0009755	277
wt	GO.0034341	277
wt	GO.0060333	277
wt	GO.0071346	277
wt	GO.0048168	278
wt	GO.0050922	278
wt	GO.0099601	278
wt	GO.0007411	279
wt	GO.0010721	279
wt	GO.0031345	279
wt	GO.0050768	279
wt	GO.0050807	279
wt	GO.0007411	280
wt	GO.0010721	280
wt	GO.0050768	280
wt	GO.0008361	281
wt	GO.0010721	281
wt	GO.0050768	281
wt	GO.0050771	281
wt	GO.0061387	281
wt	GO.0009165	282
wt	GO.0030258	282
wt	GO.0006364	286
wt	GO.0006614	286
wt	GO.0007416	286
wt	GO.0008361	286
wt	GO.0009165	286
wt	GO.0019083	286
wt	GO.0031668	286
wt	GO.0050770	286
wt	GO.0050807	286
wt	GO.0051963	286
wt	GO.0061387	286
wt	GO.0008361	287
wt	GO.0030278	287
wt	GO.0061387	287
wt	GO.0007411	288
wt	GO.0030203	288
wt	GO.0032288	288
wt	GO.0042552	288
wt	GO.0030258	293
wt	GO.0034341	296
wt	GO.0030258	298
wt	GO.0030258	300
wt	GO.0031929	300
wt	GO.0007212	302
wt	GO.0008361	302
wt	GO.0019933	302
wt	GO.0042490	302
wt	GO.0043491	302
wt	GO.0050852	302
wt	GO.0060563	302
wt	GO.0030203	303
wt	GO.0016458	308
wt	GO.0031668	308
wt	GO.0034329	308
wt	GO.0043406	308
wt	GO.0050853	309
wt	GO.0009755	310
wt	GO.0006364	315
wt	GO.0006614	315
wt	GO.0019083	315
wt	GO.0042490	316
wt	GO.0019722	317
wt	GO.0086065	317
wt	GO.0007268	321
wt	GO.0035235	321
wt	GO.0046058	321
wt	GO.0060078	321
wt	GO.0099536	321
wt	GO.0099537	321
wt	GO.0099565	321
wt	GO.0030258	323
wt	GO.0034329	324
wt	GO.0043297	324
wt	GO.0046058	324
wt	GO.0032869	329
wt	GO.0031668	330
wt2	GO.0010737	1
wt2	GO.0051591	1
wt2	GO.0007416	4
wt2	GO.0019722	4
wt2	GO.0030203	4
wt2	GO.0050807	4
wt2	GO.0051963	4
wt2	GO.0007223	6
wt2	GO.0016458	6
wt2	GO.0018205	6
wt2	GO.0019083	6
wt2	GO.0030203	9
wt2	GO.0032609	9
wt2	GO.0034330	9
wt2	GO.0045216	9
wt2	GO.0055074	9
wt2	GO.0001504	10
wt2	GO.0007268	10
wt2	GO.0007269	10
wt2	GO.0016079	10
wt2	GO.0016082	10
wt2	GO.0031629	10
wt2	GO.0042552	10
wt2	GO.0048791	10
wt2	GO.0050804	10
wt2	GO.0061025	10
wt2	GO.0098693	10
wt2	GO.0098877	10
wt2	GO.0099003	10
wt2	GO.0099072	10
wt2	GO.0099504	10
wt2	GO.0099531	10
wt2	GO.0099536	10
wt2	GO.0099537	10
wt2	GO.0099637	10
wt2	GO.0099643	10
wt2	GO.2000300	10
wt2	GO.0006364	11
wt2	GO.0006614	11
wt2	GO.0008088	11
wt2	GO.0008089	11
wt2	GO.0019083	11
wt2	GO.0098930	11
wt2	GO.0061025	12
wt2	GO.0061025	13
wt2	GO.0007411	16
wt2	GO.0000165	19
wt2	GO.0061025	20
wt2	GO.0099504	20
wt2	GO.0048168	21
wt2	GO.0016458	22
wt2	GO.0016571	22
wt2	GO.0018205	22
wt2	GO.0034968	22
wt2	GO.0043414	22
wt2	GO.0051568	22
wt2	GO.0010737	23
wt2	GO.0034340	25
wt2	GO.0060337	25
wt2	GO.0071357	25
wt2	GO.0000165	28
wt2	GO.0002218	28
wt2	GO.0002757	28
wt2	GO.0002758	28
wt2	GO.0019722	28
wt2	GO.0050852	28
wt2	GO.0007212	29
wt2	GO.0019933	29
wt2	GO.0030278	29
wt2	GO.0046058	29
wt2	GO.0006979	30
wt2	GO.0051591	30
wt2	GO.0051591	31
wt2	GO.0061025	33
wt2	GO.0006979	34
wt2	GO.0009165	34
wt2	GO.0031346	34
wt2	GO.0007268	35
wt2	GO.0007269	35
wt2	GO.0016079	35
wt2	GO.0016082	35
wt2	GO.0048791	35
wt2	GO.0050804	35
wt2	GO.0050808	35
wt2	GO.0060078	35
wt2	GO.0061025	35
wt2	GO.0098693	35
wt2	GO.0099003	35
wt2	GO.0099504	35
wt2	GO.0099531	35
wt2	GO.0099536	35
wt2	GO.0099537	35
wt2	GO.0099565	35
wt2	GO.0099643	35
wt2	GO.2000300	35
wt2	GO.0001504	36
wt2	GO.0006979	36
wt2	GO.0008088	36
wt2	GO.0008089	36
wt2	GO.0009755	36
wt2	GO.0018205	36
wt2	GO.0042417	36
wt2	GO.0042490	36
wt2	GO.0042552	36
wt2	GO.0060563	36
wt2	GO.0098930	36
wt2	GO.0061025	38
wt2	GO.0051591	39
wt2	GO.0002218	41
wt2	GO.0002224	41
wt2	GO.0002756	41
wt2	GO.0002757	41
wt2	GO.0002758	41
wt2	GO.0009755	41
wt2	GO.0019083	41
wt2	GO.0031098	41
wt2	GO.0031668	41
wt2	GO.0032479	41
wt2	GO.0032480	41
wt2	GO.0032606	41
wt2	GO.0034341	41
wt2	GO.0043406	41
wt2	GO.0050852	41
wt2	GO.0051403	41
wt2	GO.0060333	41
wt2	GO.0071346	41
wt2	GO.0099531	41
wt2	GO.0009755	42
wt2	GO.0061387	43
wt2	GO.0050853	44
wt2	GO.0006979	45
wt2	GO.0031098	45
wt2	GO.0043406	45
wt2	GO.0009165	46
wt2	GO.0050807	47
wt2	GO.0051963	47
wt2	GO.0061025	49
wt2	GO.0031629	53
wt2	GO.0035235	53
wt2	GO.2000300	53
wt2	GO.0019722	54
wt2	GO.0038083	54
wt2	GO.0019933	55
wt2	GO.0051591	55
wt2	GO.2000300	55
wt2	GO.0000165	56
wt2	GO.0002218	56
