ALG	Fn	C
lec2	GO.0000165	57
lec2	GO.0006364	57
lec2	GO.0006614	57
lec2	GO.0006979	57
lec2	GO.0019083	57
lec2	GO.0019722	57
lec2	GO.0031098	57
lec2	GO.0043406	57
lec2	GO.0051403	57
lec2	GO.0000165	58
lec2	GO.0006979	58
lec2	GO.0010721	58
lec2	GO.0030203	58
lec2	GO.0030258	58
lec2	GO.0031098	58
lec2	GO.0032869	58
lec2	GO.0048660	58
lec2	GO.0050768	58
lec2	GO.0051403	58
Spectral	GO.0006979	1
Spectral	GO.0007268	1
Spectral	GO.0010721	1
Spectral	GO.0030203	1
Spectral	GO.0031345	1
Spectral	GO.0048168	1
Spectral	GO.0048661	1
Spectral	GO.0050768	1
Spectral	GO.0050804	1
Spectral	GO.0050808	1
Spectral	GO.0055074	1
Spectral	GO.0099536	1
Spectral	GO.0099537	1
Spectral	GO.0099601	1
Spectral	GO.0002224	3
Spectral	GO.0006614	3
Spectral	GO.0016571	3
Spectral	GO.0032479	3
Spectral	GO.0032481	3
Spectral	GO.0032606	3
Spectral	GO.0001504	4
Spectral	GO.0007268	4
Spectral	GO.0007269	4
Spectral	GO.0016079	4
Spectral	GO.0016082	4
Spectral	GO.0031629	4
Spectral	GO.0050804	4
Spectral	GO.0061025	4
Spectral	GO.0099003	4
Spectral	GO.0099504	4
Spectral	GO.0099531	4
Spectral	GO.0099536	4
Spectral	GO.0099537	4
Spectral	GO.0099643	4
Spectral	GO.0050770	5
Spectral	GO.0061025	6
Spectral	GO.0018205	8
Spectral	GO.0061025	8
Spectral	GO.0050807	9
Spectral	GO.0006364	14
Spectral	GO.0006614	14
Spectral	GO.0010611	14
Spectral	GO.0019083	14
Spectral	GO.0031929	14
Spectral	GO.0032869	14
Spectral	GO.0035235	14
Spectral	GO.0034329	15
Spectral	GO.0034330	15
Spectral	GO.0042417	15
Spectral	GO.0045216	15
Spectral	GO.0016458	16
Spectral	GO.0018205	16
Spectral	GO.0006364	19
Spectral	GO.0006364	20
Spectral	GO.0006614	20
Spectral	GO.0019083	20
Spectral	GO.0006364	22
Spectral	GO.0006614	22
Spectral	GO.0019083	22
Spectral	GO.0000165	27
Spectral	GO.0007268	27
Spectral	GO.0007416	27
Spectral	GO.0010721	27
Spectral	GO.0019722	27
Spectral	GO.0030258	27
Spectral	GO.0031098	27
Spectral	GO.0031345	27
Spectral	GO.0031644	27
Spectral	GO.0032535	27
Spectral	GO.0034330	27
Spectral	GO.0035235	27
Spectral	GO.0038083	27
Spectral	GO.0042417	27
Spectral	GO.0043491	27
Spectral	GO.0045216	27
Spectral	GO.0048168	27
Spectral	GO.0048488	27
Spectral	GO.0050768	27
Spectral	GO.0050770	27
Spectral	GO.0050804	27
Spectral	GO.0050807	27
Spectral	GO.0050808	27
Spectral	GO.0051403	27
Spectral	GO.0051591	27
Spectral	GO.0051963	27
Spectral	GO.0055074	27
Spectral	GO.0060078	27
Spectral	GO.0098693	27
Spectral	GO.0099003	27
Spectral	GO.0099504	27
Spectral	GO.0099536	27
Spectral	GO.0099537	27
Spectral	GO.0099565	27
Spectral	GO.0099601	27
Spectral	GO.0000165	28
Spectral	GO.0002218	28
Spectral	GO.0002758	28
Spectral	GO.0007411	28
Spectral	GO.0034341	28
Spectral	GO.0002218	31
Spectral	GO.0002224	31
Spectral	GO.0002756	31
Spectral	GO.0002758	31
Spectral	GO.0032479	31
Spectral	GO.0032480	31
Spectral	GO.0034340	31
Spectral	GO.0050852	31
Spectral	GO.0060337	31
Spectral	GO.0071357	31
Spectral	GO.0002218	34
Spectral	GO.0002224	34
Spectral	GO.0002758	34
Spectral	GO.0009165	34
Spectral	GO.0050852	34
Spectral	GO.0006979	40
Spectral	GO.0086065	40
Spectral	GO.0051591	42
Spectral	GO.0007212	46
Spectral	GO.0007223	46
Spectral	GO.0009165	46
Spectral	GO.0019933	46
Spectral	GO.0043414	46
Spectral	GO.0046058	46
Spectral	GO.0006614	47
Spectral	GO.0055074	48
Spectral	GO.0031668	53
Spectral	GO.0009165	56
Spectral	GO.0046058	56
Spectral	GO.0008088	62
Spectral	GO.0008089	62
Spectral	GO.0042490	62
Spectral	GO.0042552	62
Spectral	GO.0060563	62
Spectral	GO.0098930	62
Spectral	GO.0009755	63
Spectral	GO.0008361	64
Spectral	GO.0031346	64
Spectral	GO.0034330	64
Spectral	GO.0043297	64
Spectral	GO.0045216	64
Spectral	GO.0048488	64
Spectral	GO.0050770	64
Spectral	GO.0050771	64
Spectral	GO.0000165	65
Spectral	GO.0002431	65
Spectral	GO.0002757	65
Spectral	GO.0007411	65
Spectral	GO.0030258	65
Spectral	GO.0031346	65
Spectral	GO.0032535	65
Spectral	GO.0032869	65
Spectral	GO.0034329	65
Spectral	GO.0034330	65
Spectral	GO.0038083	65
Spectral	GO.0043406	65
Spectral	GO.0043491	65
Spectral	GO.0045216	65
Spectral	GO.0050770	65
Spectral	GO.0050808	65
Spectral	GO.0055074	65
Spectral	GO.0000165	66
Spectral	GO.0002431	66
Spectral	GO.0008088	66
Spectral	GO.0010611	66
Spectral	GO.0010721	66
Spectral	GO.0031098	66
Spectral	GO.0034329	66
Spectral	GO.0043406	66
Spectral	GO.0050768	66
Spectral	GO.0050808	66
Spectral	GO.0051403	66
Spectral	GO.0032535	68
Spectral	GO.0006364	69
Spectral	GO.0006614	69
Spectral	GO.0019083	69
Spectral	GO.0030258	70
Spectral	GO.0000165	72
Spectral	GO.0002757	72
Spectral	GO.0006979	72
Spectral	GO.0031098	72
Spectral	GO.0043406	72
Spectral	GO.0051403	72
Spectral	GO.0055074	72
Spectral	GO.0000165	73
Spectral	GO.0007269	73
Spectral	GO.0007411	73
Spectral	GO.0008361	73
Spectral	GO.0032535	73
Spectral	GO.0034329	73
Spectral	GO.0034330	73
Spectral	GO.0043406	73
Spectral	GO.0045216	73
Spectral	GO.0055074	73
Spectral	GO.0099531	73
Spectral	GO.0099643	73
Spectral	GO.0031668	74
Spectral	GO.0043297	74
Spectral	GO.0043406	74
Spectral	GO.0001504	75
Spectral	GO.0006364	75
Spectral	GO.0006614	75
Spectral	GO.0018205	75
Spectral	GO.0019083	75
Spectral	GO.0032609	75
Spectral	GO.0042417	75
Spectral	GO.0043491	75
Spectral	GO.0099637	75
Spectral	GO.0030258	76
Spectral	GO.0042552	76
Spectral	GO.0000165	79
Spectral	GO.0002218	79
Spectral	GO.0002757	79
Spectral	GO.0002758	79
Spectral	GO.0030258	79
Spectral	GO.0050852	79
Spectral	GO.0031668	82
Spectral	GO.0034341	83
Spectral	GO.0048168	83
Spectral	GO.0060333	83
Spectral	GO.0071346	83
Spectral	GO.0086065	83
Spectral	GO.0002218	84
Spectral	GO.0002757	84
Spectral	GO.0002758	84
Spectral	GO.0050852	84
Spectral	GO.0007268	89
Spectral	GO.0009165	89
Spectral	GO.0035235	89
Spectral	GO.0046058	89
Spectral	GO.0050804	89
Spectral	GO.0060078	89
Spectral	GO.0099536	89
Spectral	GO.0099537	89
Spectral	GO.0099565	89
Spectral	GO.0032869	101
Spectral	GO.0008088	105
Spectral	GO.0008089	105
Spectral	GO.0098930	105
Spectral	GO.0002218	107
Spectral	GO.0002758	107
Spectral	GO.0050852	107
Spectral	GO.0008361	109
Spectral	GO.0050770	109
Spectral	GO.0061387	109
Spectral	GO.0008361	111
Spectral	GO.0010721	111
Spectral	GO.0031668	111
Spectral	GO.0032535	111
Spectral	GO.0050768	111
Spectral	GO.0050770	111
Spectral	GO.0050771	111
Spectral	GO.0061025	111
Spectral	GO.0061387	111
Spectral	GO.0007268	113
Spectral	GO.0007269	113
Spectral	GO.0007416	113
Spectral	GO.0016079	113
Spectral	GO.0016082	113
Spectral	GO.0048168	113
Spectral	GO.0048791	113
Spectral	GO.0050804	113
Spectral	GO.0050808	113
Spectral	GO.0060078	113
Spectral	GO.0098693	113
Spectral	GO.0099003	113
Spectral	GO.0099504	113
Spectral	GO.0099531	113
Spectral	GO.0099536	113
Spectral	GO.0099537	113
Spectral	GO.0099565	113
Spectral	GO.0099643	113
Spectral	GO.2000300	113
Spectral	GO.0034329	115
Spectral	GO.0086065	115
Spectral	GO.0032481	116
Spectral	GO.0032608	116
Spectral	GO.0032648	116
Spectral	GO.0034329	116
Spectral	GO.0034330	116
Spectral	GO.0070528	116
Spectral	GO.0007269	121
Spectral	GO.0016079	121
Spectral	GO.0032869	121
Spectral	GO.0099003	121
Spectral	GO.0099504	121
Spectral	GO.0099531	121
Spectral	GO.0099643	121
Spectral	GO.0043414	126
Spectral	GO.0007268	127
Spectral	GO.0007269	127
Spectral	GO.0016079	127
Spectral	GO.0030258	127
Spectral	GO.0034329	127
Spectral	GO.0034330	127
Spectral	GO.0043297	127
Spectral	GO.0045216	127
Spectral	GO.0061025	127
Spectral	GO.0099003	127
Spectral	GO.0099504	127
Spectral	GO.0099531	127
Spectral	GO.0099536	127
Spectral	GO.0099537	127
Spectral	GO.0099643	127
Spectral	GO.0007269	128
Spectral	GO.0061025	128
Spectral	GO.0099504	128
Spectral	GO.0099531	128
Spectral	GO.0099643	128
Spectral1per	GO.0007212	1
Spectral1per	GO.0007223	1
Spectral1per	GO.0009165	1
Spectral1per	GO.0019933	1
Spectral1per	GO.0043414	1
Spectral1per	GO.0046058	1
Spectral1per	GO.0048661	1
Spectral1per	GO.0002224	3
Spectral1per	GO.0016571	3
Spectral1per	GO.0032479	3
Spectral1per	GO.0032481	3
Spectral1per	GO.0032606	3
Spectral1per	GO.0061025	4
Spectral1per	GO.0006364	5
Spectral1per	GO.0006614	5
Spectral1per	GO.0010611	5
Spectral1per	GO.0019083	5
Spectral1per	GO.0031929	5
Spectral1per	GO.0032869	5
Spectral1per	GO.0035235	5
Spectral1per	GO.0016458	6
Spectral1per	GO.0018205	6
Spectral1per	GO.0006364	7
Spectral1per	GO.0006614	7
Spectral1per	GO.0006364	8
Spectral1per	GO.0006614	8
Spectral1per	GO.0019083	8
Spectral1per	GO.0016571	9
Spectral1per	GO.0000165	10
Spectral1per	GO.0001504	10
Spectral1per	GO.0002758	10
Spectral1per	GO.0006364	10
Spectral1per	GO.0006614	10
Spectral1per	GO.0007223	10
Spectral1per	GO.0007268	10
Spectral1per	GO.0007269	10
Spectral1per	GO.0007416	10
Spectral1per	GO.0008361	10
Spectral1per	GO.0010721	10
Spectral1per	GO.0019083	10
Spectral1per	GO.0019722	10
Spectral1per	GO.0030258	10
Spectral1per	GO.0030278	10
Spectral1per	GO.0031098	10
Spectral1per	GO.0031345	10
Spectral1per	GO.0031644	10
Spectral1per	GO.0042417	10
Spectral1per	GO.0042552	10
Spectral1per	GO.0043406	10
Spectral1per	GO.0048488	10
Spectral1per	GO.0050768	10
Spectral1per	GO.0050804	10
Spectral1per	GO.0050808	10
Spectral1per	GO.0051403	10
Spectral1per	GO.0060078	10
Spectral1per	GO.0061387	10
Spectral1per	GO.0098693	10
Spectral1per	GO.0099003	10
Spectral1per	GO.0099504	10
Spectral1per	GO.0099531	10
Spectral1per	GO.0099536	10
Spectral1per	GO.0099537	10
Spectral1per	GO.0099565	10
Spectral1per	GO.0099643	10
Spectral1per	GO.0006979	13
Spectral1per	GO.0009165	13
Spectral1per	GO.0050804	13
Spectral1per	GO.0055074	13
Spectral1per	GO.0006979	14
Spectral1per	GO.0008361	14
Spectral1per	GO.0031098	14
Spectral1per	GO.0031346	14
Spectral1per	GO.0031929	14
Spectral1per	GO.0032535	14
Spectral1per	GO.0032869	14
Spectral1per	GO.0043491	14
Spectral1per	GO.0048660	14
Spectral1per	GO.0048661	14
Spectral1per	GO.0050770	14
Spectral1per	GO.0000165	15
Spectral1per	GO.0007268	15
Spectral1per	GO.0007411	15
Spectral1per	GO.0007416	15
Spectral1per	GO.0010721	15
Spectral1per	GO.0019722	15
Spectral1per	GO.0031098	15
Spectral1per	GO.0031345	15
Spectral1per	GO.0032535	15
Spectral1per	GO.0048488	15
Spectral1per	GO.0050768	15
Spectral1per	GO.0050770	15
Spectral1per	GO.0050807	15
Spectral1per	GO.0050808	15
Spectral1per	GO.0051403	15
Spectral1per	GO.0055074	15
Spectral1per	GO.0060078	15
Spectral1per	GO.0099003	15
Spectral1per	GO.0099504	15
Spectral1per	GO.0099536	15
Spectral1per	GO.0099537	15
Spectral1per	GO.0099565	15
Spectral1per	GO.0000165	16
Spectral1per	GO.0002431	16
Spectral1per	GO.0002757	16
Spectral1per	GO.0007411	16
Spectral1per	GO.0031098	16
Spectral1per	GO.0031346	16
Spectral1per	GO.0032535	16
Spectral1per	GO.0032869	16
Spectral1per	GO.0034329	16
Spectral1per	GO.0034330	16
Spectral1per	GO.0038083	16
Spectral1per	GO.0043406	16
Spectral1per	GO.0043491	16
Spectral1per	GO.0045216	16
Spectral1per	GO.0050770	16
Spectral1per	GO.0050804	16
Spectral1per	GO.0050808	16
Spectral1per	GO.0050852	16
Spectral1per	GO.0051403	16
Spectral1per	GO.0000165	17
Spectral1per	GO.0007268	17
Spectral1per	GO.0007411	17
Spectral1per	GO.0008361	17
Spectral1per	GO.0031098	17
Spectral1per	GO.0032535	17
Spectral1per	GO.0051403	17
Spectral1per	GO.0099536	17
Spectral1per	GO.0099537	17
Spectral1per	GO.0000165	18
Spectral1per	GO.0006979	18
Spectral1per	GO.0009165	18
Spectral1per	GO.0019933	18
Spectral1per	GO.0031098	18
Spectral1per	GO.0043406	18
Spectral1per	GO.0043491	18
Spectral1per	GO.0046058	18
Spectral1per	GO.0050804	18
Spectral1per	GO.0051403	18
Spectral1per	GO.0051591	18
Spectral1per	GO.2000300	18
Spectral1per	GO.0000165	20
Spectral1per	GO.0002218	20
Spectral1per	GO.0002757	20
Spectral1per	GO.0002758	20
Spectral1per	GO.0050852	20
Spectral1per	GO.0032869	22
Spectral1per	GO.0010721	24
Spectral1per	GO.0031345	24
Spectral1per	GO.0050768	24
Spectral1per	GO.0050770	24
Spectral1per	GO.0050771	24
Spectral25per	GO.0000165	4
Spectral25per	GO.0000165	5
Spectral25per	GO.0007268	5
Spectral25per	GO.0099536	5
Spectral25per	GO.0099537	5
Spectral25per	GO.0009165	6
Spectral25per	GO.0046058	6
Spectral25per	GO.0099003	6
Spectral25per	GO.0002218	7
Spectral25per	GO.0002224	7
Spectral25per	GO.0002758	7
Spectral25per	GO.0000165	8
Spectral25per	GO.0031346	8
Spectral25per	GO.0032535	8
Spectral25per	GO.0007268	9
Spectral25per	GO.0007416	9
Spectral25per	GO.0010721	9
Spectral25per	GO.0031345	9
Spectral25per	GO.0043491	9
Spectral25per	GO.0050768	9
Spectral25per	GO.0050804	9
Spectral25per	GO.0050807	9
Spectral25per	GO.0050808	9
Spectral25per	GO.0051963	9
Spectral25per	GO.0060078	9
Spectral25per	GO.0098693	9
Spectral25per	GO.0099504	9
Spectral25per	GO.0099536	9
Spectral25per	GO.0099537	9
Spectral25per	GO.0099565	9
Spectral5per	GO.0000165	1
Spectral5per	GO.0002757	1
Spectral5per	GO.0031098	1
Spectral5per	GO.0032535	1
Spectral5per	GO.0043406	1
Spectral5per	GO.0061025	3
Spectral5per	GO.0002757	6
Spectral5per	GO.0006979	6
Spectral5per	GO.0031098	6
Spectral5per	GO.0031346	6
Spectral5per	GO.0000165	7
Spectral5per	GO.0002757	7
Spectral5per	GO.0007268	7
Spectral5per	GO.0007411	7
Spectral5per	GO.0031098	7
Spectral5per	GO.0031346	7
Spectral5per	GO.0032535	7
Spectral5per	GO.0034330	7
Spectral5per	GO.0050804	7
Spectral5per	GO.0099536	7
Spectral5per	GO.0099537	7
infomap	GO.0000165	3
infomap	GO.0002431	3
infomap	GO.0002757	3
infomap	GO.0007268	3
infomap	GO.0007411	3
infomap	GO.0007416	3
infomap	GO.0030258	3
infomap	GO.0031346	3
infomap	GO.0032869	3
infomap	GO.0034329	3
infomap	GO.0034330	3
infomap	GO.0038083	3
infomap	GO.0042552	3
infomap	GO.0043406	3
infomap	GO.0043491	3
infomap	GO.0045216	3
infomap	GO.0048168	3
infomap	GO.0050804	3
infomap	GO.0050808	3
infomap	GO.0050852	3
infomap	GO.0055074	3
infomap	GO.0099536	3
infomap	GO.0099537	3
infomap	GO.0016458	4
infomap	GO.0016571	4
infomap	GO.0018205	4
infomap	GO.0034968	4
infomap	GO.0043414	4
infomap	GO.0051568	4
infomap	GO.0000165	5
infomap	GO.0002431	5
infomap	GO.0002757	5
infomap	GO.0006979	5
infomap	GO.0007268	5
infomap	GO.0008361	5
infomap	GO.0010721	5
infomap	GO.0018205	5
infomap	GO.0030278	5
infomap	GO.0031098	5
infomap	GO.0031346	5
infomap	GO.0031668	5
infomap	GO.0031929	5
infomap	GO.0032535	5
infomap	GO.0032869	5
infomap	GO.0042552	5
infomap	GO.0043406	5
infomap	GO.0043491	5
infomap	GO.0046058	5
infomap	GO.0048660	5
infomap	GO.0048661	5
infomap	GO.0050768	5
infomap	GO.0050770	5
infomap	GO.0050804	5
infomap	GO.0050808	5
infomap	GO.0050852	5
infomap	GO.0051403	5
infomap	GO.0061387	5
infomap	GO.0099536	5
infomap	GO.0099537	5
infomap	GO.0099565	5
infomap	GO.0007268	6
infomap	GO.0007269	6
infomap	GO.0016079	6
infomap	GO.0016082	6
infomap	GO.0031629	6
infomap	GO.0061025	6
infomap	GO.0099003	6
infomap	GO.0099504	6
infomap	GO.0099531	6
infomap	GO.0099536	6
infomap	GO.0099537	6
infomap	GO.0099643	6
infomap	GO.0002218	7
infomap	GO.0002224	7
infomap	GO.0002756	7
infomap	GO.0002757	7
infomap	GO.0002758	7
infomap	GO.0009755	7
infomap	GO.0031098	7
infomap	GO.0032479	7
infomap	GO.0032480	7
infomap	GO.0032606	7
infomap	GO.0034340	7
infomap	GO.0034341	7
infomap	GO.0043406	7
infomap	GO.0050852	7
infomap	GO.0051403	7
infomap	GO.0060333	7
infomap	GO.0060337	7
infomap	GO.0071346	7
infomap	GO.0071357	7
infomap	GO.0002757	8
infomap	GO.0007411	8
infomap	GO.0008361	8
infomap	GO.0031346	8
infomap	GO.0032535	8
infomap	GO.0034330	8
infomap	GO.0043406	8
infomap	GO.0045216	8
infomap	GO.0002218	9
infomap	GO.0002757	9
infomap	GO.0002758	9
infomap	GO.0046058	9
infomap	GO.0048488	9
infomap	GO.0050852	9
infomap	GO.0099003	9
infomap	GO.0099504	9
infomap	GO.0000165	10
infomap	GO.0007268	10
infomap	GO.0019722	10
infomap	GO.0031644	10
infomap	GO.0035235	10
infomap	GO.0042490	10
infomap	GO.0043297	10
infomap	GO.0045216	10
infomap	GO.0048488	10
infomap	GO.0050807	10
infomap	GO.0050808	10
infomap	GO.0055074	10
infomap	GO.0060078	10
infomap	GO.0099536	10
infomap	GO.0099537	10
infomap	GO.0099565	10
infomap	GO.0099601	10
infomap	GO.0009755	11
infomap	GO.0016458	11
infomap	GO.0006979	12
infomap	GO.0009165	12
infomap	GO.0030258	12
infomap	GO.0034341	12
infomap	GO.0048168	12
infomap	GO.0050808	12
infomap	GO.0060333	12
infomap	GO.0071346	12
infomap	GO.0042490	13
infomap	GO.0008088	15
infomap	GO.0008089	15
infomap	GO.0098930	15
infomap	GO.0006364	16
infomap	GO.0030203	16
infomap	GO.0002218	17
infomap	GO.0031098	17
infomap	GO.0031929	17
infomap	GO.0032479	17
infomap	GO.0032481	17
infomap	GO.0032606	17
infomap	GO.0043491	17
infomap	GO.0048660	17
infomap	GO.0051403	17
infomap	GO.0048488	19
infomap	GO.0099003	19
infomap	GO.0099504	19
infomap	GO.0031098	24
infomap	GO.0031346	24
infomap	GO.0032535	24
infomap	GO.0034329	24
infomap	GO.0034330	24
infomap	GO.0043297	24
infomap	GO.0045216	24
infomap	GO.0050770	24
infomap	GO.0050808	24
infomap	GO.0007212	25
infomap	GO.0007223	25
infomap	GO.0019933	25
infomap	GO.0046058	25
infomap	GO.0050804	25
infomap	GO.0055074	25
infomap	GO.0031668	26
infomap	GO.0061025	26
infomap	GO.0001504	27
infomap	GO.0008088	27
infomap	GO.0008361	27
infomap	GO.0031346	27
infomap	GO.0032535	27
infomap	GO.0050770	27
infomap	GO.0061387	27
infomap	GO.0098930	27
infomap	GO.0000165	28
infomap	GO.0002431	28
infomap	GO.0007268	28
infomap	GO.0010611	28
infomap	GO.0031345	28
infomap	GO.0031629	28
infomap	GO.0031929	28
infomap	GO.0032869	28
infomap	GO.0046058	28
infomap	GO.0050770	28
infomap	GO.0050804	28
infomap	GO.0050807	28
infomap	GO.0050808	28
infomap	GO.0055074	28
infomap	GO.0060078	28
infomap	GO.0099536	28
infomap	GO.0099537	28
infomap	GO.0099565	28
infomap	GO.0016571	30
infomap	GO.0018205	30
infomap	GO.0034968	30
infomap	GO.0051568	30
infomap	GO.0007411	32
infomap	GO.0016458	33
infomap	GO.0018205	33
infomap	GO.0019083	33
infomap	GO.0032869	33
infomap	GO.0006979	34
infomap	GO.0000165	35
infomap	GO.0002431	35
infomap	GO.0002757	35
infomap	GO.0007416	35
infomap	GO.0032869	35
infomap	GO.0034329	35
infomap	GO.0034330	35
infomap	GO.0038083	35
infomap	GO.0043491	35
infomap	GO.0045216	35
infomap	GO.0050808	35
infomap	GO.0050852	35
infomap	GO.0060563	35
infomap	GO.0006979	36
infomap	GO.0043491	36
infomap	GO.0000165	37
infomap	GO.0006979	38
infomap	GO.0031098	38
infomap	GO.0043406	38
infomap	GO.0006364	39
infomap	GO.0006614	39
infomap	GO.0019083	39
infomap	GO.0000165	40
infomap	GO.0002218	40
infomap	GO.0002757	40
infomap	GO.0002758	40
infomap	GO.0050852	40
infomap	GO.0007268	41
infomap	GO.0007416	41
infomap	GO.0030203	41
infomap	GO.0035235	41
infomap	GO.0046058	41
infomap	GO.0050804	41
infomap	GO.0050807	41
infomap	GO.0051963	41
infomap	GO.0060078	41
infomap	GO.0099536	41
infomap	GO.0099537	41
infomap	GO.0099565	41
infomap	GO.0061025	42
infomap	GO.0000165	44
infomap	GO.0007223	44
infomap	GO.0007268	44
infomap	GO.0010721	44
infomap	GO.0019722	44
infomap	GO.0034329	44
infomap	GO.0034341	44
infomap	GO.0035235	44
infomap	GO.0045216	44
infomap	GO.0048168	44
infomap	GO.0050770	44
infomap	GO.0050804	44
infomap	GO.0050807	44
infomap	GO.0050808	44
infomap	GO.0055074	44
infomap	GO.0060074	44
infomap	GO.0060333	44
infomap	GO.0071346	44
infomap	GO.0099536	44
infomap	GO.0099537	44
infomap	GO.0043491	45
infomap	GO.0016458	47
infomap	GO.0030203	48
infomap	GO.0032288	48
infomap	GO.0032869	48
infomap	GO.0034329	48
infomap	GO.0034330	48
infomap	GO.0048660	48
infomap	GO.0048661	48
infomap	GO.0050922	48
infomap	GO.0055074	48
infomap	GO.0009112	49
infomap	GO.0001504	50
infomap	GO.0048846	52
infomap	GO.0000165	54
infomap	GO.0007411	54
infomap	GO.0032535	54
infomap	GO.0048168	54
infomap	GO.0032535	55
infomap	GO.0061025	55
infomap	GO.0099504	55
infomap	GO.0006364	56
infomap	GO.0006614	56
infomap	GO.0019083	56
infomap	GO.0016571	57
infomap	GO.0043414	57
infomap	GO.0002218	58
infomap	GO.0002758	58
infomap	GO.0050852	58
infomap	GO.0007268	59
infomap	GO.0031098	59
infomap	GO.0035235	59
infomap	GO.0048168	59
infomap	GO.0050804	59
infomap	GO.0051403	59
infomap	GO.0060078	59
infomap	GO.0099536	59
infomap	GO.0099537	59
infomap	GO.0099565	59
infomap	GO.0007268	60
infomap	GO.0010737	60
infomap	GO.0019722	60
infomap	GO.0050804	60
infomap	GO.0099536	60
infomap	GO.0099537	60
infomap	GO.0007268	61
infomap	GO.0007269	61
infomap	GO.0032480	61
infomap	GO.0032608	61
infomap	GO.0032648	61
infomap	GO.0099531	61
infomap	GO.0099536	61
infomap	GO.0099537	61
infomap	GO.0099643	61
infomap	GO.0061025	62
infomap	GO.0098877	62
infomap	GO.0099072	62
infomap	GO.0099637	62
infomap	GO.0008361	65
infomap	GO.0009112	65
infomap	GO.0031668	65
infomap	GO.0031929	65
infomap	GO.0032535	65
infomap	GO.0043491	65
infomap	GO.0048660	65
infomap	GO.0048661	65
infomap	GO.0055074	66
infomap	GO.0032535	67
infomap	GO.0034329	67
infomap	GO.0034330	67
infomap	GO.0007268	68
infomap	GO.0007269	68
infomap	GO.0032288	68
infomap	GO.0034329	68
infomap	GO.0043297	68
infomap	GO.0045216	68
infomap	GO.0099531	68
infomap	GO.0099536	68
infomap	GO.0099537	68
infomap	GO.0099643	68
infomap	GO.0019722	70
infomap	GO.0034329	70
infomap	GO.0042552	70
infomap	GO.0045216	70
infomap	GO.0055074	70
infomap	GO.0031644	71
infomap	GO.0009755	72
infomap	GO.0018205	72
infomap	GO.0032481	72
infomap	GO.0034340	72
infomap	GO.0042417	72
infomap	GO.0060337	72
infomap	GO.0071357	72
infomap	GO.0002431	73
infomap	GO.0002757	73
infomap	GO.0031345	73
infomap	GO.0031346	73
infomap	GO.0001504	75
infomap	GO.0007268	75
infomap	GO.0007269	75
infomap	GO.0034341	75
infomap	GO.0042417	75
infomap	GO.0050808	75
infomap	GO.0099531	75
infomap	GO.0099536	75
infomap	GO.0099537	75
infomap	GO.0099643	75
infomap	GO.0009112	77
infomap	GO.0042417	77
infomap	GO.0001504	78
infomap	GO.0051591	79
infomap	GO.0060078	79
infomap	GO.0032609	80
infomap	GO.0010721	81
infomap	GO.0050768	81
infomap	GO.0055074	81
infomap	GO.0006614	83
infomap	GO.0016082	84
infomap	GO.0007411	85
infomap	GO.0000165	86
infomap	GO.0002218	86
infomap	GO.0002757	86
infomap	GO.0002758	86
infomap	GO.0042490	86
infomap	GO.0050852	86
infomap	GO.0034329	88
infomap	GO.0050853	88
infomap	GO.0070528	88
infomap	GO.0009165	89
infomap	GO.0034329	90
infomap	GO.0034330	90
infomap	GO.0045216	90
infomap	GO.0007268	91
infomap	GO.0007269	91
infomap	GO.0016079	91
infomap	GO.0048791	91
infomap	GO.0099003	91
infomap	GO.0099504	91
infomap	GO.0099531	91
infomap	GO.0099536	91
infomap	GO.0099537	91
infomap	GO.0099643	91
infomap	GO.0002431	92
infomap	GO.0002757	92
infomap	GO.0009165	92
infomap	GO.0032535	92
infomap	GO.0034329	92
infomap	GO.0034330	92
infomap	GO.0046058	92
infomap	GO.0007416	93
infomap	GO.0048846	93
infomap	GO.0050807	93
infomap	GO.0050808	93
infomap	GO.0051963	93
infomap	GO.0060074	93
infomap	GO.0042417	94
infomap	GO.0000165	95
infomap	GO.0002218	95
infomap	GO.0002757	95
infomap	GO.0002758	95
infomap	GO.0050852	95
infomap	GO.0009112	96
infomap	GO.0007268	97
infomap	GO.0007269	97
infomap	GO.0009755	97
infomap	GO.0030258	97
infomap	GO.0099531	97
infomap	GO.0099536	97
infomap	GO.0099537	97
infomap	GO.0099643	97
infomap	GO.0009165	98
infomap	GO.0099601	100
infomap	GO.0043491	102
infomap	GO.0048791	103
infomap	GO.0032609	104
infomap	GO.0031346	106
infomap	GO.0032535	106
infomap	GO.0032869	106
infomap	GO.0007268	107
infomap	GO.0008089	107
infomap	GO.0035235	107
infomap	GO.0050804	107
infomap	GO.0099536	107
infomap	GO.0099537	107
infomap	GO.0010737	109
infomap	GO.0050922	109
infomap	GO.0034329	110
infomap	GO.0034330	110
infomap	GO.0042417	110
infomap	GO.0045216	110
infomap	GO.0070528	110
infomap	GO.0007416	113
infomap	GO.0050808	113
infomap	GO.0055074	113
infomap	GO.0050808	115
infomap	GO.0000165	116
infomap	GO.0030258	116
infomap	GO.0032481	116
infomap	GO.0032608	116
infomap	GO.0032648	116
infomap	GO.0034329	116
infomap	GO.0034330	116
infomap	GO.0043406	116
infomap	GO.0070528	116
infomap	GO.0031345	117
infomap	GO.0042490	118
infomap	GO.0060563	118
infomap	GO.0050808	119
infomap	GO.0099601	119
infomap	GO.0055074	120
