id	0	1	2	3
0	0.986420360525978	0.000976854050293185	0.00268056133068434	0.00992222409304428
1	0.00578758310744605	0.446352779235096	0.185355149641617	0.362504488015841
2	0	1	0	0
3	0.346820709912252	0.023934705826836	0.0514691169339121	0.577775467327
4	0.999999329498743	6.70501256560055e-07	0	0
5	0	1	0	0
6	0.790464490592606	9.65642610484399e-06	0	0.20952585298129
7	0.503862666875479	0.0450338161719162	0.097479073462743	0.353624443489862
8	0.361975666908826	0.0213800715946167	0.33145041428896	0.285193847207597
9	0.00453575202729866	0.894843046734417	0.00531231464683234	0.095308886591452
10	0	1	0	0
11	0.810593437968235	0.00814757422900932	0.029040451256169	0.152218536546586
12	0.999999999603069	3.96931412655355e-10	0	0
13	0	1	0	0
14	0.233540460673969	0.00719474040864235	0.1166997376172	0.642565061300188
15	0.416049490882494	0.000590085750087415	0.015129671265994	0.568230752101424
16	0.150512328599869	0.0102859691537168	0.0199106402614549	0.819291061984959
17	0.0755379662173772	0.0340337552358224	0.368378965052732	0.522049313494068
18	0	0	1	0
19	0.0238978598095525	0.149051786088866	0.107945194924155	0.719105159177426
20	0.115724788544582	0.071015114903186	0.0927399856709447	0.720520110881287
21	0.0523665276595896	0.0384315798043924	0.00551526818059941	0.903686624355419
22	0.0250582419942969	0.0959653650383508	0.00781623922780294	0.871160153739549
23	0	1	0	0
24	0.542991195254071	0.0100243477917261	0.155401369699188	0.291583087255016
25	0.503862664366602	0.0450338163398563	0.0974790734321101	0.353624445861432
26	0.183615177480769	0.0108052520864044	0.0327432149211766	0.77283635551165
27	0.346829881246379	0.0239343936360845	0.0514686734374484	0.577767051680088
28	0.0221767330187391	0.000780902726165749	0.955887635319105	0.0211547289359897
29	0	0	0	1
30	0.0206316261632123	0	0	0.979368373836788
31	0.0259153897573313	0.00857178477770511	0.76730096288171	0.198211862583253
32	0	0	0	1
33	0	0	1	0
34	0.00110715203865956	0.628792507409765	0.319956927281002	0.0501434132705743
35	0	0	1	0
36	0.00422134080222354	0.00131856237123007	0.979436492785858	0.0150236040406881
37	0.00120423277838797	0	0	0.998795767221612
38	0.0107911664674177	0.0847307824013612	0.00645697445521173	0.898021076676009
39	0.114899956836117	0.0662871073459287	0.218888962853491	0.599923972964463
40	0.00455872334671717	0.0118339145563055	0.583598377452147	0.40000898464483
41	0.0140755126149506	0	0	0.985924487385049
42	0.346820710296064	0.0239347058212877	0.0514691169539676	0.577775466928681
43	0.177507278212966	0.0277120741323927	0	0.794780647654641
44	0.0368560883056757	0.432392489017295	0.261754946912368	0.268996475764662
45	0.195160514734239	0.0104041685805495	0.0222219202597805	0.772213396425431
46	0.0329578379251764	0.0128090705580559	0.015712504499188	0.93852058701758
47	1	0	0	0
48	0.00509926905062027	0.000603234164328356	0.0503521246274337	0.943945372157618
49	0	1	0	0
50	0.244271943150264	0.0204826557989517	0.0227285532644648	0.712516847786319
51	0	0	0	1
52	0.18161938677522	0.0175057487696955	0.528038675707246	0.272836188747838
53	0.0232723159402904	0.00624864493321576	0.0679768081267272	0.902502230999767
54	0	0	0	1
55	0.275081800916053	0.0281438723937805	0.0553022721820298	0.641472054508137
56	1	0	0	0
57	0.148436520762967	0.112059083383946	0.131459575330796	0.608044820522291
58	0	0	1	0
59	0.39387423242377	0.00758360277091452	0.0400931754779833	0.558448989327333
60	0.000107173402115588	1.72137162881794e-06	0.0020249249454893	0.997866180280766
61	0	0	1	0
62	0.999968511805091	3.14881949091985e-05	0	0
63	0.0129056919485008	0.0597005557651894	0.0431563409752079	0.884237411311102
64	0	1	0	0
65	0.0438860088206609	0.00136261786020348	0	0.954751373319136
66	0	1	0	0
67	0	1	0	0
68	0	1	0	0
69	0.223399104865753	0.00129567279298883	0.00453009549495445	0.770775126846304
70	0	0.446856079040531	0.553143920959469	0
71	0.348725417275721	0.0238701083549735	0.0513772319115115	0.576027242457794
72	0.0870304976750397	0	0	0.91296950232496
73	0	0	1	0
74	0.447680433748235	0.0487945571056723	0.096793192505346	0.406731816640747
75	0.999985391978838	1.46080211615787e-05	0	0
76	0.0754940746197682	0.0340178265129868	0.369872728949029	0.520615369918216
77	0.118564190433721	0.0724572936351043	0.100442976805864	0.708535539125311
78	4.73633853317969e-05	0.999924669765799	2.79668488694202e-05	0
79	0.832893228796361	0.000206807591343521	0.00538413309817385	0.161515830514122
80	0.123813098398309	0.123259530421997	0.0212057294344981	0.731721641745196
81	0.999999784530568	2.15469431734857e-07	0	0
82	0.97605669384562	0.0239433061543804	0	0
83	0.0122008088393459	0.00454663596796883	0	0.983252555192685
84	0	1	0	0
85	0	1	0	0
86	0	0.000116075676670615	0	0.999883924323329
87	0.0756296070379789	0.0340730315142717	0.36839731383071	0.521900047617039
88	0.0107906284590602	0.240920283220511	0.0411466823816653	0.707142405938764
89	0.104758521942769	0.000487594830263333	0.0265356787094448	0.868218204517522
90	0.0592855780939409	0.0280911759306187	0.0364445116992791	0.876178734276161
91	0.0220090210663298	0.000778397541876399	0.956182048408137	0.0210305329836571
92	0.140087595694655	0.00850141194899407	0.421277471603513	0.430133520752839
93	0	0	1	0
94	0.01204301783062	0.89543873824499	0.0190686197915265	0.0734496241328634
95	0.175332800854285	0.00049515407008151	0.00108663950213541	0.823085405573498
96	0	0	0	1
97	0.49823837835342	0.0454100674687127	0.0974165305666349	0.358935023611232
98	0.00455375794070475	0.89433935998321	0.00533191479745075	0.0957749672786348
99	0.0593704661636168	0.0280902075512087	0.0364575072513181	0.876081819033856
100	0.0020996625247394	0	0	0.997900337475261
101	0.115500059032275	0.070829345171773	0.0980164883749843	0.715654107420968
102	0.0468787175949258	0.668021135591419	0.0592066922024969	0.225893454611158
103	0.00374692948795726	0.957362879973817	0.00572094174300599	0.0331692487952195
104	0.285262114455703	0.0258118677386669	0.0536860221152188	0.635239995690412
105	0.998066051671956	0.000326324318251793	0.0016076240097926	0
106	0.0922443296349692	0.0538222789153722	0.58576279016328	0.268170601286379
107	0.999999010602852	9.89397147445014e-07	0	0
108	0.0630445548967023	9.30068485023003e-06	0	0.936946144418447
109	0.204984929459497	0.013109109748531	0.00812992445871128	0.773776036333261
110	0.0594986820256189	0.0280906353308289	0.0365870066756411	0.875823675967911
111	0.284701458493064	0.00447209323770683	0.328321841689604	0.382504606579626
112	0.99999993374435	6.62556498717152e-08	0	0
113	0.293020657957288	0.087585411278033	0.138747098875783	0.480646831888896
114	0.00210911174270507	0.024405351062623	0.000779753002314297	0.972705784192358
115	0.223340533343036	0.00588273751249259	0.106480881972592	0.664295847171879
116	0.999998902215946	1.09778405400806e-06	0	0
117	0.0592332931044552	0.0530137578237967	0.00907509055887106	0.878677858512877
118	0	0.999957430333107	4.25696668929957e-05	0
119	0.123762830674111	0.000347696274819072	0.640309595324684	0.235579877726387
120	1	0	0	0
121	0	0	1	0
122	0	0	1	0
123	0.0156313102245381	0.0685049415075971	0.412186585066964	0.503677163200901
124	0.00160300979598441	0.239938888364462	0.747932038868291	0.0105260629712627
125	0.190602645746276	0.745462686619815	0.0639346676339091	0
126	0.039778910065925	0.00143666641744239	0	0.958784423516633
127	0.0922443233782284	0.0538222790231358	0.585762798264258	0.268170599334377
128	0.156184117644502	0.141915443975949	0.169730527495993	0.532169910883556
129	0.0597334338784025	0.0282550713555132	0.0455395546034891	0.866471940162595
130	0.064205456532259	0.0282478591630878	0.0382343097172269	0.869312374587426
131	0	0	1	0
132	0.00374692948795726	0.957362879973817	0.00572094174300599	0.0331692487952195
133	0	0.999972274006803	2.77259931971059e-05	0
134	0.000268806858804833	0.999308042991491	0.000423150149703805	0
135	0	1	0	0
136	0	1	0	0
137	0.163305340778587	0.0010983281304731	0	0.83559633109094
138	0.744197126665916	0.00407428274338821	0.0739821185628338	0.177746472027862
139	0	0	1	0
140	0	0	0	1
141	0	0	1	0
142	0	0	0	1
143	0.0890229710925493	0.00731414404995721	0.783406455440659	0.120256429416835
144	0	0	0.99940781819163	0.000592181808369966
145	1	0	0	0
146	0.997601654105727	0.00239834589427278	0	0
147	0	0.999987264471708	1.27355282917417e-05	0
148	1	0	0	0
149	0.00420687290991744	0.494822558180747	0.00289920324258203	0.498071365666753
150	0.999869238368339	0.000130761631660979	0	0
151	0.171683499405038	0.479626145942877	0.0781338264052748	0.27055652824681
152	1	0	0	0
153	1	0	0	0
154	0.993843673662675	0.00302225498862011	0.00313407134870526	0
155	0.0118270203062281	0.00334107885978253	0	0.984831900833989
156	1	0	0	0
157	2.58983154380017e-06	0.921777728803284	0.0449468574344201	0.0332728239307525
158	0.192527962461459	0.00388561225957285	0	0.803586425278968
159	0.0141839462529267	0.0632678822209857	0.182914020046119	0.739634151479968
160	0	0	0	1
161	0.597583614854422	0.402416385145577	0	0
162	0.0922443233782284	0.0538222790231358	0.585762798264258	0.268170599334377
163	0.594230276700778	8.40094288268261e-06	0	0.405761322356339
164	0	0	0	1
165	0.602933038233028	1.26104617203448e-06	0	0.3970657007208
166	0.999567822321489	0.000432177678510707	0	0
167	0.000107943248222265	0.928546082253153	0.001567099565716	0.0697788749329084
168	0.799082549962982	0.00123529423990642	0.00574636725891349	0.193935788538198
169	0.0499558784695042	0.000429499273373393	0.00101506346342603	0.948599558793697
170	0.010911541806747	0.00363437046854389	0.00663012286041065	0.978823964864298
171	0.999668797342233	0.000331202657766977	0	0
172	1	0	0	0
173	1	0	0	0
174	1	0	0	0
175	0.024151212027333	0.125683747798224	0.445484031657377	0.404681008517066
176	0	1	0	0
177	0.0293298903993507	0.010410788732287	0.0256164893161945	0.934642831552168
178	0.00509048341289713	0.000567570498277134	0.417059734932584	0.577282211156242
179	1	0	0	0
180	0.776588923458498	0.000523369572016329	0.00303164044411063	0.219856066525375
181	0.101986503207427	0.00401644167696663	0.0129003841186888	0.881096670996918
182	0.0294825576769318	0.000257733091881498	0	0.970259709231187
183	0.777416011134901	0.00227024210998789	0	0.220313746755111
184	0.102106668155832	3.95275528521072e-05	0	0.897853804291316
185	0	0	0	1
186	0	0	0	1
187	0.999628701132468	0.000371298867532073	0	0
188	0.0426024247111839	0.000408028365028916	0	0.956989546923787
189	0.0238968243854045	0.149053511230897	0.107945420523514	0.719104243860184
190	0.155605126977594	8.94460484069792e-05	0.0998929281840834	0.744412498789916
191	1	0	0	0
192	0.040850657577665	0.427373971854533	0.313601490226161	0.218173880341641
193	0	1	0	0
194	0	1.00736689339862e-07	0	0.999999899263311
195	0.755191296746143	0.000515484886299465	0.186812599133389	0.0574806192341686
196	0	0	1	0
197	0.000340837773798596	0.999619258777929	3.99034482723228e-05	0
198	1	0	0	0
199	0.263837706457154	0.00805788397924016	0.00228359409312155	0.725820815470484
200	0.924616982322174	0.000325537988089596	0.000459235869563881	0.074598243820173
201	1	0	0	0
202	0.310314201760555	0.214248605725425	0.031569486904256	0.443867705609764
203	0	1	0	0
204	0.24063787004215	0.383910714495293	0.0563325273863857	0.319118888076172
205	0	1	0	0
206	1	0	0	0
207	0.0409670682661895	0.450760476317374	0.0396892062856783	0.468583249130758
208	0.0232492706361215	0.00624752133833258	0.0666331188307813	0.903870089194765
209	0.00989093933816832	0.00150176283297377	0	0.988607297828858
210	0.99999999995279	4.72102984301328e-11	0	0
211	0.013025049224402	0.00361543669321299	0.00587694973598823	0.977482564346397
212	0.622055032997496	2.52355816913082e-05	0	0.377919731420813
213	0	1.82251424416316e-07	0	0.999999817748576
214	0	1	0	0
215	0.0823262212216523	0.000183284577733047	0	0.917490494200615
216	0	0.999929808596438	7.01914035624763e-05	0
217	0.0880132225675841	0.000130990482332646	0	0.911855786950083
218	0.426640192165843	0.00240099709890787	0.462007723983789	0.10895108675146
219	0.135680597153737	0.0696774109353253	0.0945433572841623	0.700098634626776
220	0	1	0	0
221	0.117647072106622	0.00534243206313843	0.710211936827324	0.166798559002916
222	0.0464901073132657	0.0111154742660729	0.0155150415532378	0.926879376867424
223	0.032106426393774	0.00630847562749134	0.0771200640575261	0.884465033921209
224	0.00546193035130131	5.2449424796925e-05	0	0.994485620223902
225	0.99999693029222	3.06970778027503e-06	0	0
226	0.00583674648667959	0.00125091871300674	0.841038454637704	0.151873880162609
227	0.0592855729972366	0.0280911760042819	0.0364445114323052	0.876178739566176
228	0.0648903419190663	0.141205034323859	0.0198087751605197	0.774095848596554
229	0	2.90018480529155e-05	0	0.999970998151947
230	0.999987460196759	1.25398032409068e-05	0	0
231	0.0189307169969145	0.751977886835976	0.0194983688921956	0.209593027274914
232	0.0162649616664338	1.40691338733436e-06	0	0.983733631420179
233	0.777392847448945	0.0022702653500425	0	0.220336887201013
234	0.0177490778581474	0.76175650207954	0.105989241444185	0.114505178618127
235	0.000254759299382434	0.999473773309234	0.00027146739138376	0
236	0	0.000126939706299871	0	0.9998730602937
237	0	1	0	0
238	0	0	1	0
239	0.503262276676525	0.0450740052850773	0.0974717428155142	0.354191975222883
240	0.105601002477546	0.0446127631097737	0	0.84978623441268
241	0	0	1	0
242	0.00598757412625718	0.000599837553418038	0	0.993412588320325
243	0	0	1	0
244	0	1	0	0
245	0.00374692948795726	0.957362879973817	0.00572094174300599	0.0331692487952195
246	0.00704751352817634	0.000454065660557263	0.015798839782563	0.976699581028703
247	0.647030021658336	0.000889460145238475	0.00170744389128294	0.350373074305143
248	0.503862666875479	0.0450338161719162	0.097479073462743	0.353624443489862
249	0.0131514559510765	0.00124255770228305	0	0.98560598634664
250	0.0492739346169374	0.647250959386538	0.0603733350311085	0.243101770965416
251	0.115727161239731	0.0710149628199063	0.0927400195964753	0.720517856343887
252	0	1	0	0
253	0.00920295614121784	0.585020024426935	0.0042232132885367	0.401553806143311
254	1	0	0	0
255	0.624020012889345	0.0141931188153753	0.0453237990013971	0.316463069293883
256	1	0	0	0
257	0.0125724919498988	0.00333570645100926	0.00437054518236914	0.979721256416723
258	7.6084350847159e-05	3.81544838660787e-08	0	0.999923877494669
259	0.146843258692135	0.0461449191875107	0.00326418090639481	0.803747641213959
260	0	0.998019229587879	0.00198077041212127	0
261	0	0	1	0
262	0.0118268892129681	0.0033410611901136	0	0.984832049596918
263	0.989040826721411	0.00237578930655719	0.00858338397203184	0
264	1	0	0	0
265	0.245845315528167	0.0146951987283296	0.213493287708257	0.525966198035247
266	0.0329998665664817	0.178078670548429	0.415725342661493	0.373196120223596
267	0.109454994461337	0.0257742948064599	0.295100765672401	0.569669945059802
268	0.503859697094527	0.045034011805895	0.0974791202289077	0.353627170870671
269	1	0	0	0
270	0	1	0	0
271	0	0	1	0
272	0	0	1	0
273	0	1	0	0
274	0.193431570110436	0.0243647507398071	0.0249079450228268	0.75729573412693
275	0.00410656712268936	0.0234161763032389	0.938715541904962	0.0337617146691099
276	0	0.029753138267194	0.970246861732806	0
277	1	0	0	0
278	0	0	0	1
279	0	1	0	0
280	0.102309071995904	0.226615198075772	0.0261599272909031	0.64491580263742
281	0.227983120019594	0	0.772016879980406	0
282	0.0238154037908694	0.00606142654720855	0.539311412551537	0.430811757110385
283	0.217373245344386	0.0581139417037363	0.254267468361259	0.470245344590618
