id	0	1	2	3	4	5	6	7
0	0	0.000258186056009235	0.978240970156321	0.00023413639932246	0	0.000528500572598554	9.75796429871757e-05	0.0206406271727615
1	0	0.000191733872604704	0.0163209142707036	0.004930982516139	0.306919711120206	0.234097726752657	0.00838507504301202	0.429153856424678
2	0	1	0	0	0	0	0	0
3	0	0.0011970862368891	0.347252124431914	0.0864008014884993	0.410912682883037	0.0395113760166304	0.0210238625979628	0.0937020663450674
4	0	2.41215281141963e-09	0.999880724691013	0	0	0	0	0.000119272896834285
5	0	1	0	0	0	0	0	0
6	0	2.17928146449828e-07	0.992438407226978	0	0	0	0.000643987857527158	0.00691738698734834
7	0.0222602930171208	0.0043946390983843	0.47239906108087	0.0965951913963167	0.203200893632782	0.0636722562013633	0.0315921740973121	0.105885491475851
8	0.00973242707710414	0.00142550951183492	0.331297277926532	0.0622306979543272	0.194648936747053	0.30880274783469	0.025869812418251	0.0659925905302089
9	0.989816019410616	0	0.00336607117313235	0.00449295902404692	0	0.00232495039220445	0	0
10	0	9.59323352999062e-07	0.928506681351294	0	0	0	0.01243918942878	0.059053169896573
11	0	0.00135612767056473	0.815172995368801	0.0318714791897221	0.0907166526182199	0.0183214956133214	0.0074243895010221	0.0351368600383486
12	0	1.32235815701516e-10	0.999999814897899	0	0	0	0	1.84969865296168e-07
13	0	0	0	0	0	1	0	0
14	0	6.42943645208289e-05	0.0879127886045004	0.0501060440631522	0.713286240270959	0.102288468860312	0.00987340776138787	0.0364687560751679
15	0	7.31856978328698e-05	0.90797556475939	0	0	0.0361776832994731	0.00715139726981488	0.0486221689734889
16	0	0.000266363272162198	0.0983839586651589	0.0465160535953954	0.154265506105456	0.00839283617192031	0.00674465085463472	0.685430631335273
17	0.00315534271676535	0.000154525467941304	0.016423991687221	0.0160441568688541	0.0551068812139468	0.878438471144063	0.0132297602160145	0.0174468706851942
18	0	0	0	1	0	0	0	0
19	0.00902787454454745	0.00249917109220904	0.018973784260842	0.00478788780662476	0	0.00676069441163952	0.1019866240839	0.855963963800237
20	0.0192321738436754	0.00112066049276927	0.0770395586216774	0.551084172227777	0.210812165177588	0.0506862921366066	0.0238266559828856	0.0661983215170212
21	0	1.15291140542587e-05	0.000852118590668426	4.71715845401641e-06	0	7.45228371668686e-06	7.59814959519224e-06	0.999116584703511
22	0.0213801326201236	0.010373511310346	0.169113580275063	0.340938699594399	0	0.0683232570316121	0.0798665600847453	0.310004259083711
23	0	2.28624476973651e-09	0.824481265959769	0	0	0	0.000301914858814641	0.175216816895171
24	0	0.00115492844453945	0.764120400882624	0.011064566927972	0.144895978214992	0.0536298311121397	0.00454518167338008	0.0205891127443525
25	0.0222602931769562	0.00439463902449928	0.472399049736947	0.0965951925510483	0.203200901885359	0.0636722564077421	0.0315921745357367	0.105885492681712
26	0	0.000252078624495074	0.188641409379495	0.0594842204182179	0.655825826683503	0.0204882874468543	0.0113578772559118	0.0639503001915229
27	0	0.00119641532962482	0.347174111922811	0.086894909749268	0.410593154857243	0.0394999546641694	0.0210102741860484	0.0936311792908351
28	0	1.47148241520178e-05	0.00346738309135794	0.000490154240232619	0	0.00196856435724967	0.989592306830832	0.00446687665617606
29	0	6.27064340228749e-08	0	0	0	0.000208940648514211	0.999790996645052	0
30	0	0	1.19464183580519e-06	0	0	6.86770149145745e-07	0.999997602357105	5.16230909844412e-07
31	0	9.00979914398997e-05	0.00793236480527564	0.00806833694017709	0	0.0140094348051478	0.934054847497223	0.0358449179607371
32	0	0	0	0	0	1	0	0
33	0	0	0	1	0	0	0	0
34	0	0	0	0.166238329794813	0	0.833761670205187	0	0
35	0	0	0	1	0	0	0	0
36	0	1.1279938264519e-05	0.000475314691465419	0.000351244679925324	0	0.00161858417973238	0.994363043604699	0.00318053290591355
37	0	0	5.61870992855347e-07	0	0	5.78346798266055e-06	0.999972078168146	2.15764928780393e-05
38	0	0	0	0.720350580522728	0	0.279649419477272	0	0
39	0.00548681230689507	0.00486614496089843	0.191653693156673	0.143290026979513	0.344117307938817	0.0707631317992462	0.102808821479763	0.137014061378195
40	0	7.29076967109082e-07	0.000917469483637945	0.000365050205799129	0	0.000745011610562723	0.84241342937497	0.155558310248063
41	0	0	0	0	0	1	0	0
42	0	0.0011971276719957	0.347257495203007	0.0863712806701493	0.410931107583114	0.0395120588358483	0.021024664194314	0.0937062658415719
43	0	1.90955290426074e-05	0.0098845710803433	0	0.104877796641648	0.87169753335026	0.0052512004004926	0.00826980299821358
44	0	7.93611691926712e-06	0.0179918966149004	0.00187782710232395	0	0.00436130975967428	0.0047162838910308	0.971044746515151
45	0	0.00019574869565005	0.202172223389083	0.332959898750308	0.397599861302599	0.0187412752785326	0.00775792420083591	0.0405730683829916
46	0.0058778677425571	0.000892632135513134	0.02293623842187	0.788759523615276	0.148646339674128	0.00942079833963236	0.00514161617118515	0.0183249838998383
47	0	0	0.501712553965599	0	0	0	0	0.498287446034401
48	0	5.7967341259578e-07	0.00444122215245468	0.370993540722899	0.511259352864024	0.108883056060742	0.00108947524153952	0.00333277328492816
49	0	0	0.279646847458755	0	0	0	0.720353152541245	0
50	0	0.000924947644159909	0.767466155710261	0.0743677438844839	0	0.029890248327298	0.00636794212158109	0.120982962312217
51	0	0	0	0	0	0	1	0
52	0	8.97990252701483e-05	0.0802784890024258	0.0258814507651221	0.522568917067396	0.265699926139049	0.0700196180516533	0.035461799949083
53	0	5.72039490324567e-05	0.014597650324513	0.913594954227929	0	0.0570303942491656	0.00369421143079713	0.0110255858185632
54	0	0	0	0	0.999993765515252	0	6.23448474803314e-06	0
55	0.0362094552546746	0.00174365999944286	0.171925429918372	0.0150507624919766	0.0542316269262222	0.0127084350681421	0.00954602259894454	0.698584607742226
56	0	0	0.995795347113758	0	0	0	0	0.00420465288624221
57	0.0442257678613912	0.0101628284547419	0.129125596122095	0.193139606895335	0.340055183708352	0.0968371879787168	0.0612342806973057	0.125219548282062
58	0	0	0	1	0	0	0	0
59	0	9.14977784735497e-05	0.0334516064794836	0.000188002728012659	0	0.000143450377258019	0.00302293985162044	0.963102502785152
60	0	0	0.997524330854178	0	0	0.0024756691458219	0	0
61	0	0	0	1	0	0	0	0
62	0	3.82914378863953e-06	0.96061290584238	0	0	0.00299245849243737	0.00715857461634853	0.0292322319050458
63	0	0.000599662728949522	0.0660129508998807	0.304342808190036	0	0.0524302357963748	0.224878789203225	0.351735553181534
64	0	1	0	0	0	0	0	0
65	0	8.250612534594e-05	0.839452720507064	0	0	0	0.017654614297076	0.142810159070514
66	0	1	0	0	0	0	0	0
67	0	1	0	0	0	0	0	0
68	0	1	0	0	0	0	0	0
69	0	4.54490782052191e-05	0.600442458862697	0.353456840892745	0	0.0104533233265352	0.00344520403382089	0.0321567238059976
