ENTREZ.ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
273	0	0	0	0.0142344241841161	0	0	0.799800579832957	0.076330738959833	0.0479680787665889	0	0	0.0616661782565049	0	0	0	0	0
6455	0.0621787202340836	0	0	0.0536485325059276	0	0.0383115356258154	0.704705811181531	0	0	0	0	0.072868433248051	0	0	0.0682869672045916	0	0
1759	0.0197857326897131	0	0.0499304500128375	0	0	0	0.704997652028302	0.120894837290964	0.0276640763453646	0	0	0.0222028727647197	0	0	0	0	0.0545243788680985
1785	0	0.0483521084487032	0.0317474093227593	0.0984449717102404	0	0.034803695621694	0.552165468164735	0.118234825027024	0	0	0	0.0305531317330547	0	0.0353288170124998	0	0	0.0503695729592899
26052	0	0	0	0	0	0	0.371737401563506	0.253895953496571	0	0	0	0.374366644939923	0	0	0	0	0
2060	0	0	0.0853392766557721	0.0451201540569004	0.343655396831995	0.0306244178232537	0.216173552531472	0.190183178396624	0	0	0	0	0	0	0.0889040237039815	0	0
1837	0	0	0.777428816778442	0.172120518738644	0	0	0	0.0504506644829138	0	0	0	0	0	0	0	0	0
1821	0	0	0.852433110250607	0	0	0.147566889749394	0	0	0	0	0	0	0	0	0	0	0
1756	0.137886203716606	0	0.261516766188487	0.44977221666429	0	0.150824813430616	0	0	0	0	0	0	0	0	0	0	0
2923	0.0743659854713171	0	0	0	0.173920824896117	0.203030422640306	0.0546778087480298	0	0.353765048433449	0	0	0	0.0716781520942769	0.0685617577165041	0	0	0
26986	0	0.191761891111197	0	0	0.089818812076205	0.619184054405075	0	0	0	0	0	0	0.099235242407523	0	0	0	0
22808	0.401953710903708	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209724654611429	0	0.388321634484862
1487	0	0	0	0.930344255882998	0.0696557441170017	0	0	0	0	0	0	0	0	0	0	0	0
3709	0	0	0	0	0	0.673132162315283	0	0	0	0	0	0	0	0	0	0.326867837684717	0
1793	0.114723193542524	0	0	0.21599550641662	0	0	0	0.669281300040855	0	0	0	0	0	0	0	0	0
2274	0.0637639514671203	0	0.0276331418170817	0.443488852464708	0.0373753263917991	0	0	0.210807071140394	0	0	0	0.0590985759026764	0.032962930818577	0	0.0903698487129067	0.0345003012847376	0
8470	0.184482731595797	0	0	0.206037563214698	0	0	0.129906287229557	0.375098507642971	0.0377369618564769	0	0	0	0.0667379484605001	0	0	0	0
6456	0	0	0	0.04082810336726	0.0911964857944511	0	0.65839471931533	0.0880662600614673	0.0704355553517417	0	0	0.0196269145570697	0.03145196155268	0	0	0	0
10133	0.0501626842164851	0.0157371569261476	0.342440765322627	0.109961538122817	0.26850504022822	0	0	0.0317281206593293	0	0.0448967490666437	0	0.0405770852265191	0	0	0.0548390212962569	0	0.0411518389349538
22895	0	0	0	0.566844806011013	0	0	0	0	0.433155193988987	0	0	0	0	0	0	0	0
3739	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6548	0.411563359429922	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588436640570078	0	0
3688	0.0348816459546309	0.0272936875144374	0	0.0713623494851722	0.10956682487885	0.0412699064985296	0.105145974243978	0.122574531262939	0.046923392552384	0	0	0.0221761055395434	0	0	0.418805582069535	0	0
1975	0.13306048281769	0	0	0.0922386847472332	0	0.267293962155495	0	0	0.0816005529780453	0	0	0	0	0	0.425806317301537	0	0
1981	0	0	0	0.168241315708405	0.0523069444065328	0.290705652600111	0	0.0836440386999713	0	0	0	0.0947398365967378	0	0.154805641328744	0.0453552774046961	0.110201293254801	0
23163	0	0	0.0804700392723434	0.132357154365035	0.617238838212782	0	0	0.0627159914396469	0	0	0	0	0	0	0.107217976710193	0	0
3265	0.0781435837561379	0	0	0.0322133364248386	0.0183889246429494	0.0212425775340652	0.0478991625547446	0.0357936722011137	0	0	0	0.013537713251595	0.0226586184570986	0	0.730122411177457	0	0
351	0.0741231625881023	0.0187370130889082	0.0394304539960625	0.0351319337001523	0.109215157178161	0.0452978876393857	0.0574870097518905	0.0769419598756145	0.483430450885016	0	0	0.0297514208706276	0	0.015014709048733	0	0	0.0154388413773469
30011	0	0.0567036057275709	0.0541759668300531	0.247470889643874	0.183145586114663	0	0.30852085710829	0.0430990880226539	0	0	0	0	0.0209121735405583	0	0.0859718330123374	0	0
5195	0	0	0.245685566433049	0	0	0.484352492196568	0.269961941370383	0	0	0	0	0	0	0	0	0	0
5193	0	0	0.198758233066564	0	0	0.143375794237503	0.657865972695933	0	0	0	0	0	0	0	0	0	0
2475	0.560115349376548	0	0.0628325734041487	0	0.0729845174867221	0	0	0.0801642377564314	0.113700288462915	0	0	0.0552631060942264	0	0	0.0549399274190085	0	0
3320	0.186790037112756	0.219546791188595	0	0.0279864270774498	0	0.0372379966222034	0.0251327629450266	0.0833170177791273	0.0510797139537961	0.0235619609255628	0	0.300754758404649	0.0445925339908343	0	0	0	0
1615	0	0.127913143033743	0	0	0	0	0	0.164375970796826	0	0	0	0.707710886169431	0	0	0	0	0
2058	0	0.200500735287074	0	0	0	0.128802309490773	0	0.219469808149148	0	0	0	0.451227147073005	0	0	0	0	0
5573	0.435074621559926	0	0	0.257669193067569	0.0381626711473571	0	0	0.0852662718413691	0	0	0	0	0	0	0.183827242383779	0	0
7249	0.608374091572445	0	0	0.229711735699052	0	0	0	0.107729702931685	0.0541844697968177	0	0	0	0	0	0	0	0
10971	0.685702500891824	0	0	0.0461094329348049	0	0	0.0349805453911596	0	0	0	0	0.110448989671052	0	0	0.0699753633508816	0	0.0527831677602776
53616	0.657433770430431	0	0	0	0	0	0	0.192116735465947	0	0	0	0	0.150449494103623	0	0	0	0
7534	0.543591300354983	0	0	0.0312014115250651	0.100711095904956	0.0464278835215964	0.0908553827446667	0.0660394226414185	0.0252026665679271	0	0	0.0280642056930297	0	0.0154553106374715	0.0524513204088857	0	0
57403	0	0	0.362059064660693	0	0	0	0	0	0	0	0.637940935339308	0	0	0	0	0	0
2896	0	0	0	0.112454259976797	0.1409291608865	0	0.0865312090345032	0.578188683001406	0.081896687100794	0	0	0	0	0	0	0	0
5894	0.466266127511428	0	0	0.0257556088844317	0.0463753009817451	0.0301154342275908	0.0634925236859838	0.0439582007434254	0.0217031092601388	0	0	0.174141473882122	0	0.0312599795587405	0.0969322412643944	0	0
29763	0.340417819393969	0.122810808969533	0	0	0	0	0.334009035860973	0	0.202762335775524	0	0	0	0	0	0	0	0
4783	0	0	0	0.460647695346378	0	0	0	0	0	0	0	0	0	0.539352304653623	0	0	0
41	0.616319444444444	0	0	0.383680555555556	0	0	0	0	0	0	0	0	0	0	0	0	0
3028	0	0	0.0516710353049151	0	0.0924693363992777	0.0450303518520366	0.0399455437395876	0	0.553250416496244	0	0	0	0	0.0546627627417923	0	0.0487651634560709	0.114205390010076
1742	0	0	0.0590876307495965	0.114570458674404	0.0395165604971199	0	0	0.165869238507518	0.0493362776521747	0	0	0	0.512642508366876	0.0372517770842154	0	0	0.0217255484680961
2066	0	0	0	0.0818594158442429	0.0959490987702777	0	0.104508572992433	0.181501086869112	0.0667589562596657	0.0521670483151737	0	0.110018022469096	0.283298949627587	0	0	0	0.0239388488524126
1740	0	0	0	0	0	0	0	0.254955786090321	0	0	0	0	0.745044213909679	0	0	0	0
1741	0	0	0	0.0948668207161957	0	0.0617039967949065	0	0.139893809390921	0	0	0	0	0.703535373097977	0	0	0	0
5825	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10484	0.189709166380937	0	0.0626961519568681	0.222820852859349	0	0	0.524773828802846	0	0	0	0	0	0	0	0	0	0
55824	0	0	0	0	0	0	0	0.600155916681479	0	0	0	0	0	0	0.399844083318521	0	0
322	0	0	0	0	0.23045280303756	0	0.128667257261067	0.18385305085902	0.457026888842353	0	0	0	0	0	0	0	0
1021	0.338157389110747	0.0679364870115289	0.0399581613600083	0.0744167856525296	0.035169820649055	0.0957702186561164	0	0.159956339986187	0.0603585411249612	0	0	0.0576314451962944	0	0.028846929937773	0.0417978813147993	0	0
2547	0.123488295754885	0.111667760549153	0.031999284588359	0.0665945424158959	0.253811450120476	0.0903595603931123	0.0252112990058313	0.0387940887149704	0.015657519167338	0.0522425423959043	0	0.0250696446449707	0.0231562397978427	0.0449769017356765	0	0.0196035998342844	0.0773672708813004
2280	0.546834669379248	0	0	0.200921942933999	0	0.158273430114948	0	0	0	0	0	0	0.0939699575718052	0	0	0	0
3842	0	0.122365143381398	0	0.177952301439054	0	0.576618200456856	0	0.123064354722692	0	0	0	0	0	0	0	0	0
387	0.0871946683575066	0	0.0406901473970216	0.0760126439381683	0.028006808307432	0.0307203186256959	0.0434835868322765	0.40108731512567	0.0411703125759904	0.034105899155328	0	0.0312264111139371	0	0.0316694835999301	0.119656947880096	0	0.0349754570909473
824	0.210837889570183	0	0	0	0	0	0	0.619528646799825	0	0	0	0	0	0.169633463629992	0	0	0
2934	0	0	0	0	0	0	0.403256242050281	0.158977637090122	0	0.201986953083367	0	0	0	0	0	0.23577916777623	0
2108	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
259217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
260425	0	0	0	0	0	0	0	0	0	0	0	0	0.236059951161209	0	0.763940048838791	0	0
23499	0	0	0.0627208242445293	0.174077458524497	0	0.0900765040500349	0.0301708170461896	0	0.0982469453696432	0.0766693477824141	0	0	0	0.0358892274634869	0.432148875519205	0	0
50618	0	0	0.0914624086679691	0.0469172086715745	0.0274303864490874	0.134987178842284	0.373564165540206	0.0906975878661459	0	0	0.0413059640844757	0.0250378499649777	0	0.0532370406575645	0.0902132071735679	0	0.0251470020821479
55187	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
5799	0	0	0	0.439267588040806	0.0913932340394405	0	0	0.164489486171378	0.0623458042247544	0	0.098136208174019	0	0	0.0715879489373266	0.0727797304122753	0	0
5362	0	0	0	0.261996128935984	0	0	0.738003871064016	0	0	0	0	0	0	0	0	0	0
10015	0	0	0	0.0503204698252908	0.182390017364164	0	0.509936354222723	0.210441405828122	0.0469117527597007	0	0	0	0	0	0	0	0
26037	0	0	0.810863216194393	0	0	0	0	0	0	0	0	0	0.189136783805607	0	0	0	0
23037	0	0	0.514697535663426	0	0	0	0	0	0	0	0	0	0.485302464336574	0	0	0	0
23129	0	0.532454154761612	0	0	0	0	0	0	0	0	0	0	0	0	0.467545845238388	0	0
22883	0	0	0	0	0	0	0	0	0.637948238972565	0	0	0	0	0	0.362051761027435	0	0
221981	0	0	0	0	0	0.390663446754827	0	0.23423568285655	0	0	0	0	0	0	0.375100870388623	0	0
23025	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
22995	0.0433761631071988	0.0139128010214351	0.530718845170885	0.102311072690076	0.0655715837553578	0	0	0.0713681844687242	0.0143564033938592	0.0384242499224015	0	0.0406511771051646	0	0.0236312304307734	0.045038218702252	0	0.0106400702318721
57670	0	0	0.342001582267742	0	0	0	0.175306923784969	0	0	0	0.37661476889352	0	0	0	0.10607672505377	0	0
4645	0	0	0.580389096924165	0	0	0	0	0	0	0	0.361199836722863	0.0584110663529716	0	0	0	0	0
