ENTREZ.ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81
2475	0.0659160108677289	0	0	0.110254958069179	0	0.0416793744014251	0	0.0748041554905596	0	0.218256591729376	0	0	0.0247184898210688	0.137683994172602	0	0	0	0	0	0	0	0.0971885843802996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0994487508674472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323043018825237	0.0487327017296945	0	0	0	0	0	0	0	0	0	0	0.0490120865880957	0	0	0	0	0	0
3320	0	0	0	0	0	0.32529404499962	0	0.0528824963364384	0	0.0252984307999263	0	0	0.085737922902431	0	0	0	0	0	0	0	0.0162835382803997	0.137822465422001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0995011534000208	0	0	0	0	0	0.0295751315958291	0	0.0257461751893749	0.142179790755868	0.0194820086179885	0.018864505390825	0.021332336309277	0	0	0	0	0	0	0
1615	0	0	0	0	0	0.318255392971125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343236598141406	0	0	0	0	0	0	0	0.338508008887469	0	0	0	0	0	0	0	0	0	0
2058	0	0	0	0	0	0.245107847621097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0983298247265977	0.438508023836107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218054303816198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5573	0	0	0	0	0	0.053449341612172	0	0	0	0	0	0	0.0673344048366667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200878317738036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301904588088659	0.177393598862278	0	0	0	0	0.138665009998938	0.0603747388632494	0	0	0	0	0	0	0	0	0	0	0	0
7249	0	0	0	0	0	0	0	0	0	0.071077714517642	0	0	0.030372748128583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122566027408473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.640811237230888	0	0	0	0	0	0	0	0	0.135172272714414	0	0	0	0	0	0	0	0	0	0
10971	0	0	0	0	0	0	0	0.0506744497176087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0923937414785704	0.601569860902374	0	0	0	0	0	0	0	0	0.0546984823283132	0.0341866095723623	0	0.0563941087790629	0	0	0	0.110082747221709	0	0	0
53616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114695538994195	0	0	0	0	0	0	0.441486237316079	0.247374850922036	0	0	0	0	0	0	0	0.103459577137576	0	0	0	0.0929837956301129	0	0	0	0	0	0
7534	0	0	0	0.0172593546709152	0.0086798698417839	0	0	0.0195794965576361	0.0189306068803709	0.0271442626865934	0.0150548257434421	0.0164058730523367	0.0531313566972951	0.0137281431490997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187148477782211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00838725439740698	0.0325271925143762	0.398219641643301	0.015399932815494	0	0	0.0101502923084967	0.0303648240978684	0.0484919925723929	0	0	0.119309349201992	0.0598662534825119	0	0.0175170951317174	0.0159246699399307	0	0	0.0352128648368177	0	0	0
57403	0.297713858287613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337789261719453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230192902640797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134303977352136	0	0	0	0	0	0	0	0	0	0	0	0
2896	0.0561231371255076	0	0	0.126528722058692	0	0	0	0	0.330820171287493	0	0.124488206980588	0	0	0	0	0	0.102804622852032	0	0	0	0	0	0	0	0	0	0.061418635546641	0.0627500354557585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0954179582692959	0	0	0	0.039648510423993	0	0	0	0	0	0
5894	0	0	0.0169056673160446	0	0	0.207687582922109	0	0	0	0.0403667592733628	0	0.00835486028466594	0	0.0346797493989266	0	0	0	0	0	0	0	0.0187059676847093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186509135090368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0259102245219969	0	0	0.374332433530961	0.0563860255369053	0	0.0136850845117339	0.00487168923932066	0	0.0452043206886017	0	0	0.0811963771608346	0.0211703194141811	0	0.0268498926512752	0	0	0.00504213235533443	0	0	0	0
29763	0	0.186392649655773	0	0	0	0	0	0.142580298415786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128680674634658	0	0	0	0	0	0	0	0	0	0	0.187972257057303	0	0	0	0	0	0	0	0	0	0.268587003813375	0.0857871164231055	0	0	0	0	0	0	0	0
4783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382513696631763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617486303368237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	0	0	0	0	0	0	0	0	0	0	0	0	0.299446062968096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.700553937031904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3028	0	0	0	0	0.40563099906103	0.0470569956890849	0	0.0497580657410439	0	0.0989186386826537	0	0.0578446229582536	0.0641167418580397	0	0.0371303802488095	0.0364955555868688	0	0	0	0.0460054815618114	0.0477390341771371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0514043276778612	0	0	0	0	0.020333238112684	0	0	0	0	0	0	0	0.0375659186447216	0	0	0	0	0	0	0	0	0
1742	0	0	0	0.0239639906352512	0	0	0	0	0	0	0	0	0	0	0	0	0.0318714524888725	0	0	0	0	0	0	0	0.0238966985177018	0	0	0.019171192508201	0	0	0	0	0	0	0	0	0	0.0201354009283079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546553214368356	0	0	0	0	0	0.0285158642655886	0	0.166693464412593	0	0	0	0	0	0	0.0360475621707705	0.595049052635877	0	0	0	0	0	0	0	0	0	0
2066	0	0	0	0	0	0.092827287988598	0	0	0	0	0	0.0541823852773909	0.0425963418886672	0	0.0269971488789701	0	0	0	0	0	0	0	0.0349927776609673	0	0	0	0	0.023818260403537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306235304507782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177484655223998	0	0	0	0	0.0345996045358285	0.0381667391548822	0	0.450596971556905	0	0	0.112162241559804	0.0406882451212721	0	0	0	0	0	0
1740	0	0	0	0.059620626524093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338781390834504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906501234392457	0	0	0	0	0	0	0	0	0	0
1741	0	0	0	0.0485898934482821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0557000674371601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0711965821530671	0	0	0	0	0	0.0631975735997328	0.0373744622891057	0.664052019870604	0	0	0	0	0	0	0.0598894012020479	0	0	0
5825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283276978391588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.716723021608412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124807240455702	0	0	0	0	0	0	0	0	0	0	0.0958572709492774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40343286920646	0	0	0	0	0	0	0	0	0	0	0.0664981713413923	0	0	0	0	0	0.110191354354463	0	0	0	0	0	0	0	0	0	0	0.103621948491667	0	0	0	0	0.0955911452010377	0	0	0	0
55824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71442400482509	0	0	0	0	0	0	0.28557599517491	0	0	0
322	0	0	0	0	0	0	0	0	0	0.244949854651627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08846992333041	0	0	0	0	0	0	0	0.509937408538474	0	0	0.156642813479489	0	0	0	0	0	0	0
1021	0	0	0	0	0	0.0432376707153554	0	0	0	0.0512037927065533	0	0	0	0	0	0	0	0	0	0	0	0.0484657523903598	0	0	0	0	0.0415420499369712	0.0595050840527789	0	0	0	0	0	0	0	0	0	0	0	0.0718895422860386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0354373207847069	0	0.0230788983223884	0.228440490771646	0	0	0	0.0360181821300718	0.0468134696357574	0	0.0358224194979318	0.0514948001209971	0.162112222115314	0	0	0	0	0.0507735433525824	0	0.0141647611805469	0	0	0
2547	0	0	0	0	0.0389638068541486	0.0153667627530912	0	0	0	0	0.0188948307906661	0	0	0.148284950195551	0.0204041505730794	0.0201066774486498	0.0269661456273933	0	0	0	0.0513139990208674	0.0698950347459644	0.0519710146233558	0	0	0.0132499679078453	0	0.0683714620008658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009499438709134	0	0	0	0	0	0	0.0197046059690304	0	0	0	0.107218371572346	0	0	0	0.0454577555059655	0	0	0.0521813607662098	0.0251241800868272	0.025614068207507	0	0	0	0	0.0328408950051366	0.0313197360682347	0	0.0825317804286041	0	0	0	0	0	0.0247190051395264	0	0	0
2280	0	0	0	0.15259593864847	0	0	0	0	0	0.184876398093113	0	0	0.178028595089882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147146083696739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0778506200560197	0	0	0	0	0	0	0	0	0	0	0	0	0.259502364415777	0	0	0	0	0
3842	0.438752121595246	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218620793639157	0	0	0	0	0	0	0.0999477122736446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242679372491953	0	0	0	0	0	0	0	0	0	0
387	0	0	0	0	0	0	0	0	0	0	0	0.0348920434379048	0	0	0	0	0	0	0	0	0	0.0465110615728606	0.028233210582475	0	0	0	0	0.0314508020606021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0651849884172305	0	0	0	0	0.028233210582475	0	0	0.118758376374509	0	0	0	0	0.0531997050844383	0	0	0.142571352435293	0	0	0	0.328711888545654	0	0.0551939400114428	0.0670594208951146	0	0	0
824	0.314484063438404	0	0	0	0	0	0	0	0	0	0	0	0	0.279541124158812	0.299591487880871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106383324521913	0	0	0	0	0	0	0	0	0	0	0	0	0
2934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196710734632755	0	0	0	0	0	0.0860103055394854	0	0.71727895982776	0	0	0	0	0	0	0
