ENTREZ.ID	GENE.NAME	DEGREE	SR_UP	SR_DOWN
10492	SYNCRIP	11	0.667399936265597	0.66802500385428
2770	GNAI1	15	0.667010642194783	0.668058091657
2321	FLT1	14	0.667463894319081	0.667993268436268
7074	TIAM1	20	0.667295873981367	0.667983181985953
2247	FGF2	7	0.667544433909291	0.668028278878839
1948	EFNB2	13	0.66764415109128	0.667977112305842
208	AKT2	25	0.667275916317702	0.66795415709712
5160	PDHA1	11	0.667374492828614	0.66802810714199
55770	EXOC2	5	0.667630764345593	0.668029921724803
2803	GOLGA4	12	0.667389543412754	0.668016438466365
30820	KCNIP1	6	0.66745739483262	0.668051990202192
2743	GLRB	6	0.667574693101374	0.668030219371566
7143	TNR	3	0.667751514942714	0.668029107676238
23365	ARHGEF12	12	0.66740851654897	0.668015086800678
23396	PIP5K1C	7	0.66759302057284	0.668021073234735
1020	CDK5	32	0.667406352243177	0.667888814529083
9039	UBA3	6	0.66750379591585	0.668046777429305
476	ATP1A1	15	0.667644284268371	0.667964205050233
23043	TNIK	78	0.667345142024112	0.667651247372127
26146	TRAF3IP1	54	0.666948176313116	0.667836529827583
64753	CCDC136	38	0.667211506084181	0.667883806670558
55763	EXOC1	51	0.666922567259818	0.667861109681734
26127	FGFR1OP2	4	0.667691309785764	0.668027658651978
51361	HOOK1	75	0.666898740993684	0.667723624348886
55704	CCDC88A	14	0.667721997730246	0.667956329188242
3797	KIF3C	4	0.667774925660392	0.668016084229867
401145	CCSER1	4	0.66772744032153	0.668022358586037
23040	MYT1L	4	0.667723121263287	0.668024953075347
22906	TRAK1	5	0.66779345844407	0.668006547839279
9659	PDE4DIP	32	0.66755536111687	0.667864356089757
8499	PPFIA2	10	0.667470211044619	0.668018197702179
58533	SNX6	18	0.667765803082676	0.667925095456934
8658	TNKS	12	0.667401121547489	0.668016987970529
8536	CAMK1	11	0.66741228347902	0.668023354841455
23048	FNBP1	6	0.667671832710234	0.668016834864047
286	ANK1	5	0.667636369223703	0.668029466582513
4641	MYO1C	7	0.667656892512859	0.66801251275542
4647	MYO7A	4	0.667673184857129	0.668030918278788
6714	SRC	110	0.668653580247311	0.667262667584415
8204	NRIP1	14	0.667464752896535	0.667991503999081
2043	EPHA4	30	0.667106558348088	0.667962879354168
1969	EPHA2	35	0.667500240390686	0.667868392180277
51199	NIN	179	0.669854540363104	0.666727060800674
51637	RTRAF	6	0.667577389162553	0.668039586386315
11315	PARK7	7	0.667481334286479	0.668040525777842
5605	MAP2K2	14	0.667556973535274	0.667978861036556
10664	CTCF	8	0.667487134897926	0.668031012509687
8666	EIF3G	14	0.667426393074231	0.668000989890677
9131	AIFM1	128	0.667027625774904	0.667438263986567
5037	PEBP1	8	0.667687115696473	0.668000433742107
4134	MAP4	14	0.667489969249798	0.667989443996753
9672	SDC3	2	0.667782689875676	0.668029702040997
5163	PDK1	166	0.666489297524188	0.667426809562192
491	ATP2B2	3	0.667771668840111	0.668023860718393
6708	SPTA1	14	0.667485312552346	0.667992705268623
6709	SPTAN1	41	0.667243465726762	0.667881171495548
1509	CTSD	7	0.66761167962991	0.668019195649634
10048	RANBP9	33	0.667030535739744	0.667956012605926
6857	SYT1	14	0.667338645345249	0.668010926425745
27340	UTP20	4	0.667688857168699	0.668028671116492
3845	KRAS	429	0.678117809578811	0.664214782436684
26519	TIMM10	5	0.667689639157833	0.668022401988014
472	ATM	33	0.667075107705002	0.667931583023671
1965	EIF2S1	14	0.667642582637331	0.667969507152885
317	APAF1	1	0.667928133121883	0.668016548831977
5501	PPP1CC	69	0.666674161597009	0.667804753346119
5590	PRKCZ	38	0.667432533973153	0.667848400379216
2648	KAT2A	19	0.667561244830664	0.667946851282682
5218	CDK14	10	0.667675712918985	0.667990344215875
4155	MBP	52	0.667667037659364	0.667726353303424
115703	ARHGAP33	3	0.667807870434857	0.668018557001222
85358	SHANK3	28	0.66755761602567	0.667890899281078
5364	PLXNB1	9	0.667354312286636	0.668045714445294
54434	SSH1	11	0.667334906468398	0.668032193301354
1968	EIF2S3	3	0.667794964027505	0.66802098825595
5530	PPP3CA	19	0.667220823773832	0.667996573321348
10049	DNAJB6	18	0.667395531568003	0.667977646664422
3856	KRT8	38	0.667231083688196	0.667886833648842
2596	GAP43	5	0.66769230688783	0.668020176318644
80854	SETD7	10	0.667534567980804	0.668008801404743
8350	H3C1	194	0.669299419209422	0.666750791525858
2314	FLII	6	0.667537156197171	0.668039200724834
5518	PPP2R1A	43	0.66674266441506	0.66792895985379
1062	CENPE	12	0.667519139290218	0.667998366792917
7248	TSC1	38	0.667308793199487	0.667865546989529
26056	RAB11FIP5	5	0.667603649547405	0.66803581326064
4716	NDUFB10	5	0.667743245272448	0.668013412946586
5921	RASA1	19	0.667596541771457	0.667942839467511
59	ACTA2	3	0.66773220733458	0.66802927760705
5688	PSMA7	15	0.667430974950807	0.667990812082746
23092	ARHGAP26	3	0.667757116433327	0.668026513718966
8125	ANP32A	8	0.667419313282085	0.668040449137515
8661	EIF3A	11	0.667455460935166	0.668015458216972
5580	PRKCD	25	0.667360438367444	0.667937481488609
5066	PAM	3	0.667760427488279	0.668025802231071
7001	PRDX2	18	0.667368511901211	0.667986072293468
5052	PRDX1	9	0.667581782923905	0.668010234551347
2821	GPI	2	0.667802673363925	0.66802831681563
5500	PPP1CB	25	0.667194355785858	0.66796504884701
65266	WNK4	5	0.667700027698538	0.66802077455277
10787	NCKAP1	9	0.667783910203666	0.667981231611112
25875	LETMD1	4	0.667720503622243	0.668023894147545
23242	COBL	7	0.667711312046248	0.668005300942639
5588	PRKCQ	8	0.667577939880787	0.668016942107671
29127	RACGAP1	12	0.667487231190734	0.66800294990855
27	ABL2	27	0.667706458369483	0.667875342749764
1271	CNTFR	4	0.667792056550549	0.668014798171079
11248	NXPH3	2	0.667885118594998	0.668015168632844
114784	CSMD2	5	0.667747515449647	0.668014044877256
1795	DOCK3	8	0.667738890714831	0.667994459026854
6137	RPL13	20	0.667654675324069	0.667928931741349
357	SHROOM2	5	0.667776581107216	0.668009665550571
610	HCN2	7	0.667637868886709	0.668020937911328
57148	RALGAPB	5	0.667761497443997	0.668011041887758
445815	PALM2AKAP2	8	0.667677651970387	0.668002344790431
22999	RIMS1	8	0.667588489419558	0.668016132920662
23114	NFASC	5	0.667824792133339	0.668002473912228
11176	BAZ2A	3	0.667894010282547	0.668007155444582
23230	VPS13A	5	0.667837032069752	0.668000870405668
10021	HCN4	2	0.667828976230032	0.66802372452965
2533	FYB1	7	0.667663873929156	0.668017083643072
2550	GABBR1	9	0.667539534967773	0.668016960740993
23013	SPEN	11	0.66759764310024	0.667995520522134
2571	GAD1	7	0.667745515644591	0.667999662590652
171023	ASXL1	3	0.667873348102994	0.668009836346285
25924	MYRIP	6	0.667688760340579	0.668015608603169
287	ANK2	16	0.667455408010041	0.667983080538698
26275	HIBCH	3	0.667905440318798	0.668005691031685
2639	GCDH	11	0.667510588300447	0.668005665637187
2556	GABRA3	3	0.667793493840049	0.668020813291817
10427	SEC24B	8	0.667802781198716	0.667985087910863
462	SERPINC1	1	0.667912846558472	0.668018574144034
6396	SEC13	9	0.66753196036701	0.66801977102926
4606	MYBPC2	17	0.667187269417016	0.668018911250287
1737	DLAT	9	0.667542342824808	0.668016831542477
8454	CUL1	13	0.667357159139322	0.668014806980269
5692	PSMB4	17	0.667292885185733	0.66799821203158
5591	PRKDC	35	0.667309252563177	0.667887823868659
10938	EHD1	10	0.667654290899871	0.667995969152535
2242	FES	8	0.667688088367548	0.668000701145319
8736	MYOM1	8	0.667642793286927	0.668006863587569
1445	CSK	14	0.667414153903523	0.668000424234924
2794	GNL1	3	0.6676683110111	0.668040103479627
79837	PIP4K2C	1	0.66790246870545	0.668019999916741
9648	GCC2	6	0.667622360715961	0.668024037353408
5870	RAB6A	20	0.667527015068408	0.667952165637715
253260	RICTOR	13	0.667709167009948	0.667966521061683
5599	MAPK8	55	0.66734197082251	0.667762517540519
6793	STK10	3	0.667875883929011	0.668009766160823
9748	SLK	4	0.667712681485671	0.668025168837008
56957	OTUD7B	8	0.667605097040594	0.668012627861124
9625	AATK	15	0.667263352711112	0.66801563317882
27347	STK39	9	0.667378129386233	0.668040248114475
10808	HSPH1	14	0.667340280366931	0.668010450460568
10963	STIP1	25	0.667518678274265	0.667914738164003
10135	NAMPT	3	0.667712093518161	0.668032587933159
55576	STAB2	2	0.66781680385185	0.668024608357981
5908	RAP1B	12	0.667316031971773	0.668029130274013
8675	STX16	9	0.667558617893357	0.668011908649478
9378	NRXN1	12	0.66717142553954	0.668059280141282
9475	ROCK2	11	0.66773363807974	0.667976722613946
9040	UBE2M	14	0.667327060827465	0.668017439910391
6597	SMARCA4	16	0.667605652576278	0.667959407879117
817	CAMK2D	24	0.667141057986567	0.667986279336676
9184	BUB3	7	0.667470039650536	0.668041772159934
3181	HNRNPA2B1	24	0.667232946244569	0.667975434475927
8294	H4C9	36	0.667463308932445	0.667852685896788
8359	H4C1	53	0.66748105014838	0.667750156625573
8362	H4C12	34	0.667452605315936	0.667865946123079
8368	H4C13	34	0.667452605315936	0.667865946123079
8370	H4C14	37	0.667488109674996	0.667842172355552
5138	PDE2A	1	0.667883614948972	0.6680227952178
8314	BAP1	12	0.667395060495301	0.668015294258687
3636	INPPL1	5	0.667701636111204	0.66801898036955
4628	MYH10	19	0.667326131548769	0.667993004021352
54822	TRPM7	11	0.667679497638541	0.667984035414041
140803	TRPM6	3	0.667718024927168	0.668031319587558
6336	SCN10A	13	0.667278236798029	0.668029771023215
11140	CDC37	102	0.668451023541121	0.667340817719779
53918	PELO	7	0.667559410266827	0.668026611966072
64219	PJA1	32	0.666641124061328	0.668019408472402
55212	BBS7	7	0.667508565017053	0.66803410663752
229	ALDOB	12	0.667421504383466	0.668012888156371
23077	MYCBP2	11	0.667352641767394	0.668032825387722
350	APOH	3	0.667877552754045	0.668009283998062
575	ADGRB1	6	0.667486889450135	0.668046454744087
3476	IGBP1	12	0.667511016976903	0.66800089023318
3267	AGFG1	6	0.667633623434236	0.668024233153087
6845	VAMP7	6	0.667760151410925	0.668006315545326
8065	CUL5	9	0.667435462975395	0.668031474574788
8851	CDK5R1	10	0.667539842344598	0.668008577958022
22853	LMTK2	10	0.667463147779327	0.668019756299352
10801	SEPTIN9	18	0.667516381710352	0.667960972887946
346288	SEPTIN14	10	0.667332939220564	0.668038803157612
55752	SEPTIN11	11	0.667598961791416	0.667995207689645
5864	RAB3A	10	0.667504478558754	0.668014324286706
6812	STXBP1	33	0.667038214889636	0.667943898020912
6280	S100A9	4	0.667713986650252	0.668024825135157
2931	GSK3A	26	0.667492674359142	0.667915092786145
5911	RAP2A	12	0.667152992170074	0.668058737350268
2029	ENSA	6	0.667673482762526	0.668016834368176
259	AMBP	6	0.667635844967565	0.668023012477491
2	A2M	40	0.66696129962861	0.667911853105362
1337	COX6A1	2	0.667838390828484	0.668022778944767
1892	ECHS1	10	0.667618602125729	0.667999173299804
2271	FH	6	0.667644374311145	0.668021253869619
2098	ESD	3	0.667837759062478	0.668014627193048
23020	SNRNP200	16	0.667520198849843	0.667972551050602
3956	LGALS1	5	0.667689866461253	0.668023937078151
1645	AKR1C1	1	0.667915714046637	0.668018188672854
5595	MAPK3	55	0.667368944116524	0.667764080887515
5213	PFKM	5	0.66770243268387	0.668021392006229
1655	DDX5	17	0.667381958958508	0.667985151139094
3697	ITIH1	1	0.667900123878196	0.668020330408875
3337	DNAJB1	15	0.667669838014698	0.667958113196403
57132	CHMP1B	17	0.667052245100199	0.668037029208211
23542	MAPK8IP2	28	0.66696827714038	0.667985659189081
30819	KCNIP2	1	0.667869768194221	0.668025199094217
23376	UFL1	7	0.667700564900138	0.668006011253055
7321	UBE2D1	43	0.667089186055149	0.667870849440313
7322	UBE2D2	45	0.667153348431691	0.66785330286322
26046	LTN1	17	0.667268893621716	0.668003660614779
7323	UBE2D3	43	0.667019188755072	0.66789379668318
50488	MINK1	7	0.667838648922979	0.667987899077118
1654	DDX3X	6	0.667769260390309	0.668003444844391
5587	PRKD1	15	0.667349616505851	0.668003900202987
1000	CDH2	6	0.667647871651186	0.668019751260252
4659	PPP1R12A	18	0.667188432730267	0.668008177997425
3815	KIT	30	0.667127976566459	0.667944143833109
10726	NUDC	28	0.666720802394962	0.668033026245452
6786	STIM1	10	0.667818768805727	0.667970300213306
6493	SIM2	20	0.667517665412625	0.667944698982079
57524	CASKIN1	9	0.667408264771057	0.668034711942775
515	ATP5PB	8	0.667722228418969	0.667996533912901
2224	FDPS	2	0.667835011213586	0.668021988369
10058	ABCB6	2	0.667877694377021	0.668016143903918
27034	ACAD8	2	0.667866064297245	0.668017664634644
51056	LAP3	5	0.667645350049258	0.668027614230674
51079	NDUFA13	11	0.667798339578267	0.667965711855379
51386	EIF3L	4	0.667702619965112	0.668026233832236
64943	NT5DC2	3	0.66787563266299	0.668009548681487
6158	RPL28	8	0.667594690139963	0.668014286048247
6201	RPS7	11	0.667362818076698	0.668033319382095
55611	OTUB1	25	0.667390569570758	0.667934782902107
57169	ZNFX1	3	0.667802552983652	0.668019120465014
6218	RPS17	4	0.667774243086815	0.6680159796058
6143	RPL19	9	0.667574675166397	0.668011398011375
3182	HNRNPAB	15	0.667361108702364	0.668003625218006
6159	RPL29	10	0.66755968956815	0.668006845906969
6224	RPS20	8	0.667569362398818	0.668018766431422
63893	UBE2O	23	0.667290328516388	0.667960037089079
196403	DTX3	18	0.667428055729184	0.667972157357744
23295	MGRN1	4	0.667759458545211	0.668017925982936
55823	VPS11	11	0.667412580892441	0.668020696133442
3093	UBE2K	23	0.66730245064054	0.667965859803038
23321	TRIM2	14	0.667401611358327	0.66800325645015
23609	MKRN2	5	0.66768273699888	0.668021668837017
54708	MARCHF5	9	0.667313924966948	0.668050326268173
7335	UBE2V1	10	0.667507071672728	0.668012372205392
9456	HOMER1	10	0.667403637928378	0.668027485298214
4643	MYO1E	4	0.667810140143186	0.668011763875899
3778	KCNMA1	5	0.667612681869298	0.66803193228578
57030	SLC17A7	4	0.667729654635129	0.668022018607137
23281	MTUS2	89	0.667665727788703	0.667525749741279
219771	CCNY	6	0.667764393820847	0.668005226645947
51466	EVL	6	0.667623493665364	0.66802393163682
55740	ENAH	9	0.667601603667764	0.668006777415313
775	CACNA1C	7	0.667561872496837	0.668026923845125
10314	LANCL1	3	0.667827307775429	0.668015912674835
116986	AGAP2	10	0.667488896484557	0.668015367867393
9826	ARHGEF11	16	0.667525583544658	0.66797235370884
152185	SPICE1	72	0.667160713192931	0.667696924362682
84445	LZTS2	68	0.667945144014505	0.667592911830052
58497	PRUNE1	3	0.667776366232946	0.668023148936426
353	APRT	3	0.667846046748124	0.668013401186545
5571	PRKAG1	10	0.667439948761504	0.668022879774719
51422	PRKAG2	5	0.667655985691409	0.668025633845276
10749	KIF1C	9	0.667537086323352	0.668020420731371
5562	PRKAA1	51	0.667382107722423	0.667782938739913
121441	NEDD1	23	0.66784229156225	0.667880505533552
6009	RHEB	15	0.667333337568928	0.668004347441955
9353	SLIT2	1	0.667876623432372	0.668023952097833
9049	AIP	14	0.667525089248755	0.667991511744997
22836	RHOBTB3	3	0.66771151195979	0.66803533563992
10395	DLC1	12	0.667250750186342	0.66804069104439
3691	ITGB4	10	0.667482878432715	0.668019803128997
7159	TP53BP2	70	0.668318944008424	0.667537057798515
599	BCL2L2	15	0.667311836167463	0.668009502330137
22919	MAPRE1	31	0.667447546681982	0.667887861620671
3240	HP	11	0.667416288736257	0.668021267848619
5581	PRKCE	25	0.667132906200242	0.667972154139605
3655	ITGA6	7	0.667811755714983	0.667991722187622
200576	PIKFYVE	4	0.667758285553601	0.668018314476732
1540	CYLD	16	0.667812702163424	0.667931791312759
23256	SCFD1	8	0.667722181796819	0.667996949929826
5710	PSMD4	20	0.667512999022905	0.667949571152969
6500	SKP1	19	0.667016427157426	0.668037936920292
10910	SUGT1	39	0.666978975400388	0.667928159629925
388	RHOB	12	0.667149931624075	0.668055665096519
26227	PHGDH	3	0.667719298540151	0.668031312276643
11230	PRAF2	8	0.667434929979658	0.668036732998251
3141	HLCS	7	0.667497193910869	0.668037459457122
1282	COL4A1	1	0.667863894369486	0.668026404484503
7052	TGM2	18	0.667140536024567	0.668015363314774
26523	AGO1	6	0.667642015943555	0.668020829487135
55803	ADAP2	4	0.667726614341571	0.668022711238487
1267	CNP	8	0.667889578694641	0.667973946660382
150209	AIFM3	1	0.667913346604434	0.668018506698957
2288	FKBP4	11	0.667696346008319	0.667980473010946
