entA	entB	We
22995	9851	1
22995	10096	1
22995	10844	1
22995	57584	1
22995	9662	1
22995	25902	1
22995	8480	1
22995	9761	1
57453	23228	1
23228	5499	1
23228	23043	1
23228	26146	1
5365	23113	1
5365	9826	1
5365	6624	1
5365	9806	1
5365	9820	1
5365	64218	1
23113	6714	1
23113	54205	1
23113	8345	1
9439	5683	1
9439	5713	1
9439	2033	1
9439	5500	1
9439	23013	1
9439	4659	1
9439	9640	1
9439	5430	1
9439	10499	1
9439	57507	1
9439	84687	1
9439	80124	1
9439	23389	1
9439	57634	1
9439	9968	1
9439	9969	1
9439	9861	1
9439	9658	1
27148	55755	1
27148	9758	1
57556	10580	1
57556	4893	1
57556	284119	1
10580	10006	1
10580	867	1
10580	70	1
10580	10657	1
10580	1783	1
10580	10211	1
10580	8440	1
10580	5062	1
10580	6714	1
10580	3636	1
10580	5562	1
10580	11064	1
10580	636	1
10580	7430	1
10580	10818	1
10580	51143	1
10580	6124	1
10580	145508	1
10580	10178	1
10580	84816	1
57571	9320	1
57670	4645	1
57670	667	1
57670	79577	1
57670	6648	1
57670	8618	1
4645	4218	1
4645	9230	1
4645	51421	1
4645	54434	1
4645	10612	1
4645	22841	1
4645	8766	1
57610	23327	1
57610	5901	1
57610	80731	1
57610	81027	1
57610	85445	1
23031	5728	1
23031	85445	1
815	10006	1
815	1739	1
815	3326	1
815	3837	1
815	2904	1
815	29760	1
815	808	1
815	801	1
815	88	1
815	5683	1
815	7917	1
815	11052	1
815	23237	1
815	5701	1
815	87	1
815	4137	1
815	57554	1
815	23543	1
815	22999	1
815	817	1
815	11140	1
815	8851	1
815	1131	1
815	9743	1
815	2332	1
815	7407	1
815	10636	1
815	9647	1
815	816	1
815	2185	1
815	3927	1
815	8826	1
815	23201	1
815	2997	1
815	2912	1
815	51350	1
815	5705	1
815	9119	1
815	81	1
815	2890	1
815	818	1
815	2913	1
815	9747	1
4035	1600	1
4035	348	1
4035	10755	1
4035	4043	1
4035	55333	1
4035	9479	1
4035	6714	1
4035	2	1
4035	23542	1
4035	22919	1
4035	773	1
4035	56899	1
4035	321	1
4035	54862	1
4035	9987	1
4035	9722	1
1600	3635	1
1600	5300	1
1600	54472	1
1600	23543	1
1600	1020	1
1600	153090	1
1600	23201	1
1600	9500	1
1600	64744	1
1600	23503	1
1600	55342	1
1600	7873	1
1600	160418	1
10006	7916	1
10006	1838	1
10006	22839	1
10006	667	1
10006	55660	1
10006	1399	1
10006	1398	1
10006	5335	1
10006	10458	1
10006	56252	1
10006	6655	1
10006	70	1
10006	2534	1
10006	1063	1
10006	5781	1
10006	3190	1
10006	4067	1
10006	11252	1
10006	10152	1
10006	56243	1
10006	8440	1
10006	54535	1
10006	3055	1
10006	26146	1
10006	23048	1
10006	6714	1
10006	6708	1
10006	85358	1
10006	5921	1
10006	10787	1
10006	27	1
10006	23114	1
10006	2242	1
10006	3636	1
10006	50488	1
10006	9456	1
10006	55740	1
10006	5562	1
10006	7410	1
10006	3895	1
10006	773	1
10006	5108	1
10006	2268	1
10006	7430	1
10006	23224	1
10006	10250	1
10006	7094	1
10006	64783	1
10006	5563	1
10006	7525	1
10006	7168	1
10006	9454	1
10006	79843	1
10006	340527	1
10006	6730	1
10006	57580	1
10006	6196	1
10006	3916	1
10006	8867	1
10006	8667	1
6457	7431	1
6457	2010	1
6457	2534	1
6457	6311	1
6457	4715	1
6457	6165	1
6457	396	1
6457	10570	1
6457	57658	1
6457	3857	1
6457	28966	1
6457	23176	1
6457	6709	1
6457	57030	1
6457	120892	1
6457	6638	1
6457	8926	1
6457	53358	1
6457	9459	1
6457	3192	1
6457	65059	1
6457	80331	1
6457	8867	1
6457	9568	1
57787	5621	1
57787	3190	1
57787	4137	1
57787	4134	1
57787	23281	1
57787	57521	1
57787	6794	1
57787	4957	1
57787	125115	1
57787	3881	1
57787	4133	1
57787	8239	1
3178	7916	1
3178	3184	1
3178	29978	1
3178	408	1
3178	22983	1
3178	3189	1
3178	9796	1
3178	3183	1
3178	81628	1
3178	23365	1
3178	5591	1
3178	3181	1
3178	23020	1
3178	6733	1
3178	8202	1
3178	4000	1
3178	3981	1
3178	6434	1
3178	51645	1
3178	5715	1
3178	220988	1
3178	7920	1
3178	6144	1
3178	57538	1
3178	9858	1
3178	8570	1
3178	341640	1
3178	64478	1
6294	1457	1
6294	3184	1
6294	81631	1
6294	2521	1
6294	2130	1
6294	11140	1
6294	6733	1
6294	2332	1
6294	6426	1
6294	3329	1
6294	9667	1
6294	6434	1
6294	9611	1
6294	7920	1
6294	1105	1
6294	6507	1
6294	8450	1
6294	8148	1
1459	1460	1
1459	1457	1
1459	5034	1
1459	9463	1
1459	19	1
1459	23028	1
1459	6197	1
1459	5728	1
1459	58533	1
1459	5591	1
1459	7052	1
1459	51222	1
1459	4691	1
1459	10319	1
1459	55054	1
1459	23170	1
1459	3006	1
1459	8892	1
1459	6196	1
1459	9859	1
1460	1457	1
1460	5976	1
1460	6453	1
1460	1284	1
1460	5499	1
1460	9584	1
1460	801	1
1460	4067	1
1460	2932	1
1460	7917	1
1460	5515	1
1460	6117	1
1460	6613	1
1460	2059	1
1460	10724	1
1460	5481	1
1460	8894	1
1460	4673	1
1460	51412	1
1460	10681	1
1460	6197	1
1460	60	1
1460	5528	1
1460	1454	1
1460	23152	1
1460	6622	1
1460	5501	1
1460	85358	1
1460	5518	1
1460	5500	1
1460	6137	1
1460	7159	1
1460	773	1
1460	1786	1
1460	347733	1
1460	128	1
1460	156	1
1460	6776	1
1460	5565	1
1460	23243	1
1460	2244	1
1460	10120	1
1460	118	1
1460	11004	1
1460	23258	1
1460	3692	1
1460	55558	1
1460	57418	1
1460	5519	1
1460	5529	1
1460	6643	1
1460	4355	1
1460	5756	1
1460	27132	1
1460	23244	1
1460	51741	1
1460	5533	1
1460	5096	1
1460	5654	1
1460	6389	1
1460	6741	1
1460	6125	1
1460	7155	1
1460	10178	1
1460	5306	1
1460	3074	1
1460	975	1
1460	1130	1
1460	6196	1
1460	60673	1
1460	8473	1
1460	5981	1
1460	4528	1
1460	23478	1
1460	7416	1
1460	9948	1
1460	8479	1
1460	55690	1
1460	9397	1
1460	221545	1
1460	79176	1
1457	23193	1
1457	5684	1
1457	23248	1
1457	4172	1
1457	348	1
1457	10482	1
1457	9146	1
1457	7454	1
1457	3326	1
1457	55660	1
1457	2904	1
1457	324	1
1457	6711	1
1457	5594	1
1457	9584	1
1457	801	1
1457	5685	1
1457	4904	1
1457	1933	1
1457	1936	1
1457	6176	1
1457	23028	1
1457	51593	1
1457	26135	1
1457	6421	1
1457	8669	1
1457	8878	1
1457	22985	1
1457	8894	1
1457	3308	1
1457	4673	1
1457	6601	1
1457	1855	1
1457	10059	1
1457	1857	1
1457	3191	1
1457	4869	1
1457	3183	1
1457	11052	1
1457	10919	1
1457	10521	1
1457	27316	1
1457	1153	1
1457	4137	1
1457	3066	1
1457	7874	1
1457	27429	1
1457	7112	1
1457	4627	1
1457	6622	1
1457	5728	1
1457	2247	1
1457	6709	1
1457	1965	1
1457	6137	1
1457	3181	1
1457	7323	1
1457	1654	1
1457	55611	1
1457	9049	1
1457	10910	1
1457	57448	1
1457	25959	1
1457	3069	1
1457	10130	1
1457	4691	1
1457	4363	1
1457	5567	1
1457	6128	1
1457	10541	1
1457	55753	1
1457	3014	1
1457	10528	1
1457	1108	1
1457	10250	1
1457	10923	1
1457	11168	1
1457	11333	1
1457	10270	1
1457	23122	1
1457	83737	1
1457	23451	1
1457	23524	1
1457	4236	1
1457	81892	1
1457	80206	1
1457	9611	1
1457	3159	1
1457	55054	1
1457	821	1
1457	3300	1
1457	3482	1
1457	64978	1
1457	5966	1
1457	8674	1
1457	4735	1
1457	498	1
1457	8030	1
1457	5814	1
1457	8087	1
1457	55105	1
1457	55379	1
1457	5007	1
1457	6418	1
1457	9817	1
1457	4928	1
1457	8841	1
1457	6188	1
1457	84717	1
1457	6741	1
1457	7153	1
1457	7343	1
1457	27044	1
1457	6125	1
1457	6949	1
1457	5905	1
1457	9318	1
1457	5430	1
1457	5411	1
1457	85456	1
1457	8396	1
1457	4836	1
1457	50813	1
1457	7520	1
1457	8473	1
1457	7515	1
1457	4676	1
1457	490	1
1457	64423	1
1457	55854	1
1457	813	1
1457	23223	1
1457	6175	1
1457	26010	1
1457	51073	1
1457	51566	1
1457	5230	1
1457	9774	1
1457	84152	1
1457	8479	1
1457	84991	1
1457	23358	1
1457	84524	1
1457	23367	1
1457	92140	1
1457	9669	1
1457	9967	1
1457	6222	1
1457	9987	1
1457	7922	1
1457	92675	1
6449	10482	1
6449	3326	1
6449	5764	1
6449	867	1
6449	29978	1
6449	10961	1
6449	6184	1
6449	5708	1
6449	7917	1
6449	5217	1
6449	3312	1
6449	4832	1
6449	56144	1
6449	11345	1
6449	11171	1
6449	3853	1
6449	51706	1
6449	5479	1
6449	11047	1
6449	6493	1
6449	3895	1
6449	23208	1
6449	55739	1
6449	712	1
6449	1181	1
6449	9532	1
6449	200424	1
6449	10869	1
6449	5634	1
6449	1278	1
6449	1013	1
6449	53822	1
6449	57326	1
6449	728116	1
6449	56111	1
6449	7037	1
6449	9781	1
6449	8266	1
6449	83692	1
3646	7916	1
3646	9001	1
3646	10980	1
3646	23390	1
3646	4905	1
3646	4869	1
3646	10900	1
3646	51386	1
3646	8664	1
3646	22905	1
3646	122961	1
3646	8663	1
2243	7916	1
2243	335	1
2243	3875	1
2243	10640	1
2243	7170	1
2243	2244	1
2243	112755	1
2243	7168	1
2243	2266	1
2243	23616	1
2243	79188	1
10989	7916	1
10989	3184	1
10989	7251	1
10989	57562	1
10989	9001	1
10989	3096	1
10989	56893	1
10989	1915	1
10989	7917	1
10989	23028	1
10989	51593	1
10989	22948	1
10989	3163	1
10989	65080	1
10989	4715	1
10989	7083	1
10989	9638	1
10989	213	1
10989	25934	1
10989	5481	1
10989	5498	1
10989	11170	1
10989	2033	1
10989	81565	1
10989	5160	1
10989	26146	1
10989	9659	1
10989	9131	1
10989	4134	1
10989	11140	1
10989	4846	1
10989	51295	1
10989	10426	1
10989	1327	1
10989	8175	1
10989	4259	1
10989	9367	1
10989	23389	1
10989	56993	1
10989	6341	1
10989	9804	1
10989	51566	1
10989	94081	1
10989	55848	1
10989	51651	1
10989	23659	1
10989	9652	1
23193	7916	1
23193	5798	1
23193	51199	1
23193	5599	1
23193	11064	1
23193	5589	1
23193	5906	1
23193	23322	1
6747	7916	1
6747	11064	1
6747	23196	1
6747	132320	1
6747	131873	1
6747	6202	1
6747	2899	1
4670	7916	1
4670	5493	1
4670	9146	1
4670	324	1
4670	6774	1
4670	10142	1
4670	7813	1
4670	22983	1
4670	23392	1
4670	55885	1
4670	3181	1
4670	3185	1
4670	3187	1
4670	22826	1
4670	6129	1
4670	8411	1
4670	1130	1
4670	8239	1
4670	8525	1
4670	9858	1
4670	988	1
4670	5165	1
7916	5859	1
7916	5684	1
7916	708	1
7916	26003	1
7916	2130	1
7916	6733	1
7916	8349	1
7916	8345	1
7916	9898	1
5859	26994	1
5859	1213	1
5859	9463	1
5859	88	1
5859	2932	1
5859	7276	1
5859	7083	1
5859	5300	1
5859	10320	1
5859	2954	1
5859	1488	1
5859	84445	1
5859	310	1
5859	54413	1
5859	7965	1
5859	3014	1
5859	200734	1
5859	10529	1
5859	5966	1
5859	79720	1
5859	11178	1
5859	8689	1
5859	5917	1
5859	8895	1
5684	5621	1
5684	10228	1
5684	3315	1
5684	527	1
5684	1410	1
5684	55048	1
5684	5682	1
5684	5683	1
5684	5685	1
5684	5687	1
5684	5693	1
5684	1855	1
5684	26003	1
5684	9253	1
5684	23543	1
5684	3845	1
5684	5688	1
5684	5692	1
5684	6733	1
5684	22859	1
5684	25930	1
5684	129807	1
5684	25793	1
5684	3927	1
5684	1728	1
5684	23288	1
5684	4253	1
5684	3954	1
5684	284069	1
5684	547	1
5684	1958	1
5684	80028	1
5684	63027	1
5684	80017	1
708	3184	1
708	5594	1
708	22927	1
708	5590	1
708	5595	1
708	5587	1
708	3185	1
708	51720	1
708	4000	1
708	4794	1
708	2560	1
708	2562	1
708	57506	1
708	3148	1
708	8621	1
529	226	1
529	229	1
529	230	1
529	534	1
529	9550	1
10212	7919	1
10212	5747	1
7919	6210	1
7919	10189	1
7919	70	1
7919	10382	1
7919	29888	1
7919	7158	1
7919	6733	1
7919	10381	1
7919	6386	1
7919	8539	1
6210	2130	1
6210	11140	1
6210	25793	1
10189	2130	1
10189	8450	1
1838	9463	1
1838	23368	1
1838	5575	1
1838	11007	1
1838	3866	1
1838	4591	1
1838	10152	1
1838	51421	1
1838	541468	1
1838	57596	1
1838	1488	1
1838	23636	1
1838	7415	1
1838	54535	1
1838	81565	1
1838	64753	1
1838	23281	1
1838	283234	1
1838	6293	1
1838	388135	1
1838	125115	1
1838	3881	1
1838	159989	1
1838	200081	1
1838	342574	1
1838	3886	1
1838	151963	1
1838	145508	1
1838	8500	1
1838	8495	1
1642	10987	1
1642	2873	1
1642	26100	1
1642	2130	1
1642	6772	1
1642	51185	1
1642	26133	1
1642	9341	1
1642	26094	1
1642	8451	1
1642	8450	1
1642	9978	1
1642	8533	1
11117	8887	1
11117	66036	1
11117	54550	1
11117	5562	1
11117	27342	1
11117	5563	1
11117	4253	1
11117	7257	1
11117	84125	1
1994	348	1
1994	3190	1
1994	5725	1
1994	58155	1
1994	23543	1
1994	10659	1
1994	5580	1
1994	5581	1
1994	4846	1
1994	5578	1
1994	6386	1
23517	26019	1
23517	55596	1
23517	11170	1
23517	5518	1
23517	51678	1
23517	5520	1
23517	55844	1
26019	5976	1
26019	11331	1
26019	65125	1
26019	4130	1
26019	23420	1
26019	3939	1
26019	81631	1
26019	26135	1
26019	6230	1
26019	7083	1
26019	7280	1
26019	4701	1
26019	6194	1
26019	641	1
26019	10921	1
26019	3875	1
26019	1973	1
26019	2023	1
26019	6137	1
26019	6201	1
26019	10061	1
26019	3159	1
26019	5715	1
26019	3050	1
26019	118881	1
26019	4282	1
26019	8940	1
26019	6132	1
26019	811	1
26019	6209	1
26019	6125	1
26019	483	1
26019	10554	1
6499	23203	1
6499	5563	1
6499	784	1
6499	6792	1
6499	9948	1
3184	5034	1
3184	7316	1
3184	3315	1
3184	3716	1
3184	70	1
3184	3190	1
3184	4904	1
3184	4354	1
3184	3921	1
3184	546	1
3184	22913	1
3184	1508	1
3184	3189	1
3184	5498	1
3184	10419	1
3184	2130	1
3184	60	1
3184	3183	1
3184	5725	1
3184	4137	1
3184	5831	1
3184	58155	1
3184	7158	1
3184	10492	1
3184	3181	1
3184	10801	1
3184	3185	1
3184	5604	1
3184	8202	1
3184	26229	1
3184	23131	1
3184	5192	1
3184	4131	1
3184	3192	1
3184	5906	1
3184	3050	1
3184	80781	1
3184	9260	1
3184	378	1
3184	2987	1
3184	22907	1
3184	11041	1
3184	161436	1
3184	10097	1
3184	6520	1
3184	7290	1
3184	975	1
3184	6621	1
3184	823	1
3184	1938	1
3184	8450	1
3184	57520	1
3184	7384	1
3184	8570	1
3184	9987	1
3184	79176	1
3184	55567	1
3184	6388	1
5976	23248	1
5976	1639	1
5976	2130	1
5976	51199	1
5976	4716	1
5976	11064	1
5976	54477	1
5976	103	1
5976	22832	1
5976	132320	1
5976	7920	1
5976	23049	1
5976	7290	1
5976	6196	1
5976	545	1
5976	23322	1
5976	9731	1
5976	9859	1
23248	5499	1
23248	70	1
23248	5501	1
23248	3009	1
11331	5757	1
11331	5499	1
11331	3845	1
11331	23236	1
11331	5578	1
11331	5245	1
11331	54940	1
11331	54205	1
11331	3710	1
11331	8450	1
11331	9162	1
5493	7431	1
5493	9463	1
5493	274	1
5493	6453	1
5493	81628	1
5493	10320	1
5493	10127	1
5493	7874	1
5493	3856	1
5493	117177	1
5493	10768	1
5493	3954	1
5493	23254	1
5493	144100	1
142	29117	1
142	3306	1
142	274	1
142	26168	1
142	3096	1
142	5594	1
142	1508	1
142	2033	1
142	23090	1
142	6708	1
142	8350	1
142	8359	1
142	5595	1
142	3020	1
142	4000	1
142	11198	1
142	3159	1
142	29843	1
142	3009	1
142	3024	1
142	3005	1
142	3006	1
142	8345	1
142	8216	1
142	7520	1
142	7515	1
142	5520	1
142	670	1
142	85397	1
4998	4999	1
4998	4175	1
4998	7251	1
4998	2801	1
4998	2534	1
4998	8317	1
4998	3159	1
4998	988	1
4172	4175	1
4172	1612	1
4172	51199	1
4172	472	1
4172	8888	1
4172	8317	1
4172	9817	1
4172	8216	1
4172	988	1
4999	4175	1
4999	70	1
4999	6117	1
4999	8350	1
4999	4000	1
4999	29119	1
4999	988	1
4175	3315	1
4175	5682	1
4175	6117	1
4175	7337	1
4175	8317	1
348	5621	1
348	26036	1
348	71	1
348	22983	1
348	2290	1
348	6767	1
348	6622	1
348	7001	1
348	2639	1
348	11140	1
348	2	1
348	6009	1
348	3240	1
348	4846	1
348	51295	1
348	2193	1
348	84171	1
348	22874	1
348	55738	1
348	9361	1
348	5110	1
348	53822	1
348	9911	1
348	22905	1
348	5654	1
348	3075	1
348	6124	1
348	7301	1
348	9922	1
348	90580	1
4684	5621	1
4684	4893	1
4684	3845	1
4684	6009	1
4684	2263	1
4684	7345	1
1804	5621	1
4685	5621	1
4685	22913	1
4685	3183	1
1272	5621	1
1272	5499	1
1272	5803	1
1272	3875	1
1272	2332	1
1272	26047	1
4099	5621	1
4099	4893	1
4340	5621	1
5621	1191	1
5621	5034	1
5621	3897	1
5621	8404	1
5621	334	1
5621	3309	1
5621	1410	1
5621	2273	1
5621	5693	1
5621	7917	1
5621	81628	1
5621	10456	1
5621	1153	1
5621	2915	1
5621	9659	1
5621	26523	1
5621	55803	1
5621	1267	1
5621	150209	1
5621	22872	1
5621	4000	1
5621	4045	1
5621	5818	1
5621	50863	1
5621	22920	1
5621	2631	1
5621	84305	1
5621	2150	1
5621	200933	1
5621	8495	1
5621	526	1
5621	471	1
5621	8745	1
5621	4978	1
5621	94274	1
5621	85440	1
1191	8404	1
1191	3326	1
1191	114793	1
1191	10564	1
1191	161742	1
1191	5536	1
1191	5305	1
1191	5575	1
1191	6655	1
1191	7917	1
1191	1743	1
1191	5601	1
1191	26128	1
1191	81628	1
1191	5932	1
1191	87	1
1191	2803	1
1191	23043	1
1191	23040	1
1191	23077	1
1191	6733	1
1191	9349	1
1191	50649	1
1191	2332	1
1191	7407	1
1191	10728	1
1191	128	1
1191	3981	1
1191	10933	1
1191	11130	1
1191	55082	1
1191	200734	1
1191	7266	1
1191	6252	1
1191	9640	1
1191	9605	1
1191	8665	1
1191	9817	1
1191	253959	1
1191	79925	1
1191	50813	1
1191	117	1
1191	283450	1
5034	5764	1
5034	5798	1
5034	9638	1
5034	4646	1
5034	26505	1
5034	2130	1
5034	4137	1
5034	5479	1
5034	2023	1
5034	10549	1
5034	50863	1
5034	2983	1
5034	345557	1
5034	5224	1
5034	3785	1
5034	9731	1
5034	4547	1
5034	78999	1
5034	8899	1
3897	8829	1
3897	10048	1
3897	5364	1
3897	57524	1
3897	8828	1
3897	8682	1
3897	5361	1
334	4893	1
334	3845	1
334	5599	1
334	321	1
334	3006	1
334	6154	1
3309	7316	1
3309	324	1
3309	5792	1
3309	5798	1
3309	3315	1
3309	1832	1
3309	10961	1
3309	22983	1
3309	56893	1
3309	51726	1
3309	3189	1
3309	8878	1
3309	3925	1
3309	4628	1
3309	11064	1
3309	10130	1
3309	2332	1
3309	6122	1
3309	1374	1
3309	23224	1
3309	23348	1
3309	29927	1
3309	3861	1
3309	7184	1
3309	56288	1
3309	10525	1
3309	10111	1
3309	7873	1
3309	6139	1
3309	5036	1
3309	8450	1
3309	6847	1
3309	56896	1
3309	53353	1
3309	84952	1
3309	9737	1
3309	84948	1
3309	5334	1
3309	6533	1
3309	57683	1
3309	80728	1
10539	2130	1
10539	10320	1
10539	7360	1
10539	54535	1
10539	5588	1
10539	5204	1
10539	4215	1
10539	57019	1
10539	3881	1
10539	55521	1
10539	118427	1
10539	6599	1
10539	8601	1
10539	83595	1
10539	84866	1
58512	1739	1
58512	1398	1
58512	5335	1
58512	2801	1
58512	2534	1
58512	6002	1
58512	22941	1
58512	160622	1
58512	6714	1
58512	85358	1
58512	25959	1
22839	1739	1
22839	7316	1
22839	1398	1
22839	274	1
22839	2534	1
22839	7314	1
22839	10769	1
22839	4893	1
22839	10152	1
22839	8440	1
22839	22941	1
22839	6714	1
22839	3845	1
22839	85358	1
22839	23281	1
22839	64398	1
22839	143098	1
22839	126133	1
22839	9368	1
22839	8345	1
22839	84152	1
22839	9351	1
1739	23095	1
1739	50807	1
1739	10458	1
1739	2903	1
1739	2904	1
1739	2905	1
1739	2906	1
1739	324	1
1739	5791	1
1739	7813	1
1739	4646	1
1739	4893	1
1739	6300	1
1739	2895	1
1739	2902	1
1739	5605	1
1739	491	1
1739	3845	1
1739	81839	1
1739	7430	1
1739	1501	1
1739	9229	1
1739	3192	1
1739	4163	1
1739	8573	1
1739	10276	1
1739	148753	1
1739	166647	1
1739	2890	1
1739	2977	1
1739	102	1
1739	8502	1
1739	6196	1
1739	60412	1
1739	57216	1
1739	3916	1
1739	65993	1
1739	8525	1
1739	4897	1
1739	9758	1
1739	6505	1
1739	57497	1
1739	57622	1
1739	23096	1
1739	93643	1
1739	91833	1
1739	25960	1
1739	29919	1
1739	53919	1
1739	9922	1
1739	642968	1
1739	84435	1
1739	85461	1
1739	54497	1
1739	57101	1
1739	8776	1
4750	11127	1
4750	5789	1
4750	4904	1
4750	9638	1
4750	546	1
4750	5528	1
4750	7158	1
4750	5525	1
4750	120892	1
4750	79705	1
4750	80184	1
4750	9731	1
11127	8546	1
11127	121504	1
11127	8294	1
11127	8359	1
11127	8362	1
11127	8368	1
11127	8370	1
11127	4294	1
11127	54477	1
11127	2332	1
11127	3981	1
11127	132320	1
10617	26994	1
10617	7316	1
10617	8027	1
10617	6622	1
10617	64219	1
10617	57132	1
10617	51652	1
10617	27005	1
10617	128866	1
10617	27243	1
10617	6687	1
10617	5119	1
10617	55075	1
10617	57646	1
10617	84284	1
26994	7334	1
26994	7316	1
26994	29924	1
26994	8887	1
26994	133957	1
26994	146691	1
26994	11059	1
26994	23327	1
26994	29978	1
26994	56893	1
26994	7314	1
26994	4646	1
26994	7321	1
26994	7322	1
26994	7323	1
26994	23243	1
26994	7311	1
26994	27342	1
26994	55040	1
26994	6233	1
26994	9765	1
26994	8078	1
10228	4893	1
10228	3845	1
10228	4000	1
10228	2040	1
10228	63908	1
10228	116151	1
10228	93380	1
10228	55800	1
10228	54923	1
10228	25852	1
10228	738	1
10228	80331	1
10228	8411	1
10228	113201	1
10228	9570	1
10228	80298	1
10482	4130	1
10482	22938	1
10482	5575	1
10482	56893	1
10482	642	1
10482	1857	1
10482	2670	1
10482	23636	1
10482	51160	1
10482	8678	1
10482	23281	1
10482	7159	1
10482	10910	1
10482	6733	1
10482	51295	1
10482	6426	1
10482	56904	1
10482	5630	1
10482	6434	1
10482	4131	1
10482	125115	1
10482	54676	1
10482	374618	1
10482	818	1
10482	23322	1
5869	79735	1
5869	11064	1
5869	120892	1
5869	25777	1
5869	5291	1
5869	9610	1
5869	64786	1
5869	7879	1
5869	8411	1
5869	23322	1
5869	79598	1
5868	9135	1
5868	2010	1
5868	6453	1
5868	4831	1
5868	79735	1
5868	26060	1
5868	55198	1
5868	4952	1
5868	654364	1
5868	25777	1
5868	8237	1
5868	6386	1
5868	57617	1
5868	11311	1
5868	5875	1
5868	3482	1
5868	4012	1
5868	9610	1
5868	9341	1
5868	64786	1
5868	23560	1
5868	7879	1
5868	8411	1
5868	326624	1
5868	2900	1
5868	23592	1
5868	23074	1
5868	3029	1
5868	23165	1
5868	23355	1
5868	65082	1
7334	7316	1
7334	4214	1
7334	10273	1
7334	7336	1
7334	7317	1
7334	22954	1
7334	9131	1
7334	55611	1
7334	54708	1
7334	7335	1
7334	6737	1
7334	9666	1
7334	90678	1
7334	7706	1
7334	93664	1
7316	7251	1
7316	9146	1
7316	55666	1
7316	8887	1
7316	4738	1
7316	2194	1
7316	5315	1
7316	23607	1
7316	867	1
7316	11059	1
7316	23327	1
7316	29978	1
7316	3315	1
7316	47	1
7316	9588	1
7316	3939	1
7316	998	1
7316	5879	1
7316	4067	1
7316	1936	1
7316	2950	1
7316	3312	1
7316	6421	1
7316	10273	1
7316	7336	1
7316	613	1
7316	8878	1
7316	10155	1
7316	4646	1
7316	23558	1
7316	7317	1
7316	22954	1
7316	7360	1
7316	54472	1
7316	1488	1
7316	8440	1
7316	8027	1
7316	6921	1
7316	2033	1
7316	7337	1
7316	11047	1
7316	7874	1
7316	23072	1
7316	6923	1
7316	6622	1
7316	5728	1
7316	5605	1
7316	5066	1
7316	7001	1
7316	5052	1
7316	8454	1
7316	56957	1
7316	5213	1
7316	7321	1
7316	7322	1
7316	26046	1
7316	7323	1
7316	55611	1
7316	63893	1
7316	3093	1
7316	1540	1
7316	5710	1
7316	57448	1
7316	51720	1
7316	27005	1
7316	3912	1
7316	2673	1
7316	10131	1
7316	5214	1
7316	6737	1
7316	9958	1
7316	8237	1
7316	23224	1
7316	83737	1
7316	6386	1
7316	55832	1
7316	26091	1
7316	27342	1
7316	8452	1
7316	10075	1
7316	10869	1
7316	3300	1
7316	56899	1
7316	23201	1
7316	3945	1
7316	5110	1
7316	29761	1
7316	54726	1
7316	9100	1
7316	55521	1
7316	29965	1
7316	5887	1
7316	22905	1
7316	31	1
7316	8453	1
7316	9559	1
7316	56616	1
7316	51028	1
7316	5096	1
7316	3416	1
7316	5095	1
7316	57599	1
7316	5091	1
7316	6950	1
7316	55700	1
7316	55975	1
7316	51366	1
7316	7706	1
7316	9781	1
7316	51377	1
7316	8451	1
7316	8239	1
7316	9101	1
7316	55236	1
7316	9690	1
7316	7347	1
7316	57646	1
7316	9097	1
7316	7345	1
7316	9870	1
7316	1938	1
7316	79594	1
7316	161725	1
7316	80124	1
7316	644	1
7316	84749	1
7316	56922	1
7316	55585	1
7316	57175	1
7316	9320	1
7316	8078	1
7316	8975	1
7316	9373	1
7316	80856	1
7431	1400	1
7431	57562	1
7431	9001	1
7431	4747	1
7431	10980	1
7431	26168	1
7431	5793	1
7431	3315	1
7431	408	1
7431	1832	1
7431	9584	1
7431	5682	1
7431	2932	1
7431	55183	1
7431	56992	1
7431	6117	1
7431	293	1
7431	7276	1
7431	5720	1
7431	51593	1
7431	6613	1
7431	65080	1
7431	26135	1
7431	22927	1
7431	11078	1
7431	6853	1
7431	10155	1
7431	3735	1
7431	11170	1
7431	6194	1
7431	5713	1
7431	3983	1
7431	60491	1
7431	27229	1
7431	54474	1
7431	2670	1
7431	10900	1
7431	57120	1
7431	3875	1
7431	8379	1
7431	22866	1
7431	27429	1
7431	5590	1
7431	3856	1
7431	9475	1
7431	310	1
7431	11064	1
7431	5585	1
7431	3801	1
7431	7295	1
7431	5630	1
7431	10645	1
7431	5317	1
7431	64147	1
7431	143884	1
7431	114824	1
7431	84260	1
7431	271	1
7431	5705	1
7431	4741	1
7431	9119	1
7431	55075	1
7431	51520	1
7431	10973	1
7431	8831	1
7431	138311	1
7431	10763	1
7431	286046	1
7431	145508	1
7431	51555	1
7431	55619	1
7431	56164	1
7431	57337	1
7431	79925	1
7431	6936	1
7431	823	1
7431	8450	1
7431	8495	1
7431	9585	1
7431	8880	1
7431	84790	1
7251	9146	1
7251	8887	1
7251	10980	1
7251	6453	1
7251	11100	1
7251	23368	1
7251	23513	1
7251	10142	1
7251	55048	1
7251	11316	1
7251	613	1
7251	10540	1
7251	7314	1
7251	51280	1
7251	6601	1
7251	3866	1
7251	3875	1
7251	51160	1
7251	6093	1
7251	7415	1
7251	2023	1
7251	54535	1
7251	5501	1
7251	515	1
7251	2224	1
7251	10058	1
7251	27034	1
7251	51056	1
