HDO.ID	Disease.long	Disease	N	HDO.ID	Disease.long	Disease	N	sAB	Separated	Overlap	zScore	pvalue	Separation/Overlap.than.chance	Bonferroni	q-value	HDO.ID	Disease.long	Disease	N	HDO.ID	Disease.long	Disease	N	sAB	Separated	Overlap	zScore	pvalue	Separation/Overlap.than.chance	Bonferroni	q-value	HDO.ID	Disease.long	Disease	N	HDO.ID	Disease.long	Disease	N	sAB	Separated	Overlap	zScore	pvalue	Separation/Overlap.than.chance	Bonferroni	q-value
DOID:5419	Schizophrenia	SCH	366	DOID:9255	Frontotemporal_dementia	FTD	81	0.0289320016462715	YES	.	0.081294886025316	0.935207440891294	larger	.	1	DOID:5419	Schizophrenia	SCH	535	DOID:9255	Frontotemporal_dementia	FTD	102	0.097858870363386	YES	.	0.716167894888911	0.473887684524414	larger	.	0.821405319842318	DOID:5419	Schizophrenia	SCH	694	DOID:9255	Frontotemporal_dementia	FTD	121	0.112990129430947	YES	.	0.627313300665143	0.530453886514825	larger	.	0.752280057239206
DOID:5419	Schizophrenia	SCH	366	DOID:2377	Multiple_Sclerosis	MS	96	-0.0750734067844723	.	YES	-1.09003306625983	0.275698578588404	Smaller	.	0.581202408916095	DOID:5419	Schizophrenia	SCH	535	DOID:2377	Multiple_Sclerosis	MS	134	-0.0590873635677276	.	YES	-1.60677002298557	0.10810482646048	Smaller	.	0.301149159425623	DOID:5419	Schizophrenia	SCH	694	DOID:2377	Multiple_Sclerosis	MS	199	-0.108308970653033	.	YES	-3.02093866161992	0.00251992402435257	Smaller	.	0.0109196707721945
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:0060041	Autism_Spectrum_Disorder	ASD	97	0	.	.	0	1	larger	.	1	DOID:0060041	Autism_Spectrum_Disorder	ASD	154	DOID:0060041	Autism_Spectrum_Disorder	ASD	154	0	.	.	0	1	larger	.	1	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	0	.	.	0	1	larger	.	1
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:1826	Epilepsy_syndrome	Epi	138	-0.306343877852695	.	YES	-2.9975889331316	0.00272124448511592	Smaller	.	0.0166892006205824	DOID:0060041	Autism_Spectrum_Disorder	ASD	154	DOID:1826	Epilepsy_syndrome	Epi	228	-0.175577717496979	.	YES	-1.68060700379487	0.0928392745188331	Smaller	.	0.268202348609962	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:1826	Epilepsy_syndrome	Epi	288	-0.188260220125786	.	YES	-2.7057747410365	0.00681452529634392	Smaller	.	0.0265766486557413
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:1059	Intellectual_Disability	ID	103	-0.28834701231108	.	YES	-2.63393057995688	0.00844027426060149	Smaller	.	0.0411463370204323	DOID:0060041	Autism_Spectrum_Disorder	ASD	154	DOID:1059	Intellectual_Disability	ID	159	-0.270793390707189	.	YES	-3.41953948320283	0.000627272286789029	Smaller	*	0.00376363372073417	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:1059	Intellectual_Disability	ID	240	-0.307357933990093	.	YES	-5.49681935733053	3.86702463919624e-08	Smaller	***	3.77034902321633e-07
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:10763	Hypertension	HTN	132	-0.0557281840145478	.	YES	0.789320121945503	0.429924928868388	larger	.	0.798432010755578	DOID:0060041	Autism_Spectrum_Disorder	ASD	154	DOID:10763	Hypertension	HTN	195	-0.109045348157096	.	YES	-0.24684919341711	0.805024937417661	Smaller	.	1	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:10763	Hypertension	HTN	298	-0.103759183805218	.	YES	-0.556861894721175	0.577621791231951	Smaller	.	0.776801719242969
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:12858	Huntington's_disease	HD	43	-0.0929941432338939	.	YES	-0.804206197275209	0.421277900300212	Smaller	.	0.798432010755578	DOID:0060041	Autism_Spectrum_Disorder	ASD	154	DOID:12858	Huntington's_disease	HD	58	-0.00355305072286205	.	YES	-0.0508540049346616	0.959441856797867	Smaller	.	1	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:12858	Huntington's_disease	HD	84	-0.0500200335105996	.	YES	-0.9725418762681	0.330781042480256	Smaller	.	0.537519194030416
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:14330	Parkinson's_disease	PD	108	-0.173139068160441	.	YES	-0.975244199850151	0.329439142110396	Smaller	.	0.66750237140249	DOID:0060041	Autism_Spectrum_Disorder	ASD	154	DOID:14330	Parkinson's_disease	PD	167	-0.147125278512038	.	YES	-1.02428609165141	0.305700165297971	Smaller	.	0.596115322331043	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:14330	Parkinson's_disease	PD	222	-0.15130392108481	.	YES	-1.68702291068847	0.0915989466576941	Smaller	.	0.198464384425004
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:9255	Frontotemporal_dementia	FTD	81	0.0231754979814751	YES	.	1.5963414820769	0.110412573382651	larger	.	0.331237720147953	DOID:0060041	Autism_Spectrum_Disorder	ASD	154	DOID:9255	Frontotemporal_dementia	FTD	102	0.101289947797301	YES	.	2.92645735162448	0.00342846509705808	larger	.	0.0157306045629724	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:9255	Frontotemporal_dementia	FTD	121	0.0664850489035738	YES	.	2.32736808712977	0.0199456827637416	larger	.	0.0676418806770367
DOID:0060041	Autism_Spectrum_Disorder	ASD	97	DOID:2377	Multiple_Sclerosis	MS	96	-0.098138175934334	.	YES	0.0766286551001815	0.938918962495982	larger	.	1	DOID:0060041	Autism_Spectrum_Disorder	ASD	154	DOID:2377	Multiple_Sclerosis	MS	134	-0.0757461340483727	.	YES	0.187065390020833	0.851609363872889	larger	.	1	DOID:0060041	Autism_Spectrum_Disorder	ASD	212	DOID:2377	Multiple_Sclerosis	MS	199	-0.138704874969347	.	YES	-1.45998501441546	0.144294192511175	Smaller	.	0.296182816207149
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:1826	Epilepsy_syndrome	Epi	138	0	.	.	0	1	larger	.	1	DOID:1826	Epilepsy_syndrome	Epi	228	DOID:1826	Epilepsy_syndrome	Epi	228	0	.	.	0	1	larger	.	1	DOID:1826	Epilepsy_syndrome	Epi	288	DOID:1826	Epilepsy_syndrome	Epi	288	0	.	.	0	1	larger	.	1
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:1059	Intellectual_Disability	ID	103	-0.157347060667789	.	YES	-0.665639787350532	0.50564136869657	Smaller	.	0.862436737890029	DOID:1826	Epilepsy_syndrome	Epi	228	DOID:1059	Intellectual_Disability	ID	159	-0.160718959531343	.	YES	-1.29484812625043	0.195372626206228	Smaller	.	0.423307356780161	DOID:1826	Epilepsy_syndrome	Epi	288	DOID:1059	Intellectual_Disability	ID	240	-0.175094696969697	.	YES	-2.14717190989249	0.0317795981244952	Smaller	.	0.0856029684104505
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:10763	Hypertension	HTN	132	-0.20258014931928	.	YES	-1.10582186248479	0.268803630298909	Smaller	.	0.581202408916095	DOID:1826	Epilepsy_syndrome	Epi	228	DOID:10763	Hypertension	HTN	195	-0.183720724342225	.	YES	-1.4552753104172	0.145593058934863	Smaller	.	0.354883081153729	DOID:1826	Epilepsy_syndrome	Epi	288	DOID:10763	Hypertension	HTN	298	-0.169585609600599	.	YES	-1.82597444122094	0.0678541118486705	Smaller	.	0.160382446187767
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:12858	Huntington's_disease	HD	43	-0.102176426883565	.	YES	-1.44856164342728	0.147460039387395	Smaller	.	0.410781538293457	DOID:1826	Epilepsy_syndrome	Epi	228	DOID:12858	Huntington's_disease	HD	58	0.045991289412342	YES	.	-0.0206907970862499	0.983492310311232	Smaller	.	1	DOID:1826	Epilepsy_syndrome	Epi	288	DOID:12858	Huntington's_disease	HD	84	0.0402505760368663	YES	.	0.221149022352643	0.824976400749177	larger	.	1
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:14330	Parkinson's_disease	PD	108	-0.254663995915322	.	YES	-2.12226973096071	0.0338150938039476	Smaller	.	0.125598919843234	DOID:1826	Epilepsy_syndrome	Epi	228	DOID:14330	Parkinson's_disease	PD	167	-0.163202741751673	.	YES	-1.26814189202814	0.204747283651363	Smaller	.	0.431629408778549	DOID:1826	Epilepsy_syndrome	Epi	288	DOID:14330	Parkinson's_disease	PD	222	-0.123905339162692	.	YES	-0.983596219454827	0.32531408471447	Smaller	.	0.537519194030416
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:9255	Frontotemporal_dementia	FTD	81	-0.0846623872234356	.	YES	0.0181739547040651	0.985500080340055	larger	.	1	DOID:1826	Epilepsy_syndrome	Epi	228	DOID:9255	Frontotemporal_dementia	FTD	102	0.0394713387747443	YES	.	1.56264858693417	0.118135273449226	larger	.	0.317743149277229	DOID:1826	Epilepsy_syndrome	Epi	288	DOID:9255	Frontotemporal_dementia	FTD	121	0.0628023609623689	YES	.	1.88940297092749	0.0588378531130885	larger	.	0.148043630413578
DOID:1826	Epilepsy_syndrome	Epi	138	DOID:2377	Multiple_Sclerosis	MS	96	-0.267088210702341	.	YES	-2.43021368404186	0.0150899233111385	Smaller	.	0.0588507009134401	DOID:1826	Epilepsy_syndrome	Epi	228	DOID:2377	Multiple_Sclerosis	MS	134	-0.223841355884144	.	YES	-2.92776818716822	0.00341404483017786	Smaller	.	0.0157306045629724	DOID:1826	Epilepsy_syndrome	Epi	288	DOID:2377	Multiple_Sclerosis	MS	199	-0.19689798023313	.	YES	-3.00430285501461	0.00266190208288866	Smaller	.	0.0109278085508061
DOID:1059	Intellectual_Disability	ID	103	DOID:1059	Intellectual_Disability	ID	103	0	.	.	0	1	larger	.	1	DOID:1059	Intellectual_Disability	ID	159	DOID:1059	Intellectual_Disability	ID	159	0	.	.	0	1	larger	.	1	DOID:1059	Intellectual_Disability	ID	240	DOID:1059	Intellectual_Disability	ID	240	0	.	.	0	1	larger	.	1
DOID:1059	Intellectual_Disability	ID	103	DOID:10763	Hypertension	HTN	132	-0.0257771372055611	.	YES	1.36155413251533	0.17333863888701	larger	.	0.436142381715703	DOID:1059	Intellectual_Disability	ID	159	DOID:10763	Hypertension	HTN	195	-0.0213164087804321	.	YES	1.52931443479003	0.126186512869104	larger	.	0.327686760357317	DOID:1059	Intellectual_Disability	ID	240	DOID:10763	Hypertension	HTN	298	-0.00662574952388084	.	YES	2.21378601728912	0.0268435024031185	larger	.	0.0813671577249441
DOID:1059	Intellectual_Disability	ID	103	DOID:12858	Huntington's_disease	HD	43	-0.0650213258195516	.	YES	-0.531865663670128	0.594819040104985	Smaller	.	0.946854798534466	DOID:1059	Intellectual_Disability	ID	159	DOID:12858	Huntington's_disease	HD	58	0.0423658812277192	YES	.	0.617708623425496	0.53676742653369	larger	.	0.89080551637506	DOID:1059	Intellectual_Disability	ID	240	DOID:12858	Huntington's_disease	HD	84	0.0523809523809524	YES	.	0.869031791445606	0.384829742225905	larger	.	0.600334397872412
DOID:1059	Intellectual_Disability	ID	103	DOID:14330	Parkinson's_disease	PD	108	-0.0829375365334506	.	YES	0.403644223514299	0.686474360658584	larger	.	1	DOID:1059	Intellectual_Disability	ID	159	DOID:14330	Parkinson's_disease	PD	167	-0.090572068041253	.	YES	0.0968188704153486	0.922870237912489	larger	.	1	DOID:1059	Intellectual_Disability	ID	240	DOID:14330	Parkinson's_disease	PD	222	-0.0413653913653913	.	YES	1.02821510640443	0.303848653985886	larger	.	0.51522163067172
DOID:1059	Intellectual_Disability	ID	103	DOID:9255	Frontotemporal_dementia	FTD	81	-0.090302205962822	.	YES	0.0585338690688841	0.953323385117115	larger	.	1	DOID:1059	Intellectual_Disability	ID	159	DOID:9255	Frontotemporal_dementia	FTD	102	-0.0545030851204069	.	YES	0.1765291950623	0.859878214474413	larger	.	1	DOID:1059	Intellectual_Disability	ID	240	DOID:9255	Frontotemporal_dementia	FTD	121	-0.0286123638805582	.	YES	0.124806711932546	0.900676573590482	larger	.	1
DOID:1059	Intellectual_Disability	ID	103	DOID:2377	Multiple_Sclerosis	MS	96	-0.0211003947732187	.	YES	1.21311551546562	0.225085658786006	larger	.	0.508109573237076	DOID:1059	Intellectual_Disability	ID	159	DOID:2377	Multiple_Sclerosis	MS	134	0.0151526801564332	YES	.	1.86649151990644	0.0619726293986027	larger	.	0.210168047525696	DOID:1059	Intellectual_Disability	ID	240	DOID:2377	Multiple_Sclerosis	MS	199	-0.0260850570239199	.	YES	1.25480292372472	0.209550310977623	larger	.	0.398656689176941
DOID:10763	Hypertension	HTN	132	DOID:10763	Hypertension	HTN	132	0	.	.	0	1	larger	.	1	DOID:10763	Hypertension	HTN	195	DOID:10763	Hypertension	HTN	195	0	.	.	0	1	larger	.	1	DOID:10763	Hypertension	HTN	298	DOID:10763	Hypertension	HTN	298	0	.	.	0	1	larger	.	1
DOID:10763	Hypertension	HTN	132	DOID:12858	Huntington's_disease	HD	43	0.0273416893184333	YES	.	0.248601566769569	0.803668996434517	larger	.	1	DOID:10763	Hypertension	HTN	195	DOID:12858	Huntington's_disease	HD	58	0.00358264923482299	YES	.	-0.373736443651632	0.708600408804046	Smaller	.	0.995555939175719	DOID:10763	Hypertension	HTN	298	DOID:12858	Huntington's_disease	HD	84	0.0130852404210569	YES	.	-0.442793807603836	0.657914882766541	Smaller	.	0.855289347596503
DOID:10763	Hypertension	HTN	132	DOID:14330	Parkinson's_disease	PD	108	-0.196380471380471	.	YES	-1.20553227701346	0.227997885426893	Smaller	.	0.508109573237076	DOID:10763	Hypertension	HTN	195	DOID:14330	Parkinson's_disease	PD	167	-0.168274246237657	.	YES	-1.33078916341717	0.183258394619583	Smaller	.	0.420416317068455	DOID:10763	Hypertension	HTN	298	DOID:14330	Parkinson's_disease	PD	222	-0.155645630142274	.	YES	-1.78228222798253	0.074703219359141	Smaller	.	0.171377973823912
DOID:10763	Hypertension	HTN	132	DOID:9255	Frontotemporal_dementia	FTD	81	-0.00548323611703894	.	YES	1.21923464505429	0.222755145951026	larger	.	0.508109573237076	DOID:10763	Hypertension	HTN	195	DOID:9255	Frontotemporal_dementia	FTD	102	0.0201959260782789	YES	.	1.37512039222831	0.169094123247822	larger	.	0.399677018585761	DOID:10763	Hypertension	HTN	298	DOID:9255	Frontotemporal_dementia	FTD	121	0.0687634189467485	YES	.	1.96477176655294	0.049440659343824	larger	.	0.128545714293942
DOID:10763	Hypertension	HTN	132	DOID:2377	Multiple_Sclerosis	MS	96	-0.270509370015949	.	YES	-2.4411312734353	0.014641331483048	Smaller	.	0.0588507009134401	DOID:10763	Hypertension	HTN	195	DOID:2377	Multiple_Sclerosis	MS	134	-0.311536658535706	.	YES	-4.43951590030321	9.01614536943616e-06	Smaller	***	8.79074173520026e-05	DOID:10763	Hypertension	HTN	298	DOID:2377	Multiple_Sclerosis	MS	199	-0.282037491550768	.	YES	-5.16374952400404	2.4205154545111e-07	Smaller	***	1.88800205451866e-06
DOID:12858	Huntington's_disease	HD	43	DOID:12858	Huntington's_disease	HD	43	0	.	.	0	1	larger	.	1	DOID:12858	Huntington's_disease	HD	58	DOID:12858	Huntington's_disease	HD	58	0	.	.	0	1	larger	.	1	DOID:12858	Huntington's_disease	HD	84	DOID:12858	Huntington's_disease	HD	84	0	.	.	0	1	larger	.	1
DOID:12858	Huntington's_disease	HD	43	DOID:14330	Parkinson's_disease	PD	108	-0.175707742240932	.	YES	-1.93728472423144	0.0527105485127544	Smaller	.	0.178757512347602	DOID:12858	Huntington's_disease	HD	58	DOID:14330	Parkinson's_disease	PD	167	-0.144397870924817	.	YES	-2.45681945314274	0.0140173113995238	Smaller	.	0.0520642994839455	DOID:12858	Huntington's_disease	HD	84	DOID:14330	Parkinson's_disease	PD	222	-0.151487622075857	.	YES	-3.07640001381208	0.00209516558324452	Smaller	.	0.00961311267606309
DOID:12858	Huntington's_disease	HD	43	DOID:9255	Frontotemporal_dementia	FTD	81	-0.0556736406323803	.	YES	-0.163403324048291	0.870200885848386	Smaller	.	1	DOID:12858	Huntington's_disease	HD	58	DOID:9255	Frontotemporal_dementia	FTD	102	-0.0638480392156864	.	YES	-0.467186767803986	0.640366259843876	Smaller	.	0.973782261508393	DOID:12858	Huntington's_disease	HD	84	DOID:9255	Frontotemporal_dementia	FTD	121	-0.0336971232758372	.	YES	0.0135455130081488	0.989192574796379	larger	.	1
DOID:12858	Huntington's_disease	HD	43	DOID:2377	Multiple_Sclerosis	MS	96	-0.166909786124589	.	YES	-1.64294311149424	0.100394704087913	Smaller	.	0.313231476754289	DOID:12858	Huntington's_disease	HD	58	DOID:2377	Multiple_Sclerosis	MS	134	-0.0870646766169154	.	YES	-1.13489306539296	0.256420125823348	Smaller	.	0.512840251646696	DOID:12858	Huntington's_disease	HD	84	DOID:2377	Multiple_Sclerosis	MS	199	-0.100954038237629	.	YES	-1.82752765242163	0.067620472426049	Smaller	.	0.160382446187767
DOID:14330	Parkinson's_disease	PD	108	DOID:14330	Parkinson's_disease	PD	108	0	.	.	0	1	larger	.	1	DOID:14330	Parkinson's_disease	PD	167	DOID:14330	Parkinson's_disease	PD	167	0	.	.	0	1	larger	.	1	DOID:14330	Parkinson's_disease	PD	222	DOID:14330	Parkinson's_disease	PD	222	0	.	.	0	1	larger	.	1
DOID:14330	Parkinson's_disease	PD	108	DOID:9255	Frontotemporal_dementia	FTD	81	-0.121693121693122	.	YES	-0.400662157821409	0.688668875489352	Smaller	.	1	DOID:14330	Parkinson's_disease	PD	167	DOID:9255	Frontotemporal_dementia	FTD	102	-0.0891200324040309	.	YES	-0.480027861813976	0.63120758160258	Smaller	.	0.973782261508393	DOID:14330	Parkinson's_disease	PD	222	DOID:9255	Frontotemporal_dementia	FTD	121	-0.0211110322427577	.	YES	0.399729639157013	0.689355659195953	larger	.	0.881471170775153
DOID:14330	Parkinson's_disease	PD	108	DOID:2377	Multiple_Sclerosis	MS	96	-0.278560729847495	.	YES	-2.48265726398244	0.0130406490967143	Smaller	.	0.0588507009134401	DOID:14330	Parkinson's_disease	PD	167	DOID:2377	Multiple_Sclerosis	MS	134	-0.230137335286288	.	YES	-2.71780953450095	0.00657156552474778	Smaller	.	0.0269780058384383	DOID:14330	Parkinson's_disease	PD	222	DOID:2377	Multiple_Sclerosis	MS	199	-0.234074117565207	.	YES	-3.67194068008815	0.000240715563517671	Smaller	*	0.00125172093029189
DOID:9255	Frontotemporal_dementia	FTD	81	DOID:9255	Frontotemporal_dementia	FTD	81	0	.	.	0	1	larger	.	1	DOID:9255	Frontotemporal_dementia	FTD	102	DOID:9255	Frontotemporal_dementia	FTD	102	0	.	.	0	1	larger	.	1	DOID:9255	Frontotemporal_dementia	FTD	121	DOID:9255	Frontotemporal_dementia	FTD	121	0	.	.	0	1	larger	.	1
DOID:9255	Frontotemporal_dementia	FTD	81	DOID:2377	Multiple_Sclerosis	MS	96	-0.0834608443188951	.	YES	0.136730314310371	0.891243967202225	larger	.	1	DOID:9255	Frontotemporal_dementia	FTD	102	DOID:2377	Multiple_Sclerosis	MS	134	-0.100524297753506	.	YES	-0.568936017792234	0.569399561299423	Smaller	.	0.925274287111562	DOID:9255	Frontotemporal_dementia	FTD	121	DOID:2377	Multiple_Sclerosis	MS	199	-0.0851961252543711	.	YES	-0.854591923951087	0.392777100097344	Smaller	.	0.600717917795938
DOID:2377	Multiple_Sclerosis	MS	96	DOID:2377	Multiple_Sclerosis	MS	96	0	.	.	0	1	larger	.	1	DOID:2377	Multiple_Sclerosis	MS	134	DOID:2377	Multiple_Sclerosis	MS	134	0	.	.	0	1	larger	.	1	DOID:2377	Multiple_Sclerosis	MS	199	DOID:2377	Multiple_Sclerosis	MS	199	0	.	.	0	1	larger	.	1
