id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45
31	0	0	0.136103607415618	0	0	0	0	0	0	0	0.000944873629441186	0	0	0	0	0.00213043530980867	3.68969558781442e-05	0.00862484155660099	5.59439439073596e-39	0.00650692840625767	0.000460797103406462	0	0	0	0.0376271710522122	4.77347566531837e-06	0.000813813108090816	0	0.000149783997396514	0.00037500582061582	0.00215721575961378	0.000490696090703005	0.00267828808565338	0	0.0177187340457838	0.00205350813920384	0.00368318174849782	0	0	0.762032269384129	0	0	0.0154071789154239	0	0	0
32	0	0	0.999999953680541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63188329820428e-08	0	0	0	0	0	0	6.25674974438895e-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	0	0	0	0	0	0	0	0	0	0	0	0	0.00032469630284997	0	0	0	0.955800721127324	0	0	0	0.043826367424558	0	0	0	0	0	4.75388377314851e-05	0	0	0	0	0	0	0	0	0	0	0	6.7630753655129e-07	0	0	0	0	0	0	0
35	0	0	0	0	0	0	0	6.78913618798771e-08	0	0	0	0	0.0119534003500559	0	0	0	0	0	0	0	0.988046531758582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0	0	0.911654852617485	0	0	0	0	0	0	0	0	0	0	3.91135062296142e-05	0	0	0	0	0	0.00156672275149481	0	0	0	0	0.0730085689390506	5.1575837597635e-07	0	0	0	0	0.000448549727561528	0	0	0	0	0	0	0	0	0	0	0	0.0132816766998027	0	0	0
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
39	7.51021451848599e-15	0	0	0.105813260521081	0	0.183839864567114	0	9.41747024779181e-34	0.00630630797106774	0	0	0	0	0	8.18472585052999e-33	1.73780433419336e-32	0.00462852403666588	9.03720950580641e-06	0	4.61791964706125e-23	0.00668958440639312	2.32596783669911e-18	0.0938307437683728	0	0.0273691201888247	0	0	0.128912384123317	0.0242038195790927	0	0	0	0.143513689290454	0	0	0.0929668484541163	0	0	0	0.0775020532299159	0	0	0.01741230463916	0	0.0870024580149121	0
40	0	0	0	0	0	0	0	0	0	0	0	0	3.2134636141373e-06	0	0	0	0	7.1592386685102e-07	1.62560269645148e-106	0	0.00177363120421052	0	0	8.78506100185926e-10	0.997674779740293	0.000302945706441792	1.98588206219374e-06	0	0	0	6.18222768108332e-06	0	0.000229330739225604	6.05781418398441e-06	0	0	0	1.14532766525447e-08	1.14496663773808e-06	0	0	0	0	0	0	0
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126395122744395	0	0	0	0	0.999873515375643	0	2.98726612486044e-08	0	0	0	5.96289515097931e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	0	0	0	0.372386471796756	0.00785641352810551	0.0151471354161942	0.0169641207382179	0.00536591054206876	0.0108100413013005	0.00355255921384213	0.00141726682018489	0.0111626250561824	0.00427781772961239	0	4.23407945433623e-21	0.0149926662739508	0.0334189404263772	0.00239104064069433	0.00985074511169569	0.000394515125496095	8.06968554240853e-23	0.0478072722785198	0.0255066152574312	6.85448325278486e-21	0.00350363633302526	0.0758533209058377	0.0122277597505659	5.33647590361291e-20	0.0104070020339596	0.00833437518484365	0.0620227775102521	0	0.000650379276559796	0.0177860656389143	0.0493166636214681	0.00305770407390722	0.00925050628325902	0.0100503272572267	0.0127395378249799	0.00535784709654412	0.00160972794273354	0	0.0333906032726639	0	0.10113960873663	0
43	0	0	0	0	0	0	0.0279190310082278	0	0	0	0	0	0	0.00517957623350418	0	0	0	0.000944863551131775	0	0	0	0	0.0256382998719565	8.42732426177242e-05	0	3.00350118138445e-11	0	0	0	0	0	0	0.00625845008698988	0	0	0.0149981307574628	0.91897737511834	0	0	0	5.22229932578216e-13	0	9.92124812642136e-11	0	0	0
44	0	0	0	0	0	0	0	0	0	0	0	0	0.00545902058137555	0	0	0	0.994540979418625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	0	0	0	0.242190214439896	0.0149537265864912	0.0122572470399755	0.0112658295309067	0	3.3814251499507e-16	0.00489459365556209	0.00211921296752664	0	0.00331174679841055	0	1.97839346168246e-17	0.069725241133131	0	0.00727018213141243	2.68174606480857e-15	0	0	0	0.0449894756409226	0	0	0.377451713283638	0	0	0.0325906014474199	0.0106209058617496	0.0554267650476128	0.00441117431832922	0.00991742117723991	0	0	2.46030183498422e-16	0.0189184147689229	0.0526024050064418	0	0.0250831291644069	0	0	8.5607717586379e-16	0	0	0
46	0	0	0	0.0106637048856218	0	0	4.5797534392728e-05	0	0.000994201251489467	0.00787967144988187	0	0.0133739105410307	0	0	1.78586604338607e-18	0	0	0.00395463737506208	0	0	0	0	0.935422364705716	9.37502534508307e-05	0	0.000571317546869692	0	0	0.000852509283090402	0.00159490248616472	0	0	0	0	0	0.0130179099377304	0.00795604917990256	0.00016539863799449	0.00269171388304378	0	0	0	0.000722161048558465	0	0	0
47	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	0	0	0	0.000138893710742119	0	0.000270785257252247	1.41989330199419e-06	0	0.000465538044484188	0	1.90911288907738e-06	0	0	0	6.51368649606423e-49	0	0	0.000187765241845577	0	1.38389431503711e-05	0	0	0.97529139922567	0	9.79701813355204e-17	0	0	0	7.06913647868543e-08	0	0	5.31076975106688e-06	0.00382201524158226	0	0.00113594414366503	0	0.000995699247673072	2.05039630582679e-10	0	1.00668728154695e-06	0.00130211374804496	0	0.0162820394512567	8.3518598256065e-05	7.31786748712908e-07	0
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	1.9702795858186e-16	0	0	0.00813186547112978	0	0.00690073546337607	0	5.49560077826538e-40	0.00011125681625477	1.83663130931104e-77	0.0126384767699182	0	0	0	1.25919710696471e-33	4.60745409425331e-33	6.62437990306576e-06	1.07423741208104e-05	0.817555350514382	0	0	9.78819776159579e-17	0.00209538878097981	0	0.000509051298775862	0	0	0	0.0116872792591901	0.0161377591134492	1.97671137854342e-08	0	0.0232965461635926	0	0	0.0879765062064849	0	0	3.65264626922437e-14	0.000875866920915571	0.0120648936212576	0	1.63707911884534e-06	0	0	0
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	0	0	5.47440655591806e-09	0.000215028024506651	0	0.0402993336328503	0	0	6.64906760923612e-06	0	0.0926393215626086	0	0	0	0.000855272466219053	0	1.44618633887481e-16	0	1.24785991832868e-05	1.11097265803247e-05	0	0	0	8.10895509176684e-06	0.298896343636549	5.34132559135057e-14	0.00120840144125952	5.18952012001101e-12	0.0046169143249247	0.00220358720866014	1.64670913975803e-12	0.000102739497034733	0.516320386395691	0	0	0	0.0405548963496452	0	0	3.79953933197811e-06	0.00204562408374352	0	7.21415464555449e-12	0	0	0
53	0	0	0	0	0.00254458775631413	7.94141113367531e-05	0.000790365621227343	0	0.00691864232525785	0.0104346690620628	3.3221633267065e-42	0	0.000146590705455049	0	0.00233914208554953	0.00261092497354452	0	0.0014686983467266	0.00675233310855684	0.000197164078384386	0	0.0184746646421445	0	0	0.276241831938679	0.00477735079796391	0.00361389792845407	0	0.00537285095494982	0.000386892826628397	0.00660071778001599	0	0.00632173605482594	0.00255337246377015	0	0.00144799400957399	0.00275096892018678	0.00527167265227548	0	0.209242418764192	0.000347782590006459	0	0.0212498960570842	0	0.394875859620233	0.00618755982460064
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
55	0	0	0	0.18386405085139	0	5.01504241347234e-98	0.451715313839663	0.00638149436680217	0.00434316284764033	0.00422164122906954	0.000565485413670046	0	0.00270629878868981	0	0.0113312077635209	0	0	0.00169150088852366	5.56964414024582e-55	0.000137431285385933	0.00674824057469714	0	0.00504260362844568	0.00235614875764854	0.00158592260456968	0.117635604146814	0.00153173134333929	2.97252363488206e-56	0	0	0.00673198243821232	0	0.00323949550755839	0.00100602488916773	0	0.00233287594774901	0	0.000803862158773104	0.00020153627606049	0.0082666788436017	0.0312826352195268	0	0.0157546889970348	1.76816643043999e-97	0.00768155060474635	0.120840830787699
56	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	0	0.0154189201514921	0.0139938019922081	0.0337614606484038	0.0178942378546945	0.0101402160806625	0.00986921918835068	0.00810248941912805	0.0140774385058973	0.0116970827545017	0.00126842026540768	0.0285911931721567	0.00563845181338302	0.0107357047070344	0.00457228539006553	0.0120333943496401	0.0342189267930945	0.0886425425033766	0.0148443704067621	0.00888160042201946	0.0138094543670929	0.0339902158675448	0.0453279228429115	0.00754603997571953	0.0118339073658311	0.00754028543080244	0.017892476884436	0.00753981146558884	0.0108610337954216	0.00551188522995982	0.0107624922297747	0.0496584058997203	0.0191249945699337	0.00428585363814628	0.00961052525472012	0.0151413098288504	0.0191178372674601	0.158825449782451	0.0172164861159418	0.027516105337899	0.00807111398284482	0	0.00826311027827763	0.0270690252554661	0.103962827433538	0.0151396734813896
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70578249309489e-232	0	1	0	0	0	0	0	0	3.00999229955197e-233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	0	0	0	0	0	0	0	0	0	0	1.76671501705766e-50	0	0	0	3.24686679837546e-48	0	0	0	1.11049048857851e-145	0	4.08773938522081e-27	0	0	0.000230114718295382	0	0.999769885281705	0	2.87666889252935e-132	0	0	1.50238108564876e-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	0	0	0	0	0	0	0	0	0	0	0	0	9.31618658341581e-06	0	0	0	0.999990683806616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.80030717509895e-12	0	0	0	0	0	0	0
62	0	0	0	0.00448998650589485	0	0	0	0	0	0	0.0343525738316772	0	0	0	1.95112590882655e-11	0	0	0	0	0	0	0.00190878256107239	0	0	0.0901622273001471	0	0	0	0.00147859972134802	0	0	1.21961937604225e-05	0.865311869326101	0	0	0	0.00168977843973007	3.357593761926e-05	0	0.000560410163138267	0	0	0	0	0	0
63	0	0	0	0.00438826610600637	0.000900681035501392	0.000615451677853907	0	0.00264302274105921	0.0228702206207651	0.0064461056822044	3.02848365120499e-39	0	0.0016185445788445	0	4.35932193288091e-22	0.0080912096476533	0.0047153013935117	0	0.173692331416777	3.02947145967367e-38	0	0.599511613395672	0	0	0	0.0125733334822851	0	0	0.0263415267674587	0.00153699885703909	0.0244309380944669	0.0188253043900091	0.0200007193458228	0	0	0.0239573450881577	0.00729815576989259	0	0	0.0165014363556602	0.0173682249730553	0	0.00567326858030385	0	0	0
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7515714288149e-12	0	0	0	0	0	0	0	0.999995928576298	0	0	0	0	5.72723501565051e-23	0	0	0	0	0	0	0	0	0	4.07142195042112e-06	0	0	0	0	0	0	0	0
65	0	0	0	0	0	0	0	0	0	0.000283548527804803	0	0	0	0	0	0.000153709982735408	0	0	0.687292646994678	0	0	0.273459987949304	0	0	0	0	0	0	0	0.00141441132083302	0	0.000187394803782922	0.00534700257171904	0	0	0.00116793520493258	0.000403611340443342	0	0	0.0302897513037672	0	0	0	0	0	0
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78823980591695e-46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
67	1.29931296419556e-58	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01911374935254e-105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
68	0	0	0	0	0	0	0	0	0	0	4.42355838876854e-05	0	0	0	4.78225925885267e-08	0	0	0	0	0	0	0	0.99995571659352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	0	0	0	0.00226904910370744	6.49099389446121e-06	0.419571300398722	0	0	0	0.000175905803370014	7.18778034986715e-10	0	0	0	0.0020144066141948	0.00116989490794426	0	0.105064879229051	1.0061173597051e-06	0	0	0.20665837048773	0.000423742773829402	0	0	6.78445203814461e-08	0	0	0.0144876028971389	0.00586318270205534	1.99900050044052e-06	0.000102202380387317	0.0120374110238392	0	0	0.00520201375012457	0.223183698195456	0	0.000128685327939245	0.000492285954006967	0	0	0.0011458037754507	0	0	0
