id	name	K
814	1993	19
815	1994	29
816	1995	33
817	1996	12
818	199731	39
819	199953	43
820	2	39
821	20	21
822	200081	19
823	200162	21
824	200205	16
825	200424	5
826	200576	6
827	200734	40
828	200844	22
829	2009	8
830	200933	22
831	2010	7
832	2011	10
833	201161	44
834	201475	7
835	201562	30
836	201595	20
837	201625	4
838	2017	25
839	2020	44
840	2021	16
841	2023	39
842	202333	36
843	2026	32
844	2027	15
845	2029	9
846	203	37
847	203068	32
848	203238	21
849	2033	15
850	2035	20
851	2036	10
852	2037	22
853	2038	3
854	2039	39
855	2040	7
856	2042	45
857	2043	14
858	2044	3
859	2045	3
860	2046	32
861	2047	3
862	2048	37
863	2049	21
864	205	16
865	2050	40
866	2051	21
867	2053	31
868	2058	17
869	2059	14
870	2060	37
871	2066	14
872	207	39
873	2079	36
874	208	39
875	2098	6
876	21	3
877	210	41
878	2107	5
879	2108	16
880	2109	16
881	2110	7
882	2125	23
883	213	24
884	2130	31
885	2132	22
886	214	6
887	215	31
888	2150	41
889	2152	5
890	2157	35
891	216	28
892	217	16
893	2170	0
894	2173	4
895	2177	21
896	2180	44
897	2181	20
898	2182	45
899	2184	3
900	2185	0
901	219	16
902	219287	16
903	2193	10
904	2194	20
905	2197	32
906	219738	43
907	219771	20
908	219793	22
909	219927	16
910	22	39
911	220164	0
912	220988	29
913	221	36
914	221037	21
915	221061	18
916	221092	43
917	221178	15
918	221184	8
919	221322	44
920	221400	22
921	221424	4
922	221545	44
923	221613	44
924	221692	21
925	221935	37
926	221981	20
927	222236	40
928	2224	31
929	222950	43
930	223	16
931	2235	9
932	2239	24
933	224	20
934	2242	3
935	2243	32
936	2244	0
937	2245	3
938	2247	35
939	225	31
940	2257	32
941	226	32
942	2261	35
943	2263	34
944	2266	40
945	2268	5
946	2271	5
947	2273	3
948	2274	42
949	22794	3
950	2280	28
951	22800	28
952	22808	40
953	2281	36
954	22820	5
955	22821	8
956	22824	31
957	22826	21
958	22832	2
959	22836	45
960	22837	16
961	22839	14
962	22841	23
963	22843	5
964	22844	3
965	22848	39
966	22849	7
967	22852	30
968	22853	9
969	22854	31
970	22859	3
971	2286	35
972	22864	36
973	22865	16
974	22866	30
975	2287	18
976	22870	24
977	22871	14
978	22872	36
979	22874	40
980	22878	23
981	2288	39
982	22883	29
983	22884	45
984	22885	4
985	22890	21
986	22891	44
987	22895	3
988	229	17
989	2290	35
990	22902	16
991	22905	6
992	22906	4
993	22907	45
994	22908	7
995	22911	22
996	22913	29
997	22915	21
998	22919	19
999	22920	36
1000	22921	16
1001	22924	36
1002	22927	35
1003	22930	25
1004	22931	4
1005	22933	26
1006	22938	36
1007	22941	14
1008	22948	24
1009	22954	35
1010	22978	4
1011	22979	45
1012	22980	44
1013	22981	2
1014	22983	39
1015	22984	20
1016	22985	21
1017	22990	17
1018	22992	44
1019	22994	26
1020	22995	2
1021	22998	45
1022	22999	3
1023	23	38
1024	230	29
1025	23001	42
1026	23002	18
1027	23007	45
1028	23011	25
1029	23012	18
1030	23013	43
1031	23017	28
1032	23019	2
1033	23020	35
1034	23023	21
1035	23024	30
1036	23025	30
1037	23026	29
1038	23028	36
1039	23031	28
1040	23033	44
1041	23036	43
1042	23037	34
1043	23039	28
1044	23040	25
1045	23041	21
1046	23043	3
1047	23046	22
1048	23047	43
1049	23048	25
1050	23049	15
1051	23052	45
1052	23053	39
1053	23060	44
1054	23061	7
1055	23065	20
1056	23066	30
1057	23071	40
1058	23072	22
1059	23074	16
1060	23075	25
1061	23077	8
1062	23078	16
1063	23085	26
1064	23086	25
1065	23090	39
1066	23092	3
1067	23094	26
1068	23095	37
1069	23096	3
1070	231	16
1071	23102	39
1072	23107	20
1073	23108	28
1074	23109	37
1075	23111	37
1076	23112	26
1077	23113	34
1078	23114	25
1079	23116	45
1080	23122	39
1081	23127	35
1082	23129	18
1083	23131	21
1084	23136	10
1085	23137	21
1086	23138	6
1087	2314	35
1088	23140	43
1089	23143	22
1090	23145	39
1091	23151	4
1092	23152	36
1093	23154	38
1094	23155	20
1095	23157	23
1096	2316	39
1097	23161	44
1098	23162	5
1099	23163	25
1100	23164	10
1101	23165	20
1102	23167	20
1103	2317	9
1104	23170	39
1105	23176	23
1106	23177	25
1107	2318	35
1108	23180	16
1109	23181	16
1110	23186	2
1111	23187	45
1112	2319	40
1113	23191	45
1114	23193	28
1115	23195	44
1116	23196	39
1117	23197	38
1118	23199	39
1119	23201	6
1120	23203	25
1121	23204	7
1122	23205	44
1123	23208	3
1124	23209	3
1125	2321	14
1126	23211	21
1127	23215	44
1128	23216	36
1129	23218	31
1130	23221	5
1131	23223	20
1132	23224	25
1133	23225	44
1134	23228	25
1135	23229	21
1136	23230	25
1137	23233	30
1138	23234	37
1139	23236	10
1140	23237	40
1141	2324	18
1142	23242	30
1143	23243	24
1144	23244	21
1145	23248	21
1146	23250	45
1147	23251	37
1148	23254	36
1149	23255	7
1150	23256	20
1151	23258	7
1152	23263	28
1153	23265	36
1154	23266	25
1155	23268	24
1156	23269	32
1157	23270	24
1158	23271	26
1159	23277	15
1160	23279	7
1161	23281	13
1162	23284	22
1163	23285	22
1164	23286	28
1165	23287	32
1166	23288	36
1167	23293	6
1168	23294	42
1169	23295	22
1170	23301	20
1171	23303	8
1172	23304	43
1173	23307	9
1174	23309	44
1175	23310	43
1176	23314	44
1177	23316	19
1178	23317	18
1179	2332	3
1180	23321	22
1181	23322	2
1182	23325	39
1183	23327	39
1184	23328	25
1185	23331	2
1186	23332	26
1187	23334	4
1188	23335	44
1189	23336	3
1190	23339	36
1191	23344	20
1192	23345	25
1193	23347	4
1194	23348	9
1195	23349	8
1196	2335	22
1197	23352	21
1198	23353	15
1199	23355	16
1200	23358	44
1201	23362	3
1202	23365	28
1203	23367	44
1204	23368	19
1205	23370	39
1206	23371	42
1207	23373	22
1208	23376	22
1209	23380	25
1210	23381	39
1211	23382	45
1212	23384	36
1213	23385	37
1214	23387	42
1215	23389	16
1216	23390	3
1217	23392	25
1218	23394	21
1219	23395	16
1220	23396	3
1221	23405	17
1222	23406	35
1223	23408	21
1224	23410	16
1225	23412	39
1226	23416	31
1227	23417	44
1228	23420	32
1229	23423	22
1230	23426	37
1231	23428	7
1232	23431	39
1233	23433	36
1234	23435	35
1235	23438	16
1236	23446	4
1237	23450	5
1238	23451	21
1239	23466	21
1240	23474	36
1241	23478	45
1242	23479	36
1243	23481	21
1244	23499	25
1245	23500	36
1246	23503	36
1247	23504	29
1248	23505	40
1249	23507	8
1250	23511	44
1251	23513	14
1252	23517	24
1253	23518	16
1254	23521	31
1255	23523	21
1256	23524	21
1257	23527	44
1258	23530	12
1259	23534	8
1260	23542	28
1261	23543	29
1262	23544	35
1263	23548	4
1264	23549	20
1265	23550	6
1266	23558	6
1267	23560	45
1268	23576	40
1269	23580	20
1270	23581	22
1271	23589	29
1272	23592	20
1273	23597	26
1274	23598	42
1275	23603	20
1276	23607	37
1277	23609	22
1278	23616	3
1279	23633	31
1280	23636	13
1281	23637	25
1282	23644	44
1283	23646	18
1284	23647	25
1285	23654	3
1286	23657	20
1287	23659	22
1288	23670	45
1289	23673	7
1290	23705	22
1291	23708	8
1292	23710	17
1293	23761	37
1294	23762	3
1295	23770	7
1296	23780	7
1297	23786	7
1298	23788	39
1299	24	19
1300	24137	21
1301	24149	20
1302	246213	16
1303	246269	31
1304	2475	39
1305	249	21
1306	2495	36
1307	2512	32
1308	2521	29
1309	2530	44
1310	253260	10
1311	2533	3
1312	2534	14
1313	253559	4
1314	2539	16
1315	253943	25
1316	253959	10
1317	254048	43
1318	254102	25
1319	254122	31
1320	254263	31
1321	254427	6
1322	2547	31
1323	2548	44
1324	254863	30
1325	2550	22
1326	255057	7
1327	255252	45
1328	2554	22
1329	2555	22
1330	2556	22
1331	255626	44
1332	2560	6
1333	2561	6
1334	256158	44
1335	2562	29
1336	256309	4
1337	2566	22
1338	256714	2
1339	256957	44
1340	2571	36
1341	257160	24
1342	257194	35
1343	2572	7
1344	257218	21
1345	257407	45
1346	25758	25
1347	25777	20
1348	25782	11
1349	25791	22
1350	25793	31
1351	25796	38
1352	2580	24
1353	25801	36
1354	2581	21
1355	25813	16
1356	25814	30
1357	25821	4
1358	25822	21
1359	25824	3
1360	25830	28
1361	25831	24
1362	25836	21
1363	25839	36
1364	2584	39
1365	25843	24
1366	25851	37
1367	25852	36
1368	25873	21
1369	25874	43
1370	25875	30
1371	25880	16
1372	25885	7
1373	259	29
1374	2590	43
1375	25900	4
1376	25901	36
1377	25902	16
1378	25912	45
1379	25914	39
1380	259173	23
1381	25921	45
1382	259217	3
1383	259232	25
1384	25924	39
1385	25925	36
1386	259266	21
1387	25927	44
1388	25930	6
1389	25932	28
1390	25934	31
1391	25940	44
1392	25941	39
1393	25953	11
1394	25959	42
1395	2596	28
1396	25960	3
1397	25963	45
1398	2597	32
1399	25977	25
1400	25978	8
1401	25989	7
1402	25994	12
1403	25999	44
1404	26000	16
1405	26003	40
1406	26010	20
1407	26011	36
1408	26012	36
1409	26019	28
1410	26024	7
1411	26027	4
1412	26031	42
1413	26036	29
1414	26037	30
1415	26040	43
1416	260425	14
1417	26045	3
1418	26046	24
1419	26047	15
1420	26049	17
1421	26050	45
1422	26051	36
1423	26052	5
1424	26056	23
1425	26057	25
1426	26058	3
1427	26059	24
1428	26060	25
1429	26063	20
1430	26084	16
1431	26086	36
1432	26090	45
1433	26091	22
1434	26094	8
1435	26098	24
1436	26100	32
1437	26115	15
1438	26127	25
1439	26128	44
1440	26130	25
1441	26133	38
1442	26135	32
1443	26146	3
1444	26154	3
1445	26160	22
1446	26168	21
1447	2617	26
1448	261726	25
1449	26207	43
1450	26227	22
1451	26229	31
1452	26230	32
1453	26232	3
1454	26270	44
1455	26275	16
1456	26276	25
1457	26278	36
1458	26286	34
1459	26289	9
1460	2629	40
1461	2631	39
1462	2632	21
1463	26353	8
1464	26354	35
1465	26355	3
1466	2639	39
1467	26470	22
1468	2648	15
1469	26504	22
1470	26505	6
1471	26507	22
1472	26509	16
1473	26515	4
1474	26517	16
1475	26519	16
1476	26520	16
1477	26523	2
1478	26575	44
1479	26578	36
1480	26580	7
1481	26589	16
1482	26608	45
1483	2661	32
1484	2664	22
1485	2665	25
1486	266553	35
1487	266727	3
1488	2670	42
1489	2673	39
1490	2674	29
1491	26750	28
1492	2686	31
1493	26873	3
1494	26953	16
1495	26958	38
1496	26960	25
1497	2697	39
1498	26973	5
1499	26985	24
1500	26986	35
1501	26994	37
1502	26999	25
1503	27	14
1504	27005	14
1505	27020	20
1506	27031	30
1507	27032	31
1508	27034	18
1509	27043	21
1510	27044	35
1511	27065	7
1512	27067	44
1513	27068	16
1514	27072	18
1515	27089	3
1516	27095	23
1517	271	4
1518	2710	25
1519	27101	5
1520	27124	4
1521	27125	21
1522	27127	37
1523	2713	37
1524	27130	5
1525	27131	25
1526	27132	4
1527	27133	43
1528	27141	7
1529	27145	18
1530	27148	34
1531	27161	2
1532	27165	41
1533	27175	39
1534	27183	8
1535	27229	36
1536	27236	36
1537	27239	22
1538	27243	8
1539	27247	31
1540	27248	3
1541	27255	3
1542	273	37
1543	2730	5
1544	27316	35
1545	27327	26
1546	27339	42
1547	27340	36
1548	27342	42
1549	27343	36
1550	27347	28
1551	2739	44
1552	274	0
1553	2741	26
1554	27429	28
1555	2743	28
1556	27430	31
1557	2744	16
1558	27445	25
1559	2745	41
1560	2746	12
1561	2752	7
1562	2767	16
1563	2768	28
1564	2770	44
1565	2771	44
1566	2773	44
1567	2774	5
1568	2775	44
1569	2776	44
1570	2778	44
1571	2781	5
1572	2782	44
1573	2783	5
1574	2784	44
1575	2785	5
1576	2786	5
1577	2788	44
1578	2794	22
1579	2800	36
1580	2801	42
1581	2802	12
1582	2803	37
1583	2804	25
1584	2805	21
1585	2806	21
1586	2810	39
1587	2817	31
1588	2819	22
1589	2821	39
1590	2823	31
1591	2824	31
1592	282973	6
1593	282974	3
1594	282991	36
1595	28316	44
1596	283234	13
1597	283373	24
1598	283450	5
1599	283455	5
1600	283635	25
1601	283638	26
1602	283742	37
1603	283820	39
1604	283871	16
1605	284069	40
1606	284111	31
1607	284119	25
1608	284217	21
1609	284273	16
1610	284403	39
1611	284434	8
1612	284439	36
1613	284656	5
1614	284992	36
1615	28512	16
1616	285172	45
1617	285313	16
1618	285513	3
1619	285527	36
1620	285590	39
1621	285636	39
1622	286	21
1623	286046	4
1624	286077	19
1625	286205	44
1626	286410	44
1627	287	25
1628	2870	45
1629	2873	22
1630	2876	30
1631	2879	28
1632	288	17
1633	2885	0
1634	2887	14
1635	2890	29
1636	2891	37
1637	2892	41
1638	2893	9
1639	2894	3
1640	2895	10
1641	28952	19
1642	28956	14
1643	28957	16
1644	28958	9
1645	28964	28
1646	28966	3
1647	2897	4
1648	28973	20
1649	28976	16
1650	2898	22
1651	28981	26
1652	28985	2
1653	28988	27
1654	2899	2
1655	28992	4
1656	29	25
1657	2900	16
1658	2901	22
1659	2902	22
1660	29028	16
1661	2903	14
1662	2904	14
1663	2905	22
1664	2906	14
1665	29062	44
1666	29078	16
1667	29088	13
1668	2909	44
1669	29091	45
1670	29094	4
1671	291	39
1672	2911	15
1673	29110	2
1674	29117	32
1675	29119	42
1676	2912	7
1677	29127	4
1678	2913	3
1679	2914	44
1680	2915	22
1681	2917	9
1682	2918	20
1683	292	11
1684	2923	38
1685	2926	16
1686	293	36
1687	2931	39
1688	2932	28
1689	2934	0
1690	2935	42
1691	2936	22
1692	2941	22
1693	2944	40
1694	2946	4
1695	2947	0
1696	2949	4
1697	2950	39
1698	2954	3
1699	2957	43
1700	2969	36
1701	2975	21
1702	29760	6
1703	29761	0
1704	29763	10
1705	29767	44
1706	2977	10
1707	29789	37
1708	29801	45
1709	2983	10
1710	29843	7
1711	29850	11
1712	29855	17
1713	2987	16
1714	29888	24
1715	29919	3
1716	2992	22
1717	29920	16
1718	29924	3
1719	29927	39
1720	29934	29
1721	29941	36
1722	29944	22
1723	29953	23
1724	29957	23
1725	29959	32
1726	29965	35
1727	29966	24
1728	29968	8
1729	2997	40
1730	29978	6
1731	29979	6
1732	29982	36
1733	29993	3
1734	30	7
1735	3000	3
1736	30000	36
1737	30011	22
1738	3005	15
1739	3006	31
1740	3007	21
1741	3008	31
1742	3009	31
1743	301	30
1744	3012	15
1745	3014	15
1746	3015	21
1747	3018	31
1748	302	32
1749	3020	15
1750	3021	31
1751	3024	15
1752	3028	16
1753	3029	12
1754	3030	16
1755	3032	32
1756	3033	16
1757	3035	4
1758	3039	22
1759	3043	40
1760	3045	21
1761	3046	21
1762	3050	22
1763	3054	5
1764	3055	22
1765	306	21
1766	3064	3
1767	3066	15
1768	3069	21
1769	307	11
1770	3070	43
1771	3074	31
1772	3075	0
1773	308	34
1774	30811	3
1775	30818	29
1776	30819	3
1777	30820	44
1778	30833	4
1779	30844	3
1780	30845	11
1781	30846	16
1782	30849	35
1783	30851	22
1784	309	21
1785	3092	36
1786	3093	35
1787	3094	12
1788	3096	34
1789	30968	12
1790	3097	28
1791	3098	16
1792	3099	12
1793	31	24
1794	310	28
1795	3101	28
1796	311	35
1797	3141	24
1798	3145	18
1799	3146	39
1800	3148	35
1801	3149	21
1802	3155	12
1803	3159	15
1804	316	3
1805	3161	30
1806	3163	7
1807	317	44
1808	3176	29
1809	317719	44
1810	317772	15
1811	3178	29
1812	3181	29
1813	3182	29
1814	3183	35
1815	3184	29
1816	3185	29
1817	3187	29
1818	3188	29
1819	3189	29
1820	3190	29
1821	3191	35
1822	319101	36
1823	3192	35
1824	320	39
1825	3208	35
1826	321	39
1827	322	10
1828	324	25
1829	3240	0
1830	3241	22
1831	3251	4
1832	3265	11
1833	326624	16
1834	326625	16
1835	3267	3
1836	3268	3
1837	3269	25
1838	327	22
1839	3276	29
1840	3280	35
1841	3281	36
1842	3295	16
1843	3299	36
1844	33	2
1845	3300	38
1846	3301	16
1847	3303	5
1848	3304	34
1849	3305	24
1850	3306	32
1851	3308	17
1852	3309	8
1853	3310	35
1854	3312	28
1855	3313	32
1856	3315	3
1857	3320	5
1858	3321	15
1859	3324	44
1860	3326	5
1861	3329	1
1862	3336	32
1863	3337	39
1864	3339	25
1865	334	40
1866	335	0
1867	337	31
1868	3376	4
1869	338	0
1870	3382	36
1871	338699	18
1872	338785	13
1873	339122	44
1874	339766	21
1875	339829	31
1876	339965	36
1877	34	16
1878	340371	22
1879	340527	36
1880	3416	22
1881	341640	43
1882	3417	4
