273	1759
273	1785
273	26052
273	824
273	161
273	1020
273	5530
273	274
273	5532
273	25977
273	8867
273	9901
6455	1759
6455	1785
6455	26052
6455	6456
6455	7534
6455	10015
6455	6457
6455	7431
6455	392
6455	23176
6455	5689
6455	10570
6455	10059
6455	6812
6455	3778
6455	57030
6455	114569
6455	192683
6455	999
6455	8867
6455	1783
6455	9901
1759	1785
1759	2885
1759	29993
1759	6456
1759	5621
1759	3064
1759	6453
1759	5217
1759	50807
1759	6714
1759	1020
1759	5530
1759	25
1759	274
1785	2885
1785	6456
1785	10574
1785	7919
1785	3064
1785	6453
1785	2801
1785	6262
1785	1639
1785	1780
1785	2580
1785	22941
1785	50944
1785	7415
1785	6714
1785	26060
1785	25
1785	1398
1785	2017
1785	3146
1785	5837
1785	5479
1785	51678
1785	6187
26052	2534
26052	25
26052	5536
26052	5708
2923	7415
2923	10549
2923	821
2923	1327
2923	55848
2923	811
2923	6328
22808	5894
22808	4301
8470	7534
8470	7531
8470	10006
8470	22839
8470	2801
8470	6133
8470	5062
8470	2195
8470	25
8470	87
8470	146705
8470	81
8470	8867
8470	8936
2885	3265
2885	9228
2885	10015
2885	2512
2885	2495
2885	10342
2885	1742
2885	10006
2885	5621
2885	1191
2885	3309
2885	58512
2885	22839
2885	7431
2885	4130
2885	28964
2885	1627
2885	2316
2885	10188
2885	5799
2885	998
2885	5781
2885	3190
2885	10657
2885	10540
2885	10236
2885	3183
2885	2954
2885	22941
2885	50807
2885	80852
2885	7415
2885	5062
2885	6711
2885	3845
2885	85358
2885	5530
2885	25
2885	23114
2885	23230
2885	22999
2885	1271
2885	2799
2885	6137
2885	6237
2885	2550
2885	27154
2885	2571
2885	287
2885	26275
2885	274
2885	2023
2885	2
2885	1337
2885	1892
2885	2271
2885	2098
2885	9093
2885	5930
2885	7316
2885	25758
2885	25930
2885	26153
2885	4627
2885	4509
2885	1315
2885	373156
2885	3937
2885	5532
2885	7311
2885	9229
2885	2047
2885	51726
2885	3856
2885	79869
2885	4133
2885	448834
2885	60314
2885	51560
2885	3780
2885	399687
2885	7317
2885	8867
2885	8766
2885	9266
2885	9729
2885	9901
2885	9054
2885	8506
2885	675
2885	8853
2885	3568
2885	51762
2885	51596
2885	9948
2885	6506
2885	8936
29993	7534
29993	2495
29993	667
29993	3064
29993	3190
29993	27316
29993	6711
29993	4137
29993	25
29993	4509
29993	2778
29993	8522
29993	30845
29993	8867
29993	84457
6456	10015
6456	6457
6456	22839
6456	6453
6456	2534
6456	10657
6456	2010
6456	10570
6456	71
6456	50807
6456	1781
6456	57030
6456	25930
6456	3937
6456	8867
6456	9901
22895	5864
22895	8573
22895	5874
6548	3265
6548	7529
6548	3845
6548	801
6548	9448
6548	999
6548	5534
6548	11261
3303	5792
3303	3320
3303	192111
3303	6622
3303	9131
3303	4137
3303	10963
3303	22919
3303	6767
3303	999
3303	9693
3303	9868
3303	6620
3265	5898
3265	8773
3265	5894
3265	1495
3265	10006
3265	1838
3265	4684
3265	1739
3265	1741
3265	4301
3265	4478
3265	1173
3265	6558
3265	5792
3265	998
3265	23176
3265	5573
3265	23673
3265	8476
3265	4905
3265	27131
3265	10397
3265	4140
3265	5861
3265	11031
3265	140885
3265	23157
3265	7165
3265	5413
3265	4067
3265	1499
3265	476
3265	23043
3265	6711
3265	6714
3265	6708
3265	6709
3265	3845
3265	4155
3265	85358
3265	5870
3265	6845
3265	10211
3265	50488
3265	10458
3265	23513
3265	1267
3265	4082
3265	5910
3265	23236
3265	2776
3265	3107
3265	23191
3265	51715
3265	338
3265	1525
3265	6844
3265	301
3265	310
3265	23646
3265	10381
3265	118
3265	989
3265	11059
3265	23011
3265	10890
3265	2011
3265	157922
3265	120
3265	3482
3265	1500
3265	10652
3265	54927
3265	10801
3265	10938
3265	255057
3265	9341
3265	11311
3265	10493
3265	9448
3265	999
3265	7037
3265	5362
3265	214
3265	6507
3265	1947
3265	112
3265	5333
3265	55752
3265	6566
3265	6520
3265	2036
3265	8502
3265	10067
3265	158358
3265	5872
3265	9475
3265	9522
3265	8495
3265	490
3265	493
3265	682
3265	2035
3265	5097
3265	5297
3265	9066
3265	9230
3265	9253
3265	25921
3265	255252
3265	65108
3265	119
3265	23603
3265	5361
3265	11261
3265	27020
