#flatfile
0	NG	220988
0	NG	2521
0	NG	653464
0	NG	89832
0	NG	7114
0	NG	645455
0	NG	341883
0	NG	3858
0	NG	1727
0	NG	8497
0	NG	9369
0	NG	80086
0	NG	3503
0	NG	3500
0	NG	3507
0	NG	3493
0	NG	3514
0	NG	26024
0	NG	89
0	NG	3324
0	NG	440915
0	NG	387751
0	NG	391634
0	NG	388344
0	NG	729708
0	NG	345630
0	NG	441400
0	NG	3502
0	NG	113157
0	NG	79684
0	NG	646875
0	NG	653162
0	NG	728953
0	NG	643949
1	G1	2820
1	G1	4129
1	G1	80221
1	G1	80255
1	G1	30
1	G1	56954
1	G1	58485
1	G1	11112
1	G1	6627
1	G1	6632
1	G1	23413
1	G1	57017
1	G1	57515
1	G1	55737
1	G1	3417
1	G1	5902
1	G1	310
1	G1	1983
1	G1	128866
1	G1	5528
1	G1	164
1	G1	55707
1	G1	7514
1	G1	1973
1	G1	10694
1	G1	728294
1	G1	1655
1	G1	5719
1	G1	8467
1	G1	7311
1	G1	10959
1	G1	5062
1	G1	10640
1	G1	57016
1	G1	9694
1	G1	7881
1	G1	2629
1	G1	5695
1	G1	7919
1	G1	6233
1	G1	2058
1	G1	1457
1	G1	92675
1	G1	9318
1	G1	5007
1	G1	6009
1	G1	22800
1	G1	6456
1	G1	5058
1	G1	6515
1	G1	5876
1	G1	6813
1	G1	7251
1	G1	622
1	G1	9060
1	G1	55915
1	G1	6135
1	G1	8623
1	G1	8659
1	G1	27430
1	G1	22
1	G1	353
1	G1	50
1	G1	3028
1	G1	2110
1	G1	2934
1	G1	10015
1	G1	23549
1	G1	2272
1	G1	1459
1	G1	1460
1	G1	529
1	G1	10120
1	G1	2108
1	G1	5464
1	G1	10056
1	G1	2193
1	G1	55611
1	G1	1073
1	G1	9924
1	G1	5289
1	G1	2931
1	G1	506
1	G1	219
1	G1	1937
1	G1	51560
1	G1	3313
1	G1	3799
1	G1	498
1	G1	30849
1	G1	3309
1	G1	6139
1	G1	3326
1	G1	80777
1	G1	2023
1	G1	64087
1	G1	1891
1	G1	56922
1	G1	6457
1	G1	5566
1	G1	5211
1	G1	387
1	G1	5315
1	G1	392
1	G1	5499
1	G1	10434
1	G1	5516
1	G1	3837
1	G1	5682
1	G1	5683
1	G1	7167
1	G1	527
1	G1	5684
1	G1	5685
1	G1	5687
1	G1	5690
1	G1	5689
1	G1	5691
1	G1	5694
1	G1	10093
1	G1	10574
1	G1	6229
1	G1	60314
1	G1	9868
1	G1	23521
1	G1	4905
1	G1	2597
1	G1	5717
1	G1	1743
1	G1	23256
1	G1	7277
1	G1	2026
1	G1	25843
1	G1	6136
1	G1	43
1	G1	10399
1	G1	7336
1	G1	217
1	G1	1213
1	G1	8120
1	G1	2771
1	G1	4738
1	G1	6133
1	G1	6132
1	G1	6804
1	G1	396
1	G1	10072
1	G1	25874
1	G1	57486
1	G1	55968
1	G1	5861
1	G1	10094
1	G1	2232
1	G1	5867
1	G1	71
1	G1	51706
1	G1	5704
1	G1	7531
1	G1	492
1	G1	140735
1	G1	2752
1	G1	5700
1	G1	875
1	G1	3612
1	G1	1173
1	G1	9615
1	G1	6175
1	G1	5901
1	G1	491
1	G1	57502
1	G1	5576
1	G1	5236
1	G1	3295
1	G1	6513
1	G1	5701
1	G1	5705
1	G1	5515
1	G1	5245
1	G1	382
1	G1	9520
1	G1	6888
1	G1	5048
1	G1	5160
1	G1	5518
1	G1	51727
1	G1	3692
1	G1	80273
1	G1	11331
1	G1	5707
1	G1	6301
1	G1	22933
1	G1	2539
1	G1	5708
1	G1	5702
1	G1	5714
1	G1	10213
1	G1	8803
1	G1	5709
1	G1	6208
1	G1	6193
1	G1	1778
1	G1	10857
1	G1	5110
1	G1	56886
1	G1	1431
1	G1	2109
1	G1	10726
1	G1	1892
1	G1	10552
1	G1	10097
1	G1	6122
1	G1	22919
1	G1	2806
1	G1	5034
1	G1	1503
1	G1	9352
1	G1	23408
1	G1	6160
1	G1	513
1	G1	2271
1	G1	6203
1	G1	10109
1	G1	8428
1	G1	47
1	G1	10963
1	G1	4704
1	G1	10972
1	G1	51014
1	G1	1314
1	G1	471
1	G1	128
1	G1	7295
1	G1	6188
1	G1	6143
1	G1	6125
1	G1	6201
1	G1	2617
1	G1	5214
1	G1	10576
1	G1	7203
1	G1	6950
1	G1	3329
1	G1	4357
1	G1	10808
1	G1	5478
1	G1	3305
1	G1	3336
1	G1	7415
1	G1	2664
1	G1	51067
1	G1	7317
1	G1	4736
1	G1	16
1	G1	132001
1	G1	1384
1	G1	5230
1	G1	10575
1	G1	3308
1	G1	11315
1	G1	1020
1	G1	1509
1	G1	9899
1	G1	5510
1	G1	5501
1	G1	5594
1	G1	5530
1	G1	5692
1	G1	5686
1	G1	7001
1	G1	23230
1	G1	2098
1	G1	55748
1	G1	18
1	G1	2799
1	G1	6137
1	G1	2653
1	G1	2571
1	G1	26275
1	G1	7178
1	G1	1737
1	G1	5604
1	G1	1803
1	G1	5581
1	G1	27095
1	G1	6158
1	G1	9093
1	G1	3033
1	G1	5595
1	G1	7511
1	G1	509
1	G1	10058
1	G1	51056
1	G1	80198
1	G1	6648
1	G1	26227
1	G1	6390
1	G1	6389
1	G1	4720
1	G1	493
1	G1	10243
1	G1	1428
1	G1	126003
1	G1	5063
1	G1	9349
1	G1	6146
1	G1	4627
1	G1	10486
1	G1	4513
1	G1	10247
1	G1	6342
1	G1	10228
1	G1	56896
1	G1	55739
1	G1	6191
1	G1	22908
1	G1	1315
1	G1	271
1	G1	3419
1	G1	5567
1	G1	10383
1	G1	55738
1	G1	2879
1	G1	5869
1	G1	9588
1	G1	23530
1	G1	10935
1	G1	5536
1	G1	10059
1	G1	10681
1	G1	1622
1	G1	5162
1	G1	23597
1	G1	84263
1	G1	989
1	G1	5534
1	G1	4625
1	G1	6194
1	G1	223
1	G1	3098
1	G1	6500
1	G1	998
1	G1	3954
1	G1	5481
1	G1	8671
1	G1	6647
1	G1	5906
1	G1	5479
1	G1	161
1	G1	9361
1	G1	10294
1	G1	2782
1	G1	23673
1	G1	4218
1	G1	27044
1	G1	10652
1	G1	8907
1	G1	127829
1	G1	883
1	G1	55697
1	G1	25813
1	G1	10801
1	G1	8615
1	G1	528
1	G1	5414
1	G1	4860
1	G1	5226
1	G1	9512
1	G1	5756
1	G1	4645
1	G1	4722
