#flatfile
GO:0045202	synapse	1000
GO:0045202	synapse	10006
GO:0045202	synapse	10059
GO:0045202	synapse	10097
GO:0045202	synapse	10109
GO:0045202	synapse	1013
GO:0045202	synapse	10142
GO:0045202	synapse	10160
GO:0045202	synapse	1020
GO:0045202	synapse	10228
GO:0045202	synapse	10236
GO:0045202	synapse	10243
GO:0045202	synapse	10369
GO:0045202	synapse	10439
GO:0045202	synapse	10458
GO:0045202	synapse	10486
GO:0045202	synapse	10490
GO:0045202	synapse	10497
GO:0045202	synapse	10564
GO:0045202	synapse	10611
GO:0045202	synapse	10636
GO:0045202	synapse	10755
GO:0045202	synapse	10814
GO:0045202	synapse	10815
GO:0045202	synapse	10857
GO:0045202	synapse	10987
GO:0045202	synapse	11021
GO:0045202	synapse	11178
GO:0045202	synapse	112476
GO:0045202	synapse	112755
GO:0045202	synapse	1129
GO:0045202	synapse	1131
GO:0045202	synapse	11315
GO:0045202	synapse	11346
GO:0045202	synapse	114088
GO:0045202	synapse	115207
GO:0045202	synapse	115827
GO:0045202	synapse	116841
GO:0045202	synapse	1174
GO:0045202	synapse	1182
GO:0045202	synapse	118427
GO:0045202	synapse	119
GO:0045202	synapse	120
GO:0045202	synapse	120892
GO:0045202	synapse	1211
GO:0045202	synapse	1266
GO:0045202	synapse	127833
GO:0045202	synapse	1312
GO:0045202	synapse	132204
GO:0045202	synapse	132864
GO:0045202	synapse	134957
GO:0045202	synapse	1363
GO:0045202	synapse	140679
GO:0045202	synapse	1410
GO:0045202	synapse	146395
GO:0045202	synapse	148281
GO:0045202	synapse	1488
GO:0045202	synapse	149111
GO:0045202	synapse	1496
GO:0045202	synapse	1499
GO:0045202	synapse	1500
GO:0045202	synapse	1600
GO:0045202	synapse	1605
GO:0045202	synapse	160622
GO:0045202	synapse	1674
GO:0045202	synapse	1739
GO:0045202	synapse	1740
GO:0045202	synapse	1741
GO:0045202	synapse	1742
GO:0045202	synapse	1756
GO:0045202	synapse	1759
GO:0045202	synapse	177
GO:0045202	synapse	1785
GO:0045202	synapse	1821
GO:0045202	synapse	1837
GO:0045202	synapse	1838
GO:0045202	synapse	1855
GO:0045202	synapse	192683
GO:0045202	synapse	1947
GO:0045202	synapse	1956
GO:0045202	synapse	200933
GO:0045202	synapse	2017
GO:0045202	synapse	203190
GO:0045202	synapse	2035
GO:0045202	synapse	2039
GO:0045202	synapse	2043
GO:0045202	synapse	2045
GO:0045202	synapse	2048
GO:0045202	synapse	2054
GO:0045202	synapse	2059
GO:0045202	synapse	207
GO:0045202	synapse	2185
GO:0045202	synapse	221692
GO:0045202	synapse	221935
GO:0045202	synapse	2263
GO:0045202	synapse	2280
GO:0045202	synapse	22839
GO:0045202	synapse	22848
GO:0045202	synapse	22859
GO:0045202	synapse	22866
GO:0045202	synapse	22871
GO:0045202	synapse	22883
GO:0045202	synapse	22895
GO:0045202	synapse	22930
GO:0045202	synapse	22941
GO:0045202	synapse	22999
GO:0045202	synapse	23017
GO:0045202	synapse	23024
GO:0045202	synapse	23025
GO:0045202	synapse	23085
GO:0045202	synapse	23109
GO:0045202	synapse	23111
GO:0045202	synapse	23136
GO:0045202	synapse	23157
GO:0045202	synapse	23191
GO:0045202	synapse	23208
GO:0045202	synapse	23237
GO:0045202	synapse	23268
GO:0045202	synapse	2332
GO:0045202	synapse	23335
GO:0045202	synapse	23345
GO:0045202	synapse	23362
GO:0045202	synapse	23373
GO:0045202	synapse	23380
GO:0045202	synapse	23390
GO:0045202	synapse	23396
GO:0045202	synapse	23413
GO:0045202	synapse	23426
GO:0045202	synapse	23504
GO:0045202	synapse	23513
GO:0045202	synapse	23542
