#communities 
273	105
6455	105
1759	105
1785	105
26052	66
2060	28
1837	6
1821	6
1756	6
1605	6
369	40
2923	18
3836	110
26986	3
22808	19
1487	33
2317	7
2316	7
29979	25
5663	55
3709	90
1793	7
2274	1
8470	92
6456	105
10133	95
22895	123
3739	60
6548	83
3688	6
10605	3
1975	48
1981	30
23163	97
3265	74
351	55
30011	105
2318	26
5195	44
5193	10
2475	48
207	40
5170	94
6198	48
3667	46
3064	103
5333	74
2887	7
1956	51
3320	21
1615	7
2058	85
5573	36
7249	83
10971	83
53616	83
7534	83
7164	84
57403	37
1432	11
672	5
5894	40
29763	105
4783	12
40	13
41	36
3028	75
1742	60
2066	51
1740	60
1741	60
215	54
5825	54
10484	92
55824	4
322	51
5584	118
55746	49
2547	124
2280	36
3842	65
387	76
824	48
3503	37
2934	56
7332	28
3500	37
2108	76
259217	90
260425	90
23499	104
50618	105
55187	83
25831	116
5799	121
3547	116
5362	105
10015	105
26037	47
23026	110
23037	110
1951	63
23129	90
1173	34
22883	63
221981	118
20	78
23025	83
22995	47
57453	90
23228	90
5365	90
23113	90
9439	124
27148	60
57556	65
10580	118
57571	63
57670	2
4645	95
57610	116
23031	4
10043	32
815	22
57787	116
3178	65
6294	70
1459	70
1460	38
1457	70
6449	25
3646	65
2243	38
10989	79
23193	65
6747	65
4670	65
7916	65
5859	85
5684	77
2885	7
708	25
529	113
10212	109
7919	109
6210	109
10189	109
1642	44
11117	27
1994	3
23517	59
26019	86
6499	20
3184	3
5976	96
23248	42
11331	90
142	124
4998	117
4172	100
4999	117
4175	117
10539	109
10006	7
4750	59
11127	29
10617	112
26994	28
10482	89
5869	37
5868	37
7334	28
7316	28
7251	97
9135	82
164	80
4214	28
4216	11
10598	21
375	97
7454	94
23095	60
8887	37
10376	55
2036	74
3708	63
3326	21
576	21
5757	12
28964	59
51631	79
1213	80
1400	45
1937	79
57562	79
1891	47
114928	79
55660	25
3837	110
29117	79
4747	120
5764	79
6457	105
7431	117
10980	79
4738	28
1399	7
1398	7
4217	40
2810	40
5058	76
2010	10
355	45
34	125
3643	94
23390	103
2045	19
2048	7
2051	61
2049	19
10987	44
1612	14
23405	96
4478	74
1499	94
673	40
10469	40
22800	19
5315	38
9693	104
163	80
4301	19
4297	52
274	32
6453	105
392	76
10188	76
19	60
3761	60
133957	28
146691	32
11059	32
23327	116
29978	25
5211	49
221935	25
23352	25
55252	25
23002	25
1729	102
26036	39
55596	59
11100	45
51755	63
114793	76
10486	86
5094	3
3556	110
10564	36
55729	86
11190	75
5310	7
1009	86
1464	13
3915	122
23420	86
2324	86
26168	117
4881	86
5097	86
23705	119
3911	122
1284	38
5499	42
161742	42
23368	62
54843	123
10494	59
2801	72
81876	14
5861	48
6867	27
22938	101
1080	4
23513	60
5797	94
11122	51
10076	46
5802	59
5792	59
5786	92
5789	59
5791	92
5793	94
5803	94
5787	94
5795	94
5798	18
23647	84
10755	32
26354	26
3732	19
51429	105
8476	76
10627	76
88	26
5682	77
5683	77
5685	77
5687	77
5690	77
5689	77
5691	77
5693	77
5694	77
5695	77
6311	20
2261	20
1933	79
1936	37
10093	33
56893	25
10574	69
11316	97
1363	9
1915	79
5708	66
6176	79
55183	79
7917	25
10382	66
5217	14
2597	51
10094	33
4354	74
51608	118
11051	79
10399	53
3276	39
3336	91
56992	64
4666	79
4860	122
4905	94
5050	79
10606	34
5515	59
5717	79
6117	117
293	20
6616	73
7276	118
1114	20
1743	14
5720	38
7277	114
170961	79
197131	79
23028	27
54622	79
10342	45
403	79
51593	117
509	68
9001	79
22948	69
55755	79
1160	38
2661	79
6613	117
51726	78
2026	114
55186	79
2495	45
2512	103
2819	30
2950	11
3146	124
3163	79
10236	7
2079	79
3312	48
3315	101
3798	104
81631	37
2975	37
5601	11
4140	74
6182	9
65080	79
4715	79
4831	71
4832	25
11165	79
5034	25
5049	69
26135	15
5216	19
25843	59
8575	96
6136	114
25873	2
3921	54
6230	109
6421	1
10657	3
11075	9
10273	66
7083	38
9638	79
7336	28
54874	98
213	79
217	91
306	79
3728	58
481	38
78987	79
4700	25
3039	35
546	79
613	7
22913	3
284403	11
1008	79
1345	79
1508	25
10540	67
1783	47
29924	28
2059	98
23474	79
116985	20
55512	79
2290	79
2521	39
2771	66
2783	66
2804	104
22927	39
3189	45
11078	42
27131	74
23199	104
10724	55
57489	47
23286	104
4043	6
8669	118
28985	47
4356	119
10398	99
4714	14
4809	37
25934	118
56144	79
27043	69
10397	87
5424	7
5481	79
5498	79
1434	89
4841	34
6165	91
6133	3
3092	34
6189	29
6275	102
6279	79
8878	37
6804	10
6853	117
7114	120
10155	117
60626	66
7314	28
51168	98
22985	89
55004	89
52	98
309	2
396	76
25978	112
10072	68
4709	68
25791	79
55207	84
826	48
4026	63
7542	10
5955	66
642	55
7203	69
9231	47
5660	5
1123	92
26289	38
1523	32
3703	121
25874	84
157285	20
1627	37
8655	23
10570	105
4733	69
8894	96
2286	25
335	87
55262	25
10658	3
51280	118
23521	91
2936	28
10014	29
311	45
3308	48
57095	2
10994	20
3735	85
3757	2
10615	72
57658	37
3857	105
3897	24
114088	98
22981	47
3831	35
51660	115
51025	84
23162	11
23039	81
4191	75
2901	118
2788	66
4190	39
10769	119
1967	99
64965	21
4673	124
29959	38
3991	48
55968	48
23435	53
6767	55
79885	87
112840	87
4731	109
6284	73
10419	61
6601	97
23140	87
23761	36
4893	74
23654	79
22839	7
5621	116
57143	82
3096	68
11021	47
4218	95
4192	25
55638	114
6204	14
22984	15
5478	107
6429	89
1314	97
112476	35
27067	79
29888	59
26960	59
79735	37
7280	79
1855	98
65991	10
55324	89
10476	75
254863	47
11170	30
10949	3
4649	76
58477	57
1952	7
1639	67
54505	36
51412	38
57017	84
10059	75
3309	18
