#communities 
273	23
6455	23
1759	23
1785	23
26052	61
2060	23
1837	70
1821	70
1756	40
1605	70
369	50
2923	3
3836	5
26986	66
22808	10
1487	46
2317	62
2316	62
29979	1
5663	6
3709	58
1793	62
2274	68
8470	68
6456	23
10133	4
22895	5
3739	72
6548	59
3688	54
10605	66
1975	3
1981	46
23163	8
3265	56
351	6
30011	62
2318	62
5195	1
5193	20
2475	54
207	50
5170	60
6198	54
3667	54
3064	3
5333	56
2887	62
1956	68
3320	60
1615	62
2058	47
5573	49
7249	59
10971	59
53616	59
7534	59
7164	22
57403	10
1432	50
672	37
5894	50
29763	5
4783	41
40	48
41	60
3028	6
1742	72
2066	68
1740	72
1741	72
215	44
5825	44
10484	4
55824	67
322	68
5584	56
55746	19
2547	5
2280	60
3842	71
387	65
824	59
3503	36
2934	69
7332	52
3500	36
2108	6
259217	63
260425	63
23499	17
50618	23
55187	59
25831	4
5799	24
3547	52
5362	23
10015	23
26037	4
23026	14
23037	14
1951	17
23129	63
1173	29
22883	6
221981	3
20	5
23025	62
22995	4
57453	63
23228	5
5365	63
23113	63
9439	5
27148	5
57556	67
10580	67
57571	6
57670	23
4645	4
57610	52
23031	52
10043	1
815	38
57787	52
3178	3
6294	3
1459	3
1460	5
1457	3
6449	1
3646	3
2243	47
10989	6
23193	4
6747	3
4670	71
7916	3
5859	47
5684	39
2885	62
708	1
529	11
10212	3
7919	3
6210	3
10189	3
1642	53
11117	48
1994	66
23517	5
26019	3
6499	5
3184	66
5976	4
23248	5
11331	3
142	29
4998	46
4172	46
4999	46
4175	46
10539	3
10006	62
4750	28
11127	28
10617	1
26994	1
10482	44
5869	4
5868	1
7334	64
7316	64
7251	40
9135	42
164	22
4214	50
4216	50
10598	60
375	8
7454	68
23095	72
8887	41
10376	6
2036	56
3708	60
3326	60
576	28
5757	3
28964	5
51631	6
1213	4
1400	5
1937	5
57562	5
1891	4
114928	42
55660	1
3837	5
29117	5
4747	40
5764	5
6457	23
7431	40
10980	5
4738	31
1399	62
1398	62
4217	50
2810	50
5058	65
2010	13
355	5
34	1
3643	68
23390	3
2045	10
2048	62
2051	48
2049	10
10987	59
1612	54
23405	4
4478	56
1499	68
673	50
10469	38
22800	50
5315	50
9693	5
163	4
4301	10
4297	29
274	23
6453	23
392	22
10188	65
19	72
3761	10
133957	1
146691	1
11059	64
23327	52
29978	1
5211	1
221935	1
23352	1
55252	1
23002	35
1729	36
26036	46
55596	5
11100	66
51755	1
114793	1
10486	6
5094	66
3556	5
10564	49
55729	27
11190	6
5310	62
1009	27
1464	27
3915	43
23420	27
2324	54
26168	31
4881	27
5097	27
23705	27
3911	43
1284	5
5499	5
161742	45
23368	40
54843	5
10494	5
2801	44
81876	1
5861	54
6867	43
22938	41
1080	44
23513	72
5797	27
11122	68
10076	27
5802	5
5792	28
5786	51
5789	5
5791	69
5793	68
5803	68
5787	68
5795	68
5798	3
23647	40
10755	1
26354	5
3732	72
51429	23
8476	27
10627	1
88	28
5682	39
5683	39
5685	39
5687	39
5690	39
5689	39
5691	39
5693	39
5694	39
5695	39
6311	23
2261	57
1933	3
1936	4
10093	69
56893	1
10574	5
11316	8
1363	57
1915	5
5708	61
6176	5
55183	5
7917	6
10382	61
5217	3
2597	5
10094	4
4354	56
51608	61
11051	42
10399	14
3276	26
3336	5
56992	10
4666	5
4860	5
4905	68
5050	5
10606	41
5515	5
5717	5
6117	46
293	47
6616	13
7276	6
1114	54
1743	4
5720	14
7277	52
170961	5
197131	5
23028	43
54622	5
10342	45
403	5
51593	5
509	5
9001	6
22948	5
55755	5
1160	14
2661	5
6613	5
51726	5
2026	6
55186	5
2495	5
2512	5
2819	5
2950	40
3146	3
3163	15
10236	62
2079	5
3312	61
3315	51
3798	17
81631	3
2975	57
5601	50
4140	56
6182	29
65080	5
4715	6
4831	1
4832	1
11165	5
5034	3
5049	3
26135	3
5216	5
25843	5
8575	32
6136	52
25873	1
3921	44
6230	3
6421	3
10657	66
11075	42
10273	61
7083	14
9638	6
7336	64
54874	67
213	6
217	5
306	5
3728	68
481	14
78987	5
4700	5
3039	55
546	28
613	62
22913	66
284403	4
1008	5
1345	5
1508	4
10540	40
1783	4
29924	1
2059	69
23474	44
116985	5
55512	5
2290	5
2521	26
2771	61
2783	61
2804	14
22927	26
3189	66
11078	5
27131	56
23199	5
10724	6
57489	4
23286	44
4043	14
8669	56
28985	4
4356	10
10398	59
4714	3
4809	4
25934	6
56144	5
27043	5
10397	22
5424	61
5481	6
5498	6
1434	1
4841	42
6165	18
6133	66
3092	41
6189	28
6275	6
6279	5
8878	52
6804	13
6853	59
7114	40
10155	5
60626	61
7314	31
51168	67
22985	3
55004	5
52	67
309	14
396	65
25978	1
10072	49
4709	5
25791	5
55207	5
826	61
4026	1
7542	13
5955	61
642	38
7203	5
9231	4
5660	52
1123	57
26289	14
1523	23
3703	1
25874	20
157285	52
1627	3
8655	4
10570	23
4733	3
8894	5
2286	56
335	6
55262	46
10658	3
51280	18
23521	18
2936	31
10014	28
311	3
3308	52
57095	44
10994	5
3735	47
3757	57
10615	41
57658	48
3857	23
3897	37
114088	4
22981	4
3831	4
51660	6
51025	3
23162	50
23039	54
4191	30
2901	52
2788	61
4190	68
10769	4
1967	3
64965	6
4673	4
29959	5
3991	1
55968	1
23435	1
6767	6
79885	5
112840	5
4731	3
6284	5
10419	28
6601	3
23140	5
23761	1
4893	56
23654	63
22839	62
5621	6
57143	3
3096	50
11021	4
4218	4
4192	1
55638	4
6204	3
22984	15
5478	3
6429	3
1314	8
112476	16
27067	5
29888	5
26960	5
79735	1
7280	5
1855	4
65991	15
55324	5
10476	6
254863	4
11170	41
10949	66
4649	4
58477	24
1952	62
1639	4
54505	1
51412	14
57017	14
10059	54
3309	3
1857	41
23136	62
2053	6
55160	6
10681	61
10490	13
124801	18
10211	25
2873	1
10817	45
50861	40
57498	44
11345	52
10916	42
6142	1
4141	67
11031	10
23450	60
4701	3
4857	3
11146	60
51594	51
6092	1
6194	60
10209	68
55229	6
5127	6
5164	5
2632	10
9796	5
8394	23
3191	66
5223	5
5662	53
9230	4
22924	39
5713	4
5867	4
10156	3
4734	52
57003	18
58478	7
6734	1
29062	48
23558	1
257218	1
28966	59
26100	22
10440	6
79577	44
7317	64
11171	1
2170	38
2534	62
641	5
572	50
6002	61
26003	44
1072	6
11083	3
11235	5
23265	40
10313	22
2992	42
2947	47
11007	41
56474	30
3854	40
8996	38
26505	45
26060	23
1856	41
3866	40
26086	44
386618	44
1073	6
4591	41
2130	3
10328	24
8907	41
3983	4
60491	41
1838	40
60	6
149371	40
3183	66
11252	5
10483	4
5300	46
3880	40
22954	64
57144	41
1781	10
10054	3
8623	44
51729	66
11052	15
10152	40
327	1
10743	29
158471	3
5704	61
3190	66
26128	23
23410	5
10919	29
1854	1
71	6
23392	22
6810	13
54474	40
10458	69
140885	38
11034	6
5528	5
2670	40
56341	26
11135	65
1731	25
10521	66
81628	44
10320	46
153733	40
1602	44
5372	4
66036	48
23710	48
11020	4
5635	1
55198	39
10900	38
51421	41
541468	40
7531	59
127703	40
55885	41
389	1
27095	12
4698	4
10428	3
1525	3
140735	60
2954	47
23157	56
6271	6
3853	40
57326	48
10921	3
10534	5
56243	40
