#flatfile
1	ADonly	1785
1	ADonly	2923
1	ADonly	7534
1	ADonly	29979
1	ADonly	5663
1	ADonly	10014
1	ADonly	8470
1	ADonly	10133
1	ADonly	3688
1	ADonly	23163
1	ADonly	6616
1	ADonly	6198
1	ADonly	3800
1	ADonly	322
1	ADonly	7532
1	ADonly	672
1	ADonly	5894
1	ADonly	2891
1	ADonly	2892
1	ADonly	3028
1	ADonly	1859
1	ADonly	1742
1	ADonly	10935
1	ADonly	2280
1	ADonly	824
1	ADonly	5058
1	ADonly	3500
1	ADonly	26037
1	ADonly	23026
1	ADonly	22883
1	ADonly	20
1	ADonly	815
1	ADonly	4035
1	ADonly	1600
1	ADonly	57787
1	ADonly	3178
1	ADonly	7919
1	ADonly	1994
1	ADonly	4684
1	ADonly	1272
1	ADonly	334
1	ADonly	5868
1	ADonly	7431
1	ADonly	9135
1	ADonly	4214
1	ADonly	161
1	ADonly	43
1	ADonly	3708
1	ADonly	4747
1	ADonly	1627
1	ADonly	3556
1	ADonly	1612
1	ADonly	22800
1	ADonly	274
1	ADonly	6453
1	ADonly	23607
1	ADonly	2903
1	ADonly	2904
1	ADonly	3915
1	ADonly	23705
1	ADonly	9844
1	ADonly	23394
1	ADonly	5290
1	ADonly	9588
1	ADonly	5321
1	ADonly	9821
1	ADonly	3635
1	ADonly	10142
1	ADonly	55845
1	ADonly	6655
1	ADonly	1410
1	ADonly	2534
1	ADonly	5747
1	ADonly	801
1	ADonly	2932
1	ADonly	1363
1	ADonly	2597
1	ADonly	10399
1	ADonly	4860
1	ADonly	1743
1	ADonly	2026
1	ADonly	3312
1	ADonly	4831
1	ADonly	6421
1	ADonly	10273
1	ADonly	1508
1	ADonly	55512
1	ADonly	23286
1	ADonly	4043
1	ADonly	5481
1	ADonly	6189
1	ADonly	8878
1	ADonly	6853
1	ADonly	7314
1	ADonly	25978
1	ADonly	642
1	ADonly	1123
1	ADonly	10658
1	ADonly	51280
1	ADonly	23435
1	ADonly	1855
1	ADonly	10476
1	ADonly	58477
1	ADonly	10211
1	ADonly	57498
1	ADonly	6194
1	ADonly	5223
1	ADonly	5867
1	ADonly	641
1	ADonly	10313
1	ADonly	26060
1	ADonly	2670
1	ADonly	57142
1	ADonly	1996
1	ADonly	1780
1	ADonly	54472
1	ADonly	23237
1	ADonly	26353
1	ADonly	2752
1	ADonly	1453
1	ADonly	8440
1	ADonly	4830
1	ADonly	6513
1	ADonly	6531
1	ADonly	4137
1	ADonly	5566
1	ADonly	2893
1	ADonly	9223
1	ADonly	1386
1	ADonly	8678
1	ADonly	3066
1	ADonly	320
1	ADonly	2911
1	ADonly	2915
1	ADonly	2902
1	ADonly	7415
1	ADonly	54749
1	ADonly	3925
1	ADonly	2023
1	ADonly	10659
1	ADonly	23072
1	ADonly	27429
1	ADonly	6622
1	ADonly	9479
1	ADonly	1020
1	ADonly	55763
1	ADonly	8536
1	ADonly	286
1	ADonly	6714
1	ADonly	8204
1	ADonly	5605
1	ADonly	9131
1	ADonly	5163
1	ADonly	10048
1	ADonly	1965
1	ADonly	4155
1	ADonly	5530
1	ADonly	7001
1	ADonly	5052
1	ADonly	1795
1	ADonly	2550
1	ADonly	2571
1	ADonly	25924
1	ADonly	5870
1	ADonly	3181
1	ADonly	6812
1	ADonly	6280
1	ADonly	2931
1	ADonly	2
1	ADonly	1000
1	ADonly	9456
1	ADonly	57030
1	ADonly	9353
1	ADonly	7159
1	ADonly	599
1	ADonly	5581
1	ADonly	1267
1	ADonly	5610
1	ADonly	5901
1	ADonly	10243
1	ADonly	5604
1	ADonly	5602
1	ADonly	4208
1	ADonly	23504
1	ADonly	10452
1	ADonly	1128
1	ADonly	1786
1	ADonly	3054
1	ADonly	375790
1	ADonly	3339
1	ADonly	5730
1	ADonly	10728
1	ADonly	1808
1	ADonly	4000
1	ADonly	120892
1	ADonly	12
1	ADonly	156
1	ADonly	230
1	ADonly	3176
1	ADonly	2776
1	ADonly	5027
1	ADonly	5629
1	ADonly	84867
1	ADonly	722
1	ADonly	3313
1	ADonly	10972
1	ADonly	27165
1	ADonly	7295
1	ADonly	57019
1	ADonly	1778
1	ADonly	5534
1	ADonly	23646
1	ADonly	2745
1	ADonly	11033
1	ADonly	1152
1	ADonly	51617
1	ADonly	1501
1	ADonly	814
1	ADonly	51100
1	ADonly	8301
1	ADonly	8522
1	ADonly	10979
1	ADonly	58517
1	ADonly	6428
1	ADonly	9229
1	ADonly	1656
1	ADonly	147746
1	ADonly	3159
1	ADonly	55054
1	ADonly	23328
1	ADonly	8567
1	ADonly	6794
1	ADonly	1917
1	ADonly	54828
1	ADonly	4129
1	ADonly	288
1	ADonly	10507
1	ADonly	8650
1	ADonly	1728
1	ADonly	3482
1	ADonly	4210
1	ADonly	7024
1	ADonly	1327
1	ADonly	5110
1	ADonly	6843
1	ADonly	2912
1	ADonly	30818
1	ADonly	1794
1	ADonly	4599
1	ADonly	498
1	ADonly	7414
1	ADonly	528
1	ADonly	196051
1	ADonly	4815
1	ADonly	4440
1	ADonly	4133
1	ADonly	8030
1	ADonly	55719
1	ADonly	143098
1	ADonly	4741
1	ADonly	5983
1	ADonly	26031
1	ADonly	347
1	ADonly	56997
1	ADonly	5524
1	ADonly	3241
1	ADonly	5873
1	ADonly	2572
1	ADonly	255057
1	ADonly	219738
1	ADonly	51024
1	ADonly	1350
1	ADonly	4722
1	ADonly	2590
1	ADonly	90701
1	ADonly	2741
1	ADonly	4336
1	ADonly	6855
1	ADonly	8879
1	ADonly	6272
1	ADonly	7019
1	ADonly	7781
1	ADonly	114876
1	ADonly	2817
1	ADonly	55532
1	ADonly	3098
1	ADonly	3416
1	ADonly	6418
1	ADonly	54205
1	ADonly	2890
1	ADonly	818
1	ADonly	4040
1	ADonly	23268
1	ADonly	7779
1	ADonly	4898
1	ADonly	3269
1	ADonly	23197
1	ADonly	321
1	ADonly	23408
1	ADonly	2266
1	ADonly	4967
1	ADonly	56776
1	ADonly	55130
1	ADonly	284217
1	ADonly	23215
1	ADonly	4522
1	ADonly	4139
1	ADonly	5858
1	ADonly	22990
1	ADonly	1828
1	ADonly	57538
1	ADonly	1657
1	ADonly	65078
1	ADonly	102
1	ADonly	8997
1	ADonly	7879
1	ADonly	90678
1	ADonly	4625
1	ADonly	2674
1	ADonly	1958
1	ADonly	5999
1	ADonly	2177
1	ADonly	3074
1	ADonly	4744
1	ADonly	23431
1	ADonly	6506
1	ADonly	27327
1	ADonly	22933
1	ADonly	545
1	ADonly	23325
1	ADonly	4900
1	ADonly	823
1	ADonly	23373
1	ADonly	7345
1	ADonly	1456
1	ADonly	2566
1	ADonly	3502
1	ADonly	80142
1	ADonly	1938
1	ADonly	5813
1	ADonly	8428
1	ADonly	5981
1	ADonly	57507
1	ADonly	249
1	ADonly	256158
1	ADonly	57084
1	ADonly	60412
1	ADonly	55831
1	ADonly	23167
1	ADonly	10160
1	ADonly	23385
1	ADonly	53981
1	ADonly	25902
1	ADonly	10165
1	ADonly	79789
1	ADonly	55860
1	ADonly	25994
1	ADonly	23060
1	ADonly	50
1	ADonly	7416
1	ADonly	84630
1	ADonly	57608
1	ADonly	8867
1	ADonly	8754
1	ADonly	26047
1	ADonly	9948
1	ADonly	3738
1	ADonly	6515
1	ADonly	9482
1	ADonly	6505
1	ADonly	8913
1	ADonly	55691
1	ADonly	9892
1	ADonly	29934
1	ADonly	7167
1	ADonly	9987
1	ADonly	48
1	ADonly	6653
1	ADonly	8936
1	ADonly	6334
1	ADonly	7447
1	ADonly	79188
1	ADonly	5832
1	ADonly	27032
1	ADonly	4648
1	ADonly	9498
1	ADonly	6263
1	ADonly	57578
1	ADonly	7357
1	ADonly	9891
1	ADonly	9445
1	ADonly	540
1	ADonly	760
1	ADonly	57447
1	ADonly	57037
1	ADonly	5099
1	ADonly	54664
1	ADonly	55967
1	ADonly	8801
1	ADonly	7053
1	ADonly	9520
2	HTNonly	6548
2	HTNonly	3303
2	HTNonly	5195
2	HTNonly	10971
2	HTNonly	3984
2	HTNonly	210
2	HTNonly	10550
2	HTNonly	5295
2	HTNonly	3736
2	HTNonly	10580
2	HTNonly	2243
2	HTNonly	7916
2	HTNonly	11117
2	HTNonly	10539
2	HTNonly	65125
2	HTNonly	3643
2	HTNonly	10987
2	HTNonly	23327
2	HTNonly	4881
2	HTNonly	10076
2	HTNonly	5792
2	HTNonly	6774
2	HTNonly	3315
2	HTNonly	9138
2	HTNonly	2335
2	HTNonly	506
2	HTNonly	961
2	HTNonly	10163
2	HTNonly	9644
2	HTNonly	2273
2	HTNonly	5687
2	HTNonly	7917
2	HTNonly	1114
2	HTNonly	81631
2	HTNonly	481
2	HTNonly	3039
2	HTNonly	6275
2	HTNonly	6279
2	HTNonly	396
2	HTNonly	4646
2	HTNonly	2873
2	HTNonly	8996
2	HTNonly	3880
2	HTNonly	389
2	HTNonly	3875
2	HTNonly	6536
2	HTNonly	6093
2	HTNonly	57554
2	HTNonly	4627
2	HTNonly	7178
2	HTNonly	2321
2	HTNonly	7074
2	HTNonly	2247
2	HTNonly	5160
2	HTNonly	30820
2	HTNonly	476
2	HTNonly	11315
2	HTNonly	59
2	HTNonly	65266
2	HTNonly	462
2	HTNonly	8454
2	HTNonly	5591
2	HTNonly	2242
2	HTNonly	1445
2	HTNonly	253260
2	HTNonly	27347
2	HTNonly	10135
2	HTNonly	9475
2	HTNonly	6597
2	HTNonly	3636
2	HTNonly	140803
2	HTNonly	23077
2	HTNonly	350
2	HTNonly	2271
2	HTNonly	3956
2	HTNonly	3337
2	HTNonly	3778
2	HTNonly	388
2	HTNonly	81488
2	HTNonly	4976
2	HTNonly	7054
2	HTNonly	11346
2	HTNonly	2332
