entA	entB	We
60491	9775	1
60	11034	1
60	7178	1
60	81565	1
60	7248	1
60	2	1
60	11140	1
60	310	1
60	10486	1
60	5108	1
60	10131	1
60	4736	1
60	3014	1
60	221184	1
60	6733	1
60	134492	1
60	131034	1
60	23406	1
60	10576	1
60	8450	1
60	8500	1
60	832	1
60	9948	1
60	8904	1
3183	5300	1
3183	9513	1
3183	58155	1
3183	3845	1
3183	3181	1
3183	5591	1
3183	1452	1
3183	6733	1
3183	6386	1
3183	23503	1
3183	3839	1
3183	7417	1
3183	27044	1
3183	23271	1
3183	64219	1
3183	84630	1
3183	83394	1
1781	6990	1
1781	1780	1
1781	23085	1
1781	54550	1
1781	1062	1
1781	6158	1
1781	9049	1
1781	10856	1
1781	5204	1
1781	3326	1
1781	636	1
1781	10295	1
1781	8050	1
1781	1778	1
1781	3301	1
1781	10120	1
1781	11258	1
1781	10294	1
1781	51699	1
1781	10213	1
1781	51361	1
1781	501	1
1781	10471	1
1781	51164	1
1781	51143	1
1781	10694	1
1781	10613	1
1781	10576	1
1781	10121	1
1781	9690	1
1781	84376	1
1781	8500	1
1781	10693	1
1781	64753	1
1781	4726	1
1781	55860	1
1781	7411	1
1781	1666	1
1781	140465	1
1781	83658	1
1781	908	1
1781	84790	1
1781	8607	1
1781	29919	1
1781	55326	1
11052	2130	1
11052	8440	1
11052	7158	1
11052	4000	1
11052	51645	1
11052	7525	1
11052	54472	1
11052	8450	1
11052	9531	1
10152	2670	1
10152	56243	1
10152	5300	1
10152	8440	1
10152	51160	1
10152	5062	1
10152	5530	1
10152	27	1
10152	23114	1
10152	22954	1
10152	57524	1
10152	84445	1
10152	5204	1
10152	9743	1
10152	8976	1
10152	10105	1
10152	10810	1
10152	5108	1
10152	5562	1
10152	636	1
10152	7430	1
10152	6386	1
10152	5563	1
10152	3860	1
10152	9454	1
10152	7414	1
10152	51361	1
10152	29978	1
10152	340527	1
10152	23294	1
10152	3861	1
10152	22885	1
10152	84376	1
10152	8667	1
10152	9892	1
2130	4591	1
2130	158471	1
2130	140735	1
2130	1995	1
2130	1996	1
2130	9513	1
2130	23085	1
2130	7874	1
2130	7158	1
2130	4137	1
2130	6709	1
2130	1965	1
2130	7001	1
2130	6396	1
2130	10963	1
2130	9040	1
2130	3476	1
2130	3337	1
2130	55611	1
2130	3182	1
2130	22919	1
2130	2288	1
2130	4082	1
2130	11140	1
2130	6711	1
2130	375056	1
2130	6160	1
2130	6426	1
2130	10728	1
2130	5589	1
2130	10055	1
2130	10970	1
2130	7295	1
2130	8050	1
2130	4637	1
2130	3792	1
2130	58525	1
2130	1108	1
2130	10250	1
2130	11168	1
2130	10130	1
2130	154796	1
2130	11198	1
2130	6428	1
2130	9444	1
2130	6386	1
2130	6434	1
2130	3094	1
2130	9601	1
2130	821	1
2130	5479	1
2130	23673	1
2130	4204	1
2130	3482	1
2130	3945	1
2130	5706	1
2130	23201	1
2130	553115	1
2130	7414	1
2130	191	1
2130	220988	1
2130	7187	1
2130	7458	1
2130	3608	1
2130	4012	1
2130	10471	1
2130	8341	1
2130	1984	1
2130	25796	1
2130	230	1
2130	57019	1
2130	115207	1
2130	6647	1
2130	30968	1
2130	55379	1
2130	10525	1
2130	11160	1
2130	811	1
2130	6594	1
2130	4723	1
2130	6223	1
2130	22884	1
2130	6741	1
2130	51755	1
2130	6238	1
2130	115098	1
2130	6181	1
2130	9342	1
2130	326624	1
2130	2287	1
2130	8450	1
2130	22933	1
2130	483	1
2130	23385	1
2130	6888	1
2130	311	1
2130	6599	1
2130	5358	1
2130	56993	1
2130	7411	1
2130	6175	1
2130	3336	1
2130	84886	1
2130	7416	1
2130	8533	1
2130	29789	1
2130	874	1
2130	25836	1
2130	4707	1
2130	84628	1
2130	5230	1
2130	7343	1
2130	7167	1
2130	9987	1
2130	9531	1
2130	8539	1
2130	5902	1
2130	760	1
2130	64210	1
2130	8562	1
4591	1315	1
4591	9513	1
4591	2043	1
4591	7321	1
4591	7322	1
4591	3326	1
4591	636	1
4591	1656	1
4591	358	1
4591	5830	1
4591	3005	1
5704	7158	1
5704	55835	1
5704	10131	1
5704	8079	1
5704	51495	1
5704	80755	1
5704	5702	1
5704	5705	1
57144	84445	1
57144	1656	1
57144	1453	1
57144	23549	1
26003	1731	1
26003	5631	1
26003	23204	1
26003	4830	1
26003	3845	1
26003	5594	1
26003	5599	1
26003	346288	1
26003	6293	1
26003	1808	1
26003	7247	1
26003	5565	1
26003	1846	1
26003	821	1
26003	3281	1
26003	200081	1
26003	5129	1
26003	79959	1
26003	4282	1
26003	5119	1
26003	340527	1
26003	51651	1
26003	26047	1
26003	9550	1
26003	7511	1
26003	8785	1
26003	5874	1
26003	9861	1
10919	11335	1
10919	773	1
10919	23243	1
10919	3024	1
10919	3008	1
10919	84726	1
10919	54749	1
10919	9775	1
11034	10476	1
11034	8887	1
5528	5525	1
5528	1454	1
5528	5518	1
5528	5519	1
5528	9181	1
5528	51361	1
5528	784	1
5528	6196	1
5528	8500	1
5528	785	1
56341	26036	1
56341	10492	1
56341	22832	1
56341	30000	1
56341	8359	1
56341	871	1
1731	23157	1
1731	5413	1
1731	10801	1
1731	346288	1
1731	55752	1
1731	8349	1
1731	154796	1
1731	6386	1
1731	55964	1
1731	26086	1
1731	54472	1
1731	3009	1
1731	3006	1
149371	56243	1
149371	55770	1
149371	23281	1
149371	5108	1
149371	6203	1
149371	64601	1
149371	23328	1
149371	51760	1
149371	11178	1
149371	51101	1
149371	8408	1
149371	8895	1
2670	7159	1
2670	6772	1
2670	11140	1
2670	7525	1
2670	3860	1
2670	79959	1
2670	26051	1
2670	9852	1
5372	5870	1
5372	773	1
5372	51560	1
55198	7248	1
55198	2332	1
55198	9852	1
55198	5878	1
389	1729	1
389	7846	1
389	11113	1
4698	9131	1
4698	3329	1
4698	1327	1
4698	4722	1
4698	5163	1
4698	4701	1
4698	94081	1
4698	4707	1
4698	4705	1
140735	1780	1
140735	25959	1
140735	9229	1
140735	4644	1
140735	9454	1
140735	5414	1
23157	1398	1
23157	5413	1
23157	3845	1
23157	10801	1
23157	7430	1
23157	989	1
23157	55964	1
23157	4735	1
6271	6285	1
6271	2288	1
6271	830	1
4832	4830	1
4832	7415	1
4832	29978	1
4832	4259	1
4832	7846	1
4832	56993	1
4832	9804	1
4832	94081	1
4832	55848	1
4832	51651	1
3853	23281	1
3853	4000	1
3853	3860	1
3853	29978	1
3853	3868	1
3853	3872	1
3853	83988	1
56243	8440	1
56243	9513	1
56243	22919	1
56243	5591	1
56243	6293	1
56243	3281	1
26276	23542	1
26276	8417	1
26276	63894	1
10982	22919	1
10982	55835	1
10982	4000	1
10982	57606	1
10982	8573	1
10982	55118	1
26036	9513	1
26036	7158	1
26036	5910	1
26036	5339	1
26036	2332	1
1315	84445	1
1315	6711	1
1315	22820	1
1315	57617	1
1315	26958	1
1315	11178	1
1315	372	1
1315	9276	1
57596	1656	1
57596	358	1
57142	23204	1
57142	8440	1
57142	9513	1
57142	6714	1
57142	4000	1
57142	6232	1
57142	6642	1
57142	821	1
57142	22824	1
57142	51651	1
57142	8775	1
57142	6263	1
1995	2	1
1995	11140	1
1995	22983	1
1995	6733	1
1398	5700	1
1398	22941	1
1398	5566	1
1398	80852	1
1398	6714	1
1398	85358	1
1398	27	1
1398	1795	1
1398	6654	1
1398	445815	1
1398	23114	1
1398	2550	1
1398	5599	1
1398	2098	1
1398	9826	1
1398	7159	1
1398	4000	1
1398	9229	1
1398	3927	1
1398	23328	1
1398	10507	1
1398	57532	1
1398	55748	1
1398	5706	1
1398	55697	1
1398	56895	1
1398	7514	1
1398	57716	1
1398	4957	1
1398	8495	1
1398	54443	1
1398	8724	1
1398	8853	1
1398	84726	1
1398	8506	1
1398	18	1
1398	8601	1
1398	56138	1
1398	6000	1
1398	84932	1
1398	51493	1
1398	84790	1
1398	84940	1
1996	7415	1
140885	3845	1
140885	23321	1
140885	3635	1
6990	1780	1
6990	5654	1
5932	5300	1
5932	9513	1
5932	1488	1
5932	26575	1
5932	120892	1
5932	6416	1
27316	9513	1
27316	2332	1
27316	6733	1
27316	6428	1
27316	6434	1
27316	8450	1
1780	5300	1
1780	10726	1
1780	6158	1
1780	9049	1
1780	10910	1
1780	2288	1
1780	5204	1
1780	310	1
1780	636	1
1780	1778	1
1780	5909	1
1780	10575	1
1780	989	1
1780	1977	1
1780	7266	1
1780	10471	1
1780	51164	1
1780	51143	1
1780	10111	1
1780	10694	1
1780	10576	1
1780	10121	1
1780	1629	1
1780	57551	1
1780	199731	1
1780	55860	1
1780	7411	1
1780	83658	1
1780	6950	1
1780	8867	1
1780	908	1
1780	8607	1
22978	9513	1
22978	6386	1
22978	539	1
5631	5634	1
5631	5636	1
10016	25930	1
10016	221184	1
10016	553115	1
10016	131034	1
10016	311	1
5300	2915	1
5300	4137	1
5300	23281	1
5300	636	1
5300	58525	1
5300	154796	1
5300	25830	1
5300	5604	1
5300	10818	1
5300	79959	1
5300	9832	1
5300	29978	1
5300	8030	1
5300	286205	1
5300	9612	1
5300	9362	1
23204	9513	1
23204	4000	1
23204	3155	1
23204	6386	1
23204	6642	1
23204	6643	1
23204	63908	1
23204	30845	1
23204	2572	1
23204	4259	1
23204	5780	1
23204	80221	1
23204	7019	1
23204	7284	1
23204	8803	1
23204	6472	1
23204	8724	1
23204	8723	1
23204	29934	1
23204	51025	1
23204	9967	1
23204	64083	1
23204	80222	1
57120	2895	1
57120	2894	1
57120	3836	1
57120	3055	1
57120	11315	1
57120	57148	1
57120	57555	1
57120	23433	1
57120	6196	1
57120	3502	1
57120	51651	1
57120	9859	1
57120	65008	1
57120	83733	1
5725	58155	1
5725	3182	1
5725	6733	1
5725	9444	1
5725	8450	1
2752	4540	1
2580	8615	1
2580	120892	1
84864	6157	1
8440	9513	1
8440	5062	1
8440	10580	1
8440	7143	1
8440	196403	1
8440	84445	1
8440	9743	1
8440	8976	1
8440	375056	1
8440	6733	1
8440	56899	1
8440	340527	1
8440	51101	1
8440	255057	1
8440	124044	1
8440	9859	1
8440	8936	1
8440	8667	1
8440	8831	1
5700	5701	1
5700	7158	1
5700	23770	1
5700	51361	1
5700	5711	1
9513	4830	1
9513	10432	1
9513	54550	1
9513	81565	1
9513	817	1
9513	23191	1
9513	2332	1
9513	26999	1
9513	375056	1
9513	5108	1
9513	10521	1
9513	6733	1
9513	3927	1
9513	7525	1
9513	148281	1
9513	3796	1
9513	547	1
9513	8087	1
9513	9898	1
4830	11171	1
4830	58497	1
4830	30000	1
4830	23534	1
5701	23043	1
5701	80755	1
5701	5711	1
8027	5501	1
8027	4155	1
8027	9958	1
8027	1678	1
8027	64219	1
6921	6923	1
6921	8065	1
6921	8453	1
6921	8452	1
6921	79699	1
51160	6293	1
51160	5565	1
51160	53358	1
51160	5563	1
51160	5129	1
51160	1329	1
51160	51028	1
6717	310	1
6717	6733	1
8829	4691	1
8829	6155	1
8829	5364	1
8829	5361	1
8615	10613	1
56850	55763	1
56850	11140	1
56850	9601	1
56850	23426	1
9253	87	1
9253	3845	1
9253	2548	1
9253	7430	1
9253	23426	1
80725	23426	1
25758	8349	1
25758	23426	1
23266	50944	1
23266	22941	1
23266	2332	1
23266	6196	1
50944	8874	1
50944	121504	1
50944	9456	1
50944	57555	1
50944	6772	1
50944	22859	1
50944	9229	1
50944	7311	1
50944	8294	1
50944	8359	1
50944	6196	1
50944	576	1
22941	8874	1
22941	6714	1
22941	5530	1
22941	5335	1
22941	2017	1
22941	9456	1
22941	22859	1
22941	9229	1
2917	10048	1
2917	5501	1
2917	23426	1
87	2915	1
87	1965	1
87	8851	1
87	6812	1
87	11346	1
87	773	1
87	2332	1
87	6232	1
87	7295	1
87	8050	1
87	23109	1
87	9852	1
87	89	1
87	7846	1
23095	11315	1
23095	2332	1
23095	51361	1
23095	84376	1
23095	5236	1
23095	9223	1
6531	6622	1
5566	7337	1
5566	55704	1
5566	6714	1
5566	4137	1
5566	10048	1
5566	4155	1
5566	10059	1
5566	2571	1
5566	2931	1
5566	310	1
5566	8349	1
5566	23387	1
5566	83737	1
5566	120892	1
5566	10645	1
5566	3927	1
5566	10672	1
5566	2572	1
5566	5577	1
5566	8359	1
5566	5144	1
5566	57221	1
5566	523	1
5566	56993	1
7163	7165	1
7163	114569	1
7163	6733	1
7163	57460	1
7165	3845	1
7165	56997	1
7165	57460	1
7165	84376	1
5831	9131	1
5831	3329	1
5831	22832	1
5831	30000	1
5831	1327	1
5831	5163	1
5831	94081	1
6093	3845	1
6093	11076	1
6093	23209	1
59338	3845	1
59338	1399	1
59338	7430	1
59338	8777	1
2893	5599	1
2893	23426	1
8497	80852	1
8497	23287	1
8497	5335	1
8497	23426	1
8497	80331	1
8497	26059	1
8497	10499	1
8541	5518	1
8541	23426	1
8541	26059	1
8541	8500	1
8541	8499	1
55914	3845	1
55914	5501	1
55914	7430	1
55914	1501	1
55914	421	1
55914	8502	1
55914	8450	1
55914	9978	1
6249	23332	1
6249	22919	1
6249	636	1
6249	10381	1
6249	154796	1
6249	57606	1
6249	203068	1
6249	51807	1
6249	7846	1
6249	81027	1
23085	9699	1
23085	22999	1
23085	5870	1
23085	5108	1
23085	636	1
23085	6733	1
23085	22832	1
23085	80331	1
22866	57554	1
22866	23043	1
57554	1501	1
57554	9454	1
57554	81	1
57554	818	1
57554	8502	1
8874	5582	1
8874	5062	1
8874	4155	1
8874	85358	1
8874	10381	1
8874	83737	1
8874	120892	1
1386	5594	1
1386	5599	1
1386	5595	1
1386	5581	1
1386	5602	1
7461	23332	1
23332	4134	1
23332	55835	1
23332	2332	1
23332	6733	1
23332	9181	1
23332	9832	1
23332	9793	1
23332	6727	1
9266	160622	1
9266	5290	1
9266	382	1
160622	2911	1
160622	2915	1
160622	6714	1
160622	5589	1
160622	2912	1
160622	2913	1
160622	10129	1
160622	9859	1
2697	5582	1
2697	3845	1
2697	5578	1
2697	1453	1
2697	4815	1
2697	7082	1
2697	5579	1
55333	8871	1
2895	869	1
2895	392862	1
3066	121504	1
3066	8125	1
3066	8349	1
3066	1786	1
3066	10075	1
3066	8359	1
3066	5036	1
1973	1982	1
1973	7458	1
2911	5501	1
2911	9456	1
2915	5501	1
2915	5590	1
2915	5580	1
2915	9456	1
2915	5578	1
114569	6285	1
114569	2571	1
114569	56997	1
114569	9238	1
114569	2572	1
114569	26207	1
114569	5780	1
114569	203068	1
114569	8803	1
114569	326624	1
114569	6472	1
114569	80222	1
80852	5818	1
80852	23426	1
2902	26230	1
2902	5578	1
2902	818	1
7415	7158	1
7415	11315	1
7415	5688	1
7415	6396	1
7415	10211	1
7415	2931	1
7415	23542	1
7415	7321	1
7415	6786	1
7415	51079	1
7415	6159	1
7415	9049	1
7415	22872	1
7415	25930	1
7415	1982	1
7415	25932	1
7415	10295	1
7415	10456	1
7415	6844	1
7415	3094	1
7415	55748	1
7415	1500	1
7415	1327	1
7415	26985	1
7415	7414	1
7415	29978	1
7415	25796	1
7415	124995	1
7415	9448	1
7415	2235	1
7415	23197	1
7415	2802	1
7415	10121	1
7415	6904	1
7415	57496	1
7415	55907	1
7415	10953	1
7415	8450	1
7415	4836	1
7415	2746	1
7415	30	1
7415	23065	1
7415	36	1
7415	5707	1
7415	2767	1
7415	221092	1
7415	23071	1
7415	23576	1
7415	57026	1
7415	521	1
7415	231	1
7415	83658	1
7415	80700	1
7415	8943	1
7415	9373	1
7415	9847	1
7415	80124	1
7415	9927	1
7415	9380	1
58155	3182	1
58155	9444	1
58155	9782	1
10432	81565	1
10432	2332	1
10432	4000	1
10432	10521	1
10432	9444	1
10432	1656	1
10432	821	1
10432	8573	1
10432	9454	1
10432	51361	1
10432	22920	1
10432	84376	1
10432	8450	1
7337	1499	1
7337	5052	1
7337	5594	1
7337	7321	1
7337	7322	1
7337	7159	1
7337	5710	1
7337	301	1
7337	51440	1
7337	5153	1
7337	7267	1
7337	5702	1
7337	29978	1
7337	23197	1
7337	9522	1
1155	7874	1
23287	2023	1
23287	23043	1
23287	5837	1
23287	54205	1
23287	8500	1
3420	3329	1
3420	5108	1
3420	5163	1
2023	4067	1
2023	6714	1
2023	3326	1
2023	5529	1
2023	6642	1
2023	6418	1
2023	3099	1
2023	84263	1
3836	8125	1
3836	4000	1
3836	4001	1
3836	28992	1
3836	51366	1
23633	8125	1
23633	4000	1
23633	4001	1
10659	6714	1
5582	10640	1
5582	1499	1
5582	5037	1
5582	4137	1
5582	6812	1
5582	2931	1
5582	4082	1
5582	310	1
5582	3326	1
5582	2560	1
5582	80331	1
5582	2566	1
10640	382	1
10640	54536	1
10640	2332	1
10640	1000	1
10640	30000	1
10640	3382	1
10640	23233	1
10640	53916	1
10640	51552	1
10640	57180	1
26278	81	1
26278	6647	1
7874	23072	1
7874	7112	1
7874	23090	1
7874	54880	1
7874	54550	1
7874	6622	1
7874	1499	1
7874	9093	1
7874	1786	1
7874	4000	1
7874	9958	1
7874	10075	1
7874	55698	1
7874	23294	1
7874	7311	1
7874	64219	1
23072	773	1
7112	6714	1
7112	3845	1
7112	4000	1
7112	4001	1
7112	2040	1
7112	6733	1
7112	821	1
7112	84823	1
7112	8815	1
7112	8450	1
23090	80184	1
54880	221184	1
54880	131034	1
54880	6196	1
54550	11140	1
54550	140710	1
54550	25959	1
54550	5108	1
54550	6386	1
54550	115948	1
54550	5563	1
54550	23107	1
54550	51534	1
54550	64168	1
54550	132864	1
6923	7158	1
6923	8065	1
6923	51143	1
6923	79699	1
6285	6280	1
6285	6386	1
6285	829	1
26355	3326	1
5413	23176	1
5413	3845	1
5413	55752	1
5413	2332	1
5413	989	1
5413	151011	1
5413	4735	1
5413	5414	1
23176	3845	1
23176	5218	1
23176	2	1
23176	6711	1
23176	7430	1
23176	989	1
23176	5414	1
7178	476	1
7178	58533	1
7178	5052	1
7178	6009	1
7178	4691	1
7178	3313	1
7178	84790	1
6622	4067	1
6622	6714	1
6622	1509	1
6622	7322	1
6622	2870	1
6622	1452	1
6622	1453	1
6622	80331	1
6622	11076	1
6622	5550	1
6622	1456	1
6622	9659	1
6622	85440	1
5062	3055	1
5062	4067	1
5062	10580	1
5062	6714	1
5062	4155	1
5062	2017	1
5062	9459	1
5062	7525	1
3055	4155	1
3055	25875	1
3055	5335	1
3055	27	1
3055	6654	1
3055	1399	1
3055	23281	1
3055	3326	1
3055	4000	1
4067	3845	1
4067	3326	1
4067	4836	1
4067	8754	1
4067	80347	1
10580	6714	1
10580	3636	1
10580	10211	1
10580	5562	1
10580	636	1
10580	7430	1
10580	10818	1
10580	51143	1
10580	6124	1
10580	10178	1
7158	121504	1
7158	3181	1
7158	3182	1
7158	5710	1
7158	310	1
7158	5536	1
7158	10213	1
7158	1327	1
7158	5702	1
7158	23549	1
7158	55697	1
7158	23294	1
7158	3608	1
7158	4259	1
7158	5714	1
7158	8294	1
7158	8359	1
7158	5073	1
7158	55269	1
7158	23451	1
7158	10111	1
7158	51366	1
7158	3609	1
7158	1958	1
7158	5116	1
7158	6390	1
7158	5719	1
7158	311	1
7158	6599	1
7158	94081	1
7158	55848	1
7158	51663	1
7158	9043	1
7158	8570	1
7158	9987	1
7158	8539	1
7158	8473	1
7158	9861	1
7158	80232	1
121504	5901	1
121504	11127	1
121504	8349	1
121504	1786	1
121504	3014	1
121504	7311	1
121504	3009	1
121504	3024	1
121504	3006	1
121504	6904	1
121504	8342	1
121504	64324	1
121504	6840	1
121504	85235	1
121504	10499	1
5527	5501	1
5527	4155	1
5527	5518	1
5527	5594	1
5527	3181	1
5527	5500	1
5527	24137	1
9479	53353	1
1499	6714	1
1499	1454	1
1499	3845	1
1499	5599	1
1499	6597	1
1499	2931	1
1499	6500	1
1499	9743	1
1499	154796	1
1499	5783	1
1499	3094	1
1499	10075	1
1499	10297	1
1499	10565	1
1499	81	1
1499	29966	1
1499	56288	1
1499	9223	1
5525	5518	1
5525	2332	1
5525	8500	1
5525	5905	1
81565	1020	1
81565	55704	1
81565	401145	1
81565	58533	1
81565	287	1
81565	23281	1
81565	23345	1
81565	11004	1
81565	23224	1
81565	23339	1
81565	4644	1
81565	288	1
81565	8573	1
81565	134829	1
81565	203068	1
81565	57489	1
81565	8997	1
81565	9859	1
10492	3192	1
10492	6152	1
1729	9647	1
5160	5162	1
5160	5163	1
5160	38	1
5160	5165	1
5160	54704	1
55770	55763	1
55770	10048	1
55770	55275	1
2803	23043	1
2803	55763	1
2803	7248	1
2803	6252	1
2803	57460	1
2803	403	1
2803	400	1
7143	176	1
23365	6812	1
23365	9218	1
23365	5364	1
23365	8452	1
23396	6714	1
23396	7094	1
1020	4137	1
1020	4155	1
1020	9625	1
1020	8851	1
1020	11140	1
1020	22983	1
1020	22853	1
1020	7094	1
1020	3009	1
1020	3024	1
1020	3005	1
1020	10763	1
1020	4916	1
1020	6164	1
1020	8867	1
476	9131	1
476	3845	1
476	5594	1
476	2	1
476	5595	1
476	5578	1
476	481	1
476	501	1
476	94081	1
23043	58533	1
23043	3845	1
23043	6654	1
23043	287	1
23043	1655	1
23043	23321	1
23043	26230	1
23043	26057	1
23043	23345	1
23043	6711	1
23043	55835	1
23043	27445	1
23043	347733	1
23043	1808	1
23043	636	1
23043	7430	1
23043	1778	1
23043	23224	1
23043	3185	1
23043	7280	1
23043	288	1
23043	57698	1
23043	51361	1
23043	547	1
23043	4741	1
23043	1809	1
23043	8658	1
23043	55075	1
23043	3035	1
23043	10129	1
23043	22843	1
23043	22849	1
23043	51366	1
23043	23143	1
23043	4719	1
23043	4928	1
23043	9612	1
23043	9659	1
23043	9901	1
23043	26115	1
23043	283450	1
23043	387104	1
23043	80232	1
55763	55704	1
55763	6709	1
55763	3845	1
55763	23345	1
55763	23224	1
55763	7267	1
55763	23380	1
55763	8618	1
55763	55680	1
55763	4926	1
55763	23271	1
55763	10497	1
55763	33	1
55763	55605	1
55763	7204	1
55763	60412	1
55763	85459	1
55763	89796	1
55763	9371	1
55704	3845	1
55704	2332	1
55704	84376	1
401145	22919	1
58533	3845	1
58533	2332	1
58533	847	1
58533	7430	1
58533	6642	1
58533	6643	1
8536	801	1
8536	808	1
8536	10645	1
8536	2011	1
8536	8650	1
8536	22843	1
8536	51400	1
8536	84254	1
4641	801	1
4641	808	1
4641	58473	1
6714	4137	1
6714	3845	1
6714	4155	1
6714	85358	1
6714	27	1
6714	1795	1
6714	6137	1
6714	357	1
6714	610	1
6714	23113	1
6714	57148	1
6714	6654	1
6714	445815	1
6714	2017	1
6714	775	1
6714	22919	1
6714	310	1
6714	8976	1
6714	5516	1
6714	6733	1
6714	9229	1
6714	5604	1
6714	10818	1
6714	8664	1
6714	22920	1
6714	3098	1
6714	5923	1
6714	5338	1
6714	3099	1
6714	3745	1
6714	116987	1
6714	8724	1
6714	9793	1
6714	8853	1
6714	79585	1
6714	80347	1
2043	3845	1
2043	5335	1
2043	27	1
2043	3326	1
2043	4691	1
2043	11332	1
2043	51606	1
2043	9737	1
2043	80728	1
2043	282973	1
2043	93377	1
51637	25940	1
51637	1653	1
11315	6855	1
11315	6647	1
5605	5590	1
5605	5594	1
5605	5595	1
9131	26519	1
9131	4716	1
9131	10059	1
9131	9748	1
9131	515	1
9131	51079	1
9131	4513	1
9131	10105	1
9131	10452	1
9131	7385	1
9131	10456	1
9131	7295	1
9131	3301	1
9131	10939	1
9131	2744	1
9131	5245	1
9131	8079	1
9131	488	1
9131	2021	1
9131	10367	1
9131	3954	1
9131	1327	1
9131	539	1
9131	54927	1
9131	25813	1
9131	498	1
9131	55735	1
9131	10651	1
9131	522	1
9131	11022	1
9131	4722	1
9131	1329	1
9131	378	1
9131	54940	1
9131	3098	1
9131	54205	1
9131	10965	1
9131	10476	1
9131	4723	1
9131	114294	1
9131	6389	1
9131	3024	1
9131	114789	1
9131	4976	1
9131	2109	1
9131	1678	1
9131	9342	1
9131	1537	1
9131	6742	1
9131	54539	1
9131	10632	1
9131	2746	1
9131	644	1
9131	8165	1
9131	4728	1
9131	4725	1
9131	4720	1
9131	4726	1
9131	8604	1
9131	7388	1
9131	1340	1
9131	4729	1
9131	4719	1
9131	7384	1
9131	6472	1
9131	4702	1
9131	514	1
9131	4704	1
9131	83858	1
9131	64756	1
9131	25902	1
9131	139322	1
9131	641371	1
9131	89941	1
9131	29920	1
9131	10730	1
9131	28976	1
9131	56993	1
9131	55699	1
9131	55210	1
9131	29078	1
9131	10165	1
9131	28957	1
9131	26517	1
9131	871	1
9131	56945	1
9131	3029	1
9131	51649	1
9131	6173	1
9131	3336	1
9131	92609	1
9131	9377	1
9131	9868	1
9131	9590	1
5037	5590	1
5037	5578	1
5037	5579	1
4137	1509	1
4137	10048	1
4137	5501	1
4137	5590	1
4137	5594	1
4137	5599	1
4137	2931	1
4137	5595	1
4137	7322	1
4137	55611	1
4137	5581	1
4137	5602	1
4137	3326	1
4137	5585	1
4137	1452	1
4137	5516	1
4137	5578	1
4137	5609	1
4137	7430	1
4137	10381	1
4137	23224	1
4137	5500	1
4137	6733	1
4137	120892	1
4137	1656	1
4137	2185	1
4137	1453	1
4137	2011	1
4137	9181	1
4137	5536	1
4137	5524	1
4137	203068	1
4137	5654	1
4137	3304	1
4137	7846	1
4137	57787	1
4137	823	1
4137	5579	1
4137	5520	1
4137	84630	1
4137	4139	1
4137	8473	1
4137	84446	1
4137	9024	1
4137	9520	1
4134	5335	1
4134	6733	1
4134	1453	1
4134	3009	1
4134	57787	1
4134	4139	1
6708	3845	1
6708	51466	1
6708	55740	1
6708	6711	1
6708	10295	1
6708	286	1
6708	6710	1
6709	3845	1
6709	85358	1
6709	6654	1
6709	51466	1
6709	84445	1
6709	6772	1
6709	54477	1
6709	6711	1
6709	2332	1
6709	4691	1
6709	338	1
6709	57731	1
6709	6710	1
6709	6139	1
6709	23041	1
6709	132001	1
6709	6712	1
6709	823	1
6709	8997	1
6709	729993	1
1509	5594	1
1509	54413	1
1509	3043	1
10048	5501	1
10048	5901	1
10048	2332	1
10048	3996	1
10048	4000	1
10048	8237	1
10048	2912	1
10048	2913	1
10048	2918	1
10048	11113	1
10048	111	1
10048	7345	1
10048	9612	1
10048	2914	1
10048	53353	1
10048	54994	1
10048	793	1
10048	8913	1
6857	57524	1
6857	2332	1
6857	6844	1
6857	63908	1
6857	784	1
6857	80331	1
6857	80777	1
6857	785	1
1454	5501	1
1454	3326	1
1454	5108	1
1454	636	1
1454	5529	1
1454	120892	1
1454	80755	1
1454	10612	1
1454	7187	1
1454	57551	1
1454	9978	1
1454	199731	1
3845	5218	1
3845	7248	1
3845	23242	1
3845	287	1
3845	801	1
3845	11331	1
3845	5870	1
3845	9475	1
3845	10801	1
3845	55752	1
3845	10211	1
3845	9093	1
3845	5290	1
3845	50488	1
3845	6786	1
3845	51079	1
3845	219771	1
3845	1267	1
3845	382	1
3845	10154	1
3845	4082	1
3845	2870	1
3845	23580	1
3845	9578	1
3845	9743	1
3845	5910	1
3845	23301	1
3845	23236	1
3845	3895	1
3845	54477	1
3845	22874	1
3845	57514	1
3845	6711	1
3845	10105	1
3845	23191	1
3845	3996	1
3845	1452	1
3845	4001	1
3845	5516	1
3845	56681	1
3845	5447	1
3845	10970	1
3845	2040	1
3845	5818	1
3845	6844	1
3845	5532	1
3845	301	1
3845	23646	1
3845	10381	1
3845	118	1
3845	5297	1
3845	2768	1
3845	989	1
3845	23348	1
3845	83737	1
3845	51735	1
3845	10979	1
3845	55243	1
3845	23011	1
3845	10768	1
3845	2036	1
3845	10113	1
3845	2778	1
3845	120	1
3845	115	1
3845	10938	1
3845	2011	1
3845	821	1
3845	51062	1
3845	11311	1
3845	54828	1
3845	23673	1
3845	116841	1
3845	57488	1
3845	10507	1
3845	10818	1
3845	8650	1
3845	1500	1
3845	3482	1
3845	6814	1
3845	10652	1
3845	8573	1
3845	7525	1
3845	23786	1
